id,created_at,entities,author_id,text,in_reply_to_user_id,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,hate_score,batch_time,not_the_target,random,target_weight,cluster_id,cluster_weight
1558900094711336960,2022-08-14 16:35:20-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'CarolDeToni', 'id': '4566967516'}, {'start': 13, 'end': 27, 'username': 'jairbolsonaro', 'id': '128372940'}]}",1.5187403726205133e+18,@IvanValente Ivan Valente É BANDIDO,112498734.0,Judá Patriota,Jud19011206,https://www.twitter.com/Jud19011206/status/1559293705508601858,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.08376006,2022-08-15 21:00:00,0,0.001221623505,,,
1558936102521667585,2022-08-14 18:58:25-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",1.4205255527635517e+18,@GuilhermeBoulos ✅,7.62e+17,Jonathan,jonathanrmp,https://www.twitter.com/jonathanrmp/status/1559228538724777992,1,1,762402774260875265,2022-08-15 09:01:33,2022-08-15 15:01:33,846,3,6,1.465,4.09556314,0.032777254,,0,0.001294356431,,,
1559118566078685184,2022-08-15 07:03:27-03:00,"{'mentions': [{'start': 0, 'end': 9, 'username': '77_frota', 'id': '1330082400299339776'}]}",731203656.0,@CarinaBelome 🌹,1.24e+18,Fabiano,Fabiano59354296,https://www.twitter.com/Fabiano59354296/status/1559258583782629382,1,1,1238554035092930560,2022-08-15 15:04:41,2022-08-15 21:04:41,60,0,6,4.620555556,1.0,0.0919322,2022-08-15 21:00:00,0,0.001318136966,,,
1559126949221613568,2022-08-15 07:36:46-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.15485344849775e+18,"@AndreJanonesAdv O Danones é  o novo jegue do PT,  o Mula tá montado  nele é  o coitado achando que tem mais popularidade  nas midias sócias do que o Bolsonaro.  A faixa de idiota  da política já é  sua  superou o palhaço 🤡 tiririca Parabéns . https://t.co/3Mw6syY4pj",1198004545.0,Ricardo Maya🇧🇷,Ricardorickt,https://www.twitter.com/Ricardorickt/status/1559023735272783873,1,1,1198004545,2022-08-14 21:03:37,2022-08-15 03:03:37,848,0,6,2.697777778,2.224052718,0.1165488,,0,0.001532496237,,,
1558926759462158336,2022-08-14 18:21:17-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.5208005573798584e+18,"@ThiagoResiste Lamentável uma coisa desta,cadeia neste governo somente para pobres.",1.27e+18,Alex Sandro Cardoso,AlexSan79681078,https://www.twitter.com/AlexSan79681078/status/1559116575495667713,1,1,1270774020808626176,2022-08-15 03:01:43,2022-08-15 09:01:43,547,0,6,5.923888889,1.0,0.09012468,,0,0.001912801255,,,
1559180335765659649,2022-08-15 11:08:54-03:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}]}",9.893081305458647e+17,"@ThiagoResiste @LulaOficial É LULA, É 13!",1.27e+18,Roberto Rodrigues da Silva,Roberto50974753,https://www.twitter.com/Roberto50974753/status/1558918565490827265,2,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.08064813,,0,0.002265798532,,,
1558912257890869250,2022-08-14 17:23:40-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}, {'start': 13, 'end': 29, 'username': 'profpaulamarisa', 'id': '75058892'}, {'start': 30, 'end': 45, 'username': 'JoseMedeirosMT', 'id': '157226645'}, {'start': 46, 'end': 60, 'username': 'Eugenia_Assis', 'id': '70461537'}, {'start': 61, 'end': 73, 'username': 'MLauraAssis', 'id': '70530334'}, {'start': 74, 'end': 90, 'username': 'laderechadiario', 'id': '1169664359628509184'}, {'start': 91, 'end': 107, 'username': 'giovannilarosa0', 'id': '2712713382'}, {'start': 108, 'end': 121, 'username': 'segregustavo', 'id': '149288563'}, {'start': 154, 'end': 162, 'username': 'Twitter', 'id': '783214'}]}",1.5172712241198776e+18,@AndreJanonesAdv @LulaOficial Ora ora! Essa “coisa” de família não é de Cristo??? 🤥🤥🤥 https://t.co/UDDCrn8Wan,1198004545.0,Celéia Mattos (3)🇧🇷,rosamttos,https://www.twitter.com/rosamttos/status/1559239539197366272,2,1,1198004545,2022-08-15 09:16:38,2022-08-15 15:16:38,838,0,6,0.6711111111,8.940397351,0.032706514,,0,0.002355254502,,,
1559044496377393152,2022-08-15 02:09:08-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}, {'start': 13, 'end': 27, 'username': 'Glauber_Braga', 'id': '65720380'}]}",1.204966472738427e+18,"@GMonteiroRJ Meu voto continua sendo do @GMonteiroRJ ..
Quando vc e contra o sistema e isso que acontece,  o sistema e f....",1.07e+18,rodrigo ribeiro,rodrigoribaa,https://www.twitter.com/rodrigoribaa/status/1559125419969888259,2,1,1073226183461011456,2022-08-15 03:17:36,2022-08-15 09:17:36,319,0,6,5.944444444,1.0,0.004050121,,0,0.002560491791,,,
1559233603808141318,2022-08-15 14:40:34-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",1.2359288285995786e+18,@IvanValente Seu jumento vou lembra de uma figura https://t.co/uoFndFtSQj,112498734.0,Itacyr Centenaro,ItacyrCentenar1,https://www.twitter.com/ItacyrCentenar1/status/1558904341968392193,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.06407741,,0,0.002567452302,,,
1558917754836615169,2022-08-14 17:45:30-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.5386762646005842e+18,@BolsonaroSP Bolsonaro Reeleito 💚💛😉 https://t.co/UPChDrE8Ak,74756085.0,Ana Maria Machado,AnaMari79540976,https://www.twitter.com/AnaMari79540976/status/1558913561665196033,1,1,74756085,2022-08-14 15:09:44,2022-08-14 21:09:44,843,25,6,4.066944444,1.475309064,0.009005352,,0,0.002608238235,,,
1558947814788440075,2022-08-14 19:44:57-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.516209644250747e+18,@AndreJanonesAdv @LulaOficial URGENTE: Bolsonaro aparece 14 pontos à frente de Lula em pesquisa e reafirma liderança; VEJA NÚMEROS https://t.co/nisKwcZWhR,1198004545.0,EduECS,Eduardo54856373,https://www.twitter.com/Eduardo54856373/status/1559236013918244865,2,1,1198004545,2022-08-15 09:16:38,2022-08-15 15:16:38,838,0,6,0.6711111111,8.940397351,0.0019656725,,0,0.002616711681,,,
1559034150593642496,2022-08-15 01:28:01-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",1.543429931249668e+18,@CarlaZambelli38 Você é péssima,9.75e+17,Moreno Carvalho,MorenoCordeiro,https://www.twitter.com/MorenoCordeiro/status/1558928636035694595,1,1,975127727501185025,2022-08-14 15:10:50,2022-08-14 21:10:50,848,8,6,4.322777778,1.387996401,0.15534079,,0,0.00266401646,,,
1559023404501581829,2022-08-15 00:45:19-03:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}]}",1.0590847963983667e+18,"@IvanValente Enquanto o ladrão fica com os jumentos doutrinados...
https://t.co/j0JHnbCxlk",112498734.0,JL BAHL 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 CONSERVADOR,bahl_lemes,https://www.twitter.com/bahl_lemes/status/1559332024162320384,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.07726371,2022-08-15 21:00:00,0,0.002736814766,,,
1558996080909500417,2022-08-14 22:56:45-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",1.253809207532544e+18,@CarlaZambelli38 @jairbolsonaro Onde encontro a entrevista completa?,9.75e+17,Orlando Cesar Martinsᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,ocmsilva,https://www.twitter.com/ocmsilva/status/1559205128468561920,2,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.0019278005,,0,0.002770228509,,,
1559326270089052162,2022-08-15 20:48:48-03:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'CarinaBelome', 'id': '1238554035092930560'}]}",56419117.0,@CamargoDireita Bom dia!!! Parabéns pelo seu trabalho!!!,1.49e+18,Mateus Rodrigues,MateusR00601556,https://www.twitter.com/MateusR00601556/status/1559170269612314631,1,1,1489189886670381056,2022-08-15 09:10:59,2022-08-15 15:10:59,397,0,6,5.9425,1.0,0.0037400706,,0,0.002778096743,,,
1558910836780974081,2022-08-14 17:18:01-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",3303300634.0,@77_frota Você não cansa de ...,1.33e+18,URUBATANᶜʳᶠ 🇧🇷 #SomosTodosMenosAlguns,BATANFLA,https://www.twitter.com/BATANFLA/status/1558927498762756099,1,1,1330082400299339776,2022-08-14 15:01:10,2022-08-14 21:01:10,127,0,6,5.656944444,1.0,0.015034698,,0,0.002849070895,,,
1558904928566972419,2022-08-14 16:54:32-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'douglaskoga', 'id': '162839394'}, {'start': 13, 'end': 25, 'username': 'caralhonath', 'id': '963306637'}, {'start': 68, 'end': 82, 'username': 'partidonovo30', 'id': '2734700584'}]}",265501883.0,"@joicehasselmann Que nível você chegou, hein? Ou sempre foi assim e nos enganou? Se enganou… não engana mais. Teu julgamento vem nas urnas.",116519514.0,🇧🇷Gustavo Barros,gafdebarros,https://www.twitter.com/gafdebarros/status/1559190303063609349,1,1,116519514,2022-08-15 09:18:58,2022-08-15 15:18:58,844,0,6,3.916388889,1.532023548,0.019517656,,0,0.003010677355,,,
1559022284945461248,2022-08-15 00:40:52-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",1.5513100447209308e+18,"@IvanValente Dê quem é a pesquisa? De um banco...ah tá entendi! Não confio.
#PTNuncaMais
#CapitaoBolsonaro2022 🇧🇷
#BolsonaroNoPrimeiroTurno",112498734.0,rodrigues filho,rodrigu69008448,https://www.twitter.com/rodrigu69008448/status/1559309105361215488,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.0049305544,2022-08-15 21:00:00,0,0.003387248765,,,
1558923696772988931,2022-08-14 18:09:07-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}]}",1.5251488894138327e+18,"@AndreJanonesAdv @LulaOficial 🤣🤣🤣🤣, o papa tb é comunista!!",1198004545.0,Christina Novoa,chrisnovoa61,https://www.twitter.com/chrisnovoa61/status/1559042757255200771,2,1,1198004545,2022-08-14 21:03:37,2022-08-15 03:03:37,848,0,6,2.697777778,2.224052718,0.1372052,,0,0.003434342393,,,
1559080504196055041,2022-08-15 04:32:13-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",1.5299555266578596e+18,@CarlaZambelli38 @tarcisiogdf 😂😂😂🇧🇷,9.75e+17,Thelma Maciel,thelmamaciel1,https://www.twitter.com/thelmamaciel1/status/1559225144215838720,2,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.01440162,,1,0.003615139154,,,
1559205239332421634,2022-08-15 12:47:52-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlaZambelli38', 'id': '975127727501185025'}, {'start': 17, 'end': 31, 'username': 'jairbolsonaro', 'id': '128372940'}]}",2371200530.0,"@rosangelamorosp @biahaddad1 A “paulista”… de Curitiba… é fraude! É crime eleitoral! É Crime de “Falsidade Ideológica”… Art. 299 - Omitir, em documento público ou particular, declaração que dele devia constar, ou nele inserir ou fazer inserir declaração falsa ou diversa da que devia ser escrita… (CPP)",3096479489.0,Ricardo Pontes,Ricardo76126712,https://www.twitter.com/Ricardo76126712/status/1558887880956809217,2,1,3096479489,2022-08-14 15:08:58,2022-08-14 21:08:58,153,0,6,5.917777778,1.0,0.03984411,,0,0.003927169899,,,
1559119854912901120,2022-08-15 07:08:35-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'GMonteiroRJ', 'id': '1073226183461011456'}]}",1.434527251698172e+18,Eae @marcosbrazrio  reage vovô 😤 crl,1.21e+18,L🚉,_Ltrem15,https://www.twitter.com/_Ltrem15/status/1558897095674892289,1,0,460343731,2022-08-14 15:10:41,2022-08-14 21:10:41,253,2,6,5.932222222,1.0,0.3179998,,0,0.003964672904,,,
1559231253966118913,2022-08-15 14:31:14-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",1.1018103970515681e+18,@mariaarraespe Vamos de LULA lá de novo.,1.515390927958909e+18,Aldeci Di Sousa,aldeci_di,https://www.twitter.com/aldeci_di/status/1559190014759780355,1,1,1515390927958908928,2022-08-15 09:22:59,2022-08-15 15:22:59,11,0,6,2.708888889,1.0,0.04464193,,0,0.004269318028,,,
1558904341968392193,2022-08-14 16:52:12-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.5182219430062858e+18,@danieljosebr Boas práticas de compliance em empresas públicas?,3044834104.0,Antonio Seripeli,seripeli,https://www.twitter.com/seripeli/status/1559234315720040448,1,1,3044834104,2022-08-15 09:11:45,2022-08-15 15:11:45,99,0,6,4.6575,1.0,0.0014648499,,0,0.004396765632,,,
1559007679523295237,2022-08-14 23:42:50-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}, {'start': 17, 'end': 27, 'username': 'MameAssis', 'id': '701487087401496576'}]}",1.3950894100860314e+18,@IvanValente Quem é vc mesmo?,112498734.0,🇧🇷 GAZELA SALTITANTE⁶.🇧🇷,TelexGump,https://www.twitter.com/TelexGump/status/1558931710196187136,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.03772986,,0,0.004459796339,,,
1559013531441315840,2022-08-15 00:06:05-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}, {'start': 13, 'end': 27, 'username': 'Glauber_Braga', 'id': '65720380'}]}",1.1376208558512947e+18,"@marcofeliciano Evangélico que dá medo.
O satanás é tudo menos luz. https://t.co/1tIEtJCEgx",35805725.0,Irineu🙏O BRASIL FELIZ DE NOVO,Irineu17182210,https://www.twitter.com/Irineu17182210/status/1558985430518976513,1,1,35805725,2022-08-14 21:01:45,2022-08-15 03:01:45,351,0,6,5.9525,1.0,0.031250913,,0,0.00453416267,,,
1558919574216646663,2022-08-14 17:52:44-03:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'fernandapsol', 'id': '57044549'}]}",317513286.0,@BolsonaroSP Estou uma mula montada no cavalo..  kkkk,74756085.0,Claudio Xavante Casaldáliga,xavvante,https://www.twitter.com/xavvante/status/1558932640538951681,1,1,74756085,2022-08-14 15:09:44,2022-08-14 21:09:44,843,25,6,4.066944444,1.475309064,0.08047013,,0,0.00458200524,,,
1559111504523235328,2022-08-15 06:35:24-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}]}",1.3698587129664922e+18,@ThiagoResiste @alexandre Parabéns ao caminheiro 👏👏👏👏 alguém de coragem tem meu respeito ✌,1.27e+18,Maura,Maura03064946,https://www.twitter.com/Maura03064946/status/1558965366876930050,2,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.036130823,,0,0.004831628711,,,
1558938872226136075,2022-08-14 19:09:25-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",1.3360079243810857e+18,@GuilhermeBoulos Cara de quem comeu pão com mortadela e nao bateu bem,7.62e+17,mrlc,murilo61617586,https://www.twitter.com/murilo61617586/status/1559227497522282497,1,1,762402774260875265,2022-08-15 09:01:33,2022-08-15 15:01:33,846,3,6,1.465,4.09556314,0.23567806,,0,0.004852244291,,,
1558932076027584512,2022-08-14 18:42:25-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlaZambelli38', 'id': '975127727501185025'}, {'start': 34, 'end': 41, 'username': 'gleisi', 'id': '31139434'}, {'start': 51, 'end': 60, 'username': 'ptbrasil', 'id': '39522911'}, {'start': 70, 'end': 74, 'username': 'cut', 'id': '2881115604'}]}",308448034.0,@pastorhenriquev Pastor???vota em Lula??,617468983.0,Maria Helena Oliveira,MariaHe49125082,https://www.twitter.com/MariaHe49125082/status/1559031336630996996,1,1,617468983,2022-08-14 21:00:20,2022-08-15 03:00:20,133,0,6,5.827777778,1.0,0.010045286,,0,0.004886639399,,,
1559142114881114113,2022-08-15 08:37:02-03:00,"{'mentions': [{'start': 0, 'end': 11, 'username': 'DaianeMels', 'id': '1371853317844914189'}]}",1.3830579190554296e+18,"@AndreJanonesAdv @LulaOficial Tudo em harmonia, papa comunista!",1198004545.0,Saimon,Saimon72097124,https://www.twitter.com/Saimon72097124/status/1559035813878431744,2,1,1198004545,2022-08-14 21:03:37,2022-08-15 03:03:37,848,0,6,2.697777778,2.224052718,0.046401747,,0,0.004961465192,,,
1558912815519473665,2022-08-14 17:25:53-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",1.3509815425674363e+18,@IvanValente Bandido gosta de bandido. Diga-me com quem andas...,112498734.0,ultra7,ultra7,https://www.twitter.com/ultra7/status/1559300265483927556,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.052463394,2022-08-15 21:00:00,0,0.005075175137,,,
1558953662248108035,2022-08-14 20:08:11-03:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'natbonavides', 'id': '203332874'}, {'start': 14, 'end': 24, 'username': 'GynMiguel', 'id': '1245471048914685954'}]}",1.556396979655164e+18,@claudiopinhoCE @robertoclaudio Parabéns 🎊🎉,1.4105608344520008e+18,PEREIRA MARCONDES,marcond40587752,https://www.twitter.com/marcond40587752/status/1559196355066843136,2,1,1410560834452000770,2022-08-15 09:20:23,2022-08-15 15:20:23,1,0,6,0.0,1.0,0.009166114,,0,0.005107986857,,,
1559223414275072000,2022-08-15 14:00:05-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",1.5002955927398523e+18,"@ErikakHilton 5070? Eu e minha família unidos igual as winxs, apertando os numerozinhos com tudo ✨",7.38e+17,Reage Rihanna Bota um Cropped,talvezbrunofc,https://www.twitter.com/talvezbrunofc/status/1559173367890149378,1,1,738143559920934912,2022-08-15 09:16:17,2022-08-15 15:16:17,145,0,6,5.937222222,1.0,0.07395611,,0,0.005141195893,,,
1558949825223213062,2022-08-14 19:52:56-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.4338822575472148e+18,"@ThiagoResiste Tá ruim... O presidente mais corrupto da história,contra o pior presidente da história. De um lado: Collor, Ciro Nogueira,Eduardo Cunha,Lira,Ricardo Barros e Roberto Jefferson. 
Do outro: Geddel,Eunicio,Renan Calheiros,Zé Dirceu e, possivelmente,Temer.
Eu vou de #cirogomes!🌹🌹",1.27e+18,robinho patricio,robinhopatricio,https://www.twitter.com/robinhopatricio/status/1559070401782857729,1,1,1270774020808626176,2022-08-15 03:01:43,2022-08-15 09:01:43,547,0,6,5.923888889,1.0,0.0023524181,,0,0.005217480418,,,
1559228252308344834,2022-08-15 14:19:19-03:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}, {'start': 16, 'end': 26, 'username': 'DoPaschke', 'id': '1039550551401418756'}]}",1.5140404400304701e+18,@CarlaZambelli38 Vai dar em nada isso. Isso aqui é Brasil.,9.75e+17,Zezinho Sanfoneiro,Zezinho_sa,https://www.twitter.com/Zezinho_sa/status/1559215037453160452,1,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.015585885,,1,0.00533834299,,,
1559021027233091584,2022-08-15 00:35:52-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}, {'start': 17, 'end': 29, 'username': 'LulaOficial', 'id': '2670726740'}]}",1.5200848296012431e+18,@CarlosZarattini Continue com sua narrativa!!! https://t.co/t8exeF0iVX,45473463.0,🇧🇷🇧🇷 BOLSONARO CAFEÍNA🇧🇷🇧🇷,lefetefortuna,https://www.twitter.com/lefetefortuna/status/1559306129129218050,1,1,45473463,2022-08-15 15:16:49,2022-08-15 21:16:49,164,0,6,5.877777778,1.0,0.00421582,2022-08-15 21:00:00,0,0.005349734959,,,
1559232915824836608,2022-08-15 14:37:50-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",1.4763875008474685e+18,"@CamargoDireita Se isso você considera marcha de Jesus imagina que deve ser a marcha de diabo. Bolsonaro nunca foi cristão, é só uma maneira de tentar conquistar votos, nada mais do que isso. https://t.co/cK0r7pDQTE",1.49e+18,Marcio PT 13 💯%,Marciolopeste,https://www.twitter.com/Marciolopeste/status/1558989084374323201,1,1,1489189886670381056,2022-08-14 21:21:07,2022-08-15 03:21:07,216,0,6,5.944166667,1.0,0.049474914,,0,0.005377901198,,,
