id,created_at,entities,author_id,text,in_reply_to_user_id,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,hate_score,batch_time,not_the_target,random,target_weight,cluster_id,cluster_weight,filename
gAAAAABj7UmLpfBzLtBpatmhPTceXRGpFUg3e5m1Q90MoChrvxyEvDlvYX8wvdySDffSG0dv1aTVilzqV7YupiAXVp7qLZTiEwOGNrfCpwLY7TpoPhpGWzc=,2022-08-14 18:55:27-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmLpC2C9m-LB80GsIODq-6gICkACOxwTdj2WHXbVTa6_4U4Qw9mvWHhU6JKs3utFzvFEiZJlmhl8nnYEolQaHgLR2bQhVw4jJ-LoWz-EmTs398=,@CamargoDireita Vagabundo,1.49e+18,gAAAAABj7UmLhoAldKXsdcfCu3L-h0GU6_RdQb2DZUs1Ak6hv73W-Tu8T_KifPIOQsq_ABdDpbVNQ3sa8qups4x3WsSO34NYng==,gAAAAABj7UmLdIp1aDdz1fLX01H8RQeUwhcxZLXKktTvRJDteM0LozGF2jvqVGHrVqJavaiEp5-sDdN_SYDy-KYjCGlff2zfZA==,gAAAAABj7UmLzjCSLQZeNkkGBDI8iYjCnoSoCkR0yKA6LIf-8X_pyvfjbHfB877MQGZVnJ17gjlx9JAKryRm-Efi87E2ovFgeOr5KZBnP08s5eMSymPivaYSL_RGkckMbFF2qpE7GAKrAOCgWRNY9VCmqOz1Kjy2vtYoAN_OE-CT_iye5n4vTXI=,1,1,1489189886670381056,2022-08-14 21:21:07,2022-08-15 03:21:07,216,0,6,5.944166667,1.0,0.8606928,,0,0.4548707715,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLXvDzie8qjR4tTZssLJtMf_Za_2TNqCWJ4fjWmz895FWOvjTftWHkbu0IFHU0VXNQCSEtkSd1LVDc5J7rY40UWtMPi8dKYX1LpRPEK2IS7Js=,2022-08-15 17:58:07-03:00,"{'mentions': [{'start': 112, 'end': 127, 'username': 'vivianemourapi', 'id': '1371821224607821833'}]}",gAAAAABj7UmLSJ_0pnrhxpRxgDxqYyNk9I0YJ_rciPy32-uGhqxjXf-FJ3rTepNtZA_pqI6bMQOiFZMlrpe759SBIxuf9GRnLw==,@samiabomfim @Glauber_Braga Uai nem abortou e ainda teve uma criança branquinha com um macho escroto.,27703690.0,gAAAAABj7UmLgOsBUIwqLCdpTorlyMXkNpERRkhFyWYpzrpAnUWTd6rGS2mnp9UmkUAFuL-nFWCaorh5AAPI9cW4aYSzMMS53_OKbe7UFmbarnSfAryJqP4=,gAAAAABj7UmL0u3v0DyWi4q4MbUgNCPYwQSP_gJ7V1BmdIQPduoaK4_vJU6-LZR3RmF-sfvEBfo_35GFswDZQ_c4b5GxjK559A==,gAAAAABj7UmL_7h7znG6L-PZl82HBS34yyW_LgAdNMBOHyJ17JrkKaq70CuYPYBxYDik6rjKdsfPkpG4Pt-vr_WBiKTcjzZlPEqzZCfBlUGM7_JsX6vsn5nHe-4GJp3Kd-VZAAKYmTbP6UJY9e66CSgKAqDkq1U_Cg==,2,1,27703690,2022-08-15 09:19:59,2022-08-15 15:19:59,73,0,6,5.939722222,1.0,0.8183627,,0,0.4611268402,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmL9tuGFd1RnAloqwhvd491Co8uH2P0E6s7viZfuR8wdj4TrEWAx_Pa_sPaW7jDPFPTYrGj5-3inPwgX0-Udm7j-L5MpSyX9fXpreVoHOGUdUw=,2022-08-15 03:42:04-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmLYr7xqxGBMgnq1vQtoMOkaVvLbmbq0BmEvJprlKVBentgPcqyGH5bkqfdwJR6Q60t5E7oLKhbsI9MEDTD9gdmMYXVltKQSdrRJbllup-N_zg=,@joicehasselmann Kkkkkkkkkkkkk tá pensando que somos burro,116519514.0,gAAAAABj7UmLA868nGSBpjTs9CrdMmVmeeLUSvP8loriaoCjAYxGwtkJ5NVisjspn0FzO616SaNBa6eMwNpHjnOGnUgwpWYDSg==,gAAAAABj7UmLsBVTvSgWb3pP-JLwV2Lm7YoTyobff-OSMfUfDzdawxcJN7lyLgZXhn1icdLMIrMOoR-5VL0blHWZ_nC50fMk7g==,gAAAAABj7UmL9PmOyrHOePJaoIOUwzKYAXRz13IRUvhY21PTDK1utS29Up9m-T3HhVNZUJGdIoB32waXSf7pGjA1ZPwoW5_TCRrS9UcLcVDNx3NTt6WMm6MPqQZLzhU1kunPFPNMggXRKTQOwjG2-5_SNIqOKxWd3w==,1,1,116519514,2022-08-15 09:18:58,2022-08-15 15:18:58,844,0,6,3.916388889,1.532023548,0.74145806,,0,0.4701163892,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLYVqgbAzuDikK1aJqoM_dxRYNU7YnJsf5cg-0TL7zN_x7aT8_gjuUmtiU9PVEFgRoWfK-foDhyhilM8Md9InGRAn55f_M95LFFLuhV_Q1L5Q=,2022-08-15 07:27:51-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 27, 'username': 'LulaOficial', 'id': '2670726740'}, {'start': 28, 'end': 42, 'username': 'verdadenarede', 'id': '1266738504328982531'}]}",gAAAAABj7UmLCQ8Hc_hAy3bFor0ciEKGY7Bijkg0oXwZgbsgvbMuxDPU35xopxmJZIvClIyOnmG6LHjEOlkL8TUprD3Y1gdffg==,@IvanValente Inclusive para você velho safado!,112498734.0,gAAAAABj7UmLW50fJfcA0lltcaOka_mnBgdNhCEPZdoRgCqzoPSz-pm2uq3ebtMC4lf_o6Q9cYOVR_l9fMfrko0duhYLvrZuBQ==,gAAAAABj7UmLAxvujKsyj7fKGutYr1BczJa5t-vNbTK5X0OLxkUtKZBAABGFbuCMjehDkWLcGUhH7ntueJxnmuT4zDK67Ghb7Q==,gAAAAABj7UmLdgxPm4d0Tutz4SCvUpE5LMoRuyeQ5FtO_Jt_OLNNNWXTnW7ypiQBBEHWFKRYQ3la4zZNOl5iSvPIJo6lzoiXP6k8HlbPPEc5ghgTRPMCKjx6ordoIxBQvOygt5fKWHUHaIvBlLlU01FGDb9VzLOvKfzZy41BTmHrAlLQjd6q108=,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1.0,0.8786819,,0,0.4706617265,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmL71UR0KL-gO3XQ-bZQ22v_EZNxpItTyAjNKxHZGaLS6U82DxS0P2gxuHY7bxY5dE4_NuW2vdZUoSoriZJP0d2M9U7NBkJc7T_zpZBSDOw1CU=,2022-08-15 13:42:53-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmL3LOflHHxje6pffqts1SNqSPeyazHSs7uRkUZZyVe2hajD-SnrWs-87p4mMoX75LvoprAVB55g_OpdpjuwQOI_TxCCjFyqsZCIkHyVmoDFRQ=,"@CarlaZambelli38 Carla

Vai na china reclama de comunista,vai na russia sua marqueteira ta loca para ganhar mais 04 anos mamata ,falando a linguá do capeta",9.75e+17,gAAAAABj7UmLuXfxS2bMkbmzfGU3FvWH7rOv0FVhbr4F-ewRHs6Nboqw5hWKPxL_J-S8qR9D4qE_Y3vFQFEeKuf07a4acbIUNw==,gAAAAABj7UmLzcbUNWisvBm8MFXJ5jNrZ0HFC_XSXr-eIQjxAB1aiu6nrlhwH5QJj0vFBw-a1oMkuX0dn9O658roP-vpv8KVFA==,gAAAAABj7UmLwk5y2mO8-b9p-PT9D9VssIPmGwG9onoXKwjZrTfKGSJVZ7oznUZGvVdLQV5UKhG3nNA_0flu8NPNfUrqG3Z0CSip1W_Nyua-X2kn1H2css0wKSg8-QmounA6-CNyX3W9N5vMFbRiYdhmxV8lv2OfO_gdDOLhT6sU59UB9aX1x_4=,1,1,975127727501185025,2022-08-14 15:10:50,2022-08-14 21:10:50,848,8,6,4.322777778,1.387996401,0.9526502,,0,0.4745483859,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLGx0Uu351ciXGNlYOtXOUZbZUDracBUW1KAmWi0tDsldaxbSmEB7F-IsJoahF3d2yhTFbkgC82ort55c1ORa_I8L5xuMKmfzG3i3RIvAHK8M=,2022-08-14 19:38:54-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 27, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmLnsUitIgjTaCxEftqHyawo3sFSt0ksH_BcQENS9cvGdFk_vYO7W1ha1AOvEJJpp0LAwRQc1HcpQ9WiwgspO5sRsZR-f6OHyt1YsG3cQ_05wE=,@carteiroreaca Varíola da pipocas p ou b?,2797010717.0,gAAAAABj7UmL6OO5w35TUj4kQO6Hpg09TvWXuqvaR6Eu7YMyNOHp186gZuXRDQsehxAQst9MOaTcEfX5H8NXvzgL1kwoTfryyA==,gAAAAABj7UmLy47DQPyT1AlzE1BImrA30UEkPDDI-X8DGH_DLluBn8Sx392alTxVYUHPLALEo9OcQ7p-CJuW0e493LjiTD7O1g==,gAAAAABj7UmLD0oCinw76ajeOdOMXNMUfP-tGuHbVx-LG3nhjxxGct9wEXYzkaxD8Z9oJgeg4AhRUbe1AGX_y0mpHo-TqjmXWy3aMqTfbSrLJn3Gu-oipJmhO73grh8YApmxn0CqflyywDCCNiWY77tCYYzH5L_lVg==,1,1,2797010717,2022-08-14 21:06:57,2022-08-15 03:06:57,233,0,6,5.859166667,1.0,0.65139586,,1,0.4779215321,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLotB2wX-uzXroRzY-mO2JNKcqNBrDpKvhj28lg8j3L7HCYYe9QPl9fxKNvg94sFPQotTj7MzxCP3MSa0Agp84zA10IoArISK3YtqM5vsiO2E=,2022-08-15 06:54:15-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmLJOiipohlkdgphuX-yJU8d_FKTAIJS-hp8k8G6BacTwpuDyCMTsexOjF8YeXrYh5RyTRno3h7SEaCAojrLvskYXkOxLhNEf8xpTNVL7-ehFs=,@CarlaZambelli38 @josi975 @tarcisiogdf Essa esquerdalha é nojenta!!🤮👊🏼2️⃣2️⃣🇧🇷 #Haddadtrambiqueiro,9.75e+17,gAAAAABj7UmLyDuIRmc_7GTnCSLc55Q_d5DIHH7Np93nQt7ShPj27N9nxNHEDow4jkYMD_xbJ9KaSwTeKemD8kGk1TYra0pDtDciMtsm5TjE6Z055o1mudk=,gAAAAABj7UmLGd6WC2ElTjyZBWXouWzy8DjkXWX-itH2K_m5bU70SY0ldj7GC4V_ir9ujwPy_20prDjeJxsFjHFR0aBqNmWaLA==,gAAAAABj7UmL5ZcIltimy_OLTuTUtZlQ603hb3Yd_u8raTsgrNnmC136rqr_hBF60LoJ7l8aoGlcV0_dLPzEXKn3el22SgZ1YgEMDrsDkAriU9yJuxFEM9uh0wnAglWNBneFfdJMknNdFFGUq1DsAx6gRLxa083HDA==,3,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.6829307,,1,0.4796830248,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLZ0MstcvOUNQ5YG9akNww4Y5uB9w7Ww5l9JZnYSKOLdDji0-949aNvyEuE6Uf-nM8yas-1nY24GGeGFaWMIuWkZFQ4DsKo6gecvSdrqEAgAE=,2022-08-15 14:31:56-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlaZambelli38', 'id': '975127727501185025'}, {'start': 17, 'end': 29, 'username': 'tarcisiogdf', 'id': '1078618844007157761'}, {'start': 30, 'end': 46, 'username': 'Haddad_Fernando', 'id': '354095556'}, {'start': 47, 'end': 56, 'username': 'ptbrasil', 'id': '39522911'}]}",gAAAAABj7UmLbgU2Ck8dkxUXj9fR652xn0lQf-Zn9rgUt7WVpMk5gU8fCVu3zDpMWicHKntkFUf7oPycXqSWczeuVNMtZSMVhA==,@ThiagoResiste Vai trabalhar seu inútil esquerdopata de merda lixo puxa saco de ladrão tnc porra de lula ladrão safado,1.27e+18,gAAAAABj7UmLjUViVGogQ6D9IGnqhkfv_zow6Ll7q4okNzZJso5EhdjR0wZMl4kzFtSQDxZ3BtiI-dV74VUPtqPXKRNmIok2l_yjl4V3_oEWGfG7XO9M6X4=,gAAAAABj7UmLX1HhJAezJHgw_jOG-TUGT7L8RyA3ofy-qFiY9doP_XYCb80mXfRoYFtZ9zGpkzK-Q6DDtAm1t4JG3cz5NWBNQg==,gAAAAABj7UmLBw7MLcVmTO9rDoIYAFN35xhevMdq5uZ3kSIttxXS5tHaHAO8XqhhbvSrzjIjBsDjZM-EeuDFSBbo0MXS2oMpHvxTteZu1mXgtCx8Ht8lJakBjb_CQqhkIaKQ8deT3wGLKZ_zqQxJtwNUAsiInTGGJ5zjeJIsONtZyvMjL_Jz94o=,1,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.98871094,,0,0.4834223455,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLMf97vwQlg7vtIqNQUAAvbfGagQvi5b9gO76HjoA74RmVhN-cN0fEj3ruL64N0CTwV-X8fx-rFUum8PO44Fa61DXxvvgiZjzZZM9ltKz77LA=,2022-08-15 17:27:02-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'leosiqueirabr', 'id': '1056568434266439680'}]}",gAAAAABj7UmL3JAl7zE23oi_DK-qVYHR_F2-53HQlxBVR2hyBwqhMpEUlww32sumZ0aRcP6mreckaKrSZ0fNgIBpA1lLm2UAIAHdJHRRSbLdT-hHWlvgfVw=,@IvanValente Vai procurar um sexo oposto baitola 2️⃣2️⃣⚓️🇧🇷,112498734.0,gAAAAABj7UmLGYlM6k3fJog-ChIRQPxz-9wU-dh30_3g5utI2A9UU0N3NUcsoKapg3nA3KoiLSu83lp4AqIgbmFY8ZiJ7W_XDA==,gAAAAABj7UmLE382Gm7I3bnuiHcVZwdObi7sc8GzHgSo7lQtMMcDMRjZ12-RYcjM2kEgzvfzrNqeWI6mhxBJv9f5al2Gl0TeQg==,gAAAAABj7UmLQl2-g5i-HGcDlge2MS6otQ0BSXC_eRDotoeE4RMVH7B9B0XMiMdgi5UUlROoGl-kfg7empIkyTQaRhNDaBR0asSIfpbujv3bwGq2ysxE5IjSTehtWvz4GxkAdGBmlj-20UijUhP8TlJFQbnawMg5tfHC5zUWcvRoXSgIe4VTzyg=,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1.0,0.9464536,,0,0.4912614792,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLY0AGaJBQVzCOR-8rmycfds5Uzhxm3wt7byKPNN9chS0Hpc4Lsvh-JyY7Ww2qx0D_3sJ7FE0TW8kq6U3haSgUDeXJUTlC-goQm-QejygKkJo=,2022-08-15 14:49:49-03:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'luizaerundina', 'id': '55022037'}]}",gAAAAABj7UmL_iONh4onN0-167Vh6WUhV4dJapfaFmWI74CYKsXADsydFvBspXJpixz9WvW0no_EnZMTjfhRWm8224KmENe7ZDjxWOb9wB-J8Nac0Aho6mc=,@IvanValente Vai trabalhar seu inútil,112498734.0,gAAAAABj7UmL4ix3aZ2E6O636YtoHBaZU8-9tYYQkqe14L7Txa0fxQYCPlEySaRQ5JdUdEVZYs3d1peFDPedeh4ThexeOnmcfA==,gAAAAABj7UmLz49nIPEOFFa3khQPUn5V4Rekm22RlLvPerGRNL5NdOKluAee5ICWlz0y6QMuHi9T_dCz2e9zxd13R9ltLym-yQ==,gAAAAABj7UmLw7yxNuVkZ2Px2aNX0HnF6uPTtg5oHm_N-rQh8jIvHm_TSoT-EZZ0jLnIbQ3oi-nLS456SBU9Yz2CTu05SWJ-v6XQWXg82iJ2MO1x8pVCy0kDIm17To86lMF9woziXC2mfcr9sW3t6BcgRBYRuFDPrsehh5N0BF30LME62LGK4hI=,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.8162047,,0,0.4916439031,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmL_WIh4iA-YFnRMsKa3VI9UFNuRFbnKZo3GKTrGngG3hZ0J63OW72x3UkxJI7GWvFDzFvKBv5VoNUFfgybJVrPSO3QJnZjWm87_ETqvTsTpZU=,2022-08-15 13:21:05-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'joicehasselmann', 'id': '116519514'}]}",gAAAAABj7UmLtmsQ8cepI0CpsUg-LaITxeocl8rcqoCY83j8V89rvTtaIQ4TJFl8OR1mxIt8u6hLHrXg9H12tJ4ZQ3esujPOF5Gm3DqV1GBkxi5mQjT39So=,@IvanValente ?? para vc enfiar a  bandeira do PSOL no rabo? seu maconheiro safado,112498734.0,gAAAAABj7UmL7HphTqAHGTzfuLVWS7Ss3XMeeOo_DIEH_DR8kSULRC1bxEAZhQf1QEbnXoUGflpdenmsXTWQ9oBbbm-qg2zTsvnxEMMgNx4tPRYVtAjXTiI=,gAAAAABj7UmLxUP8ZHiqLYu_kPSSxDNuBGfkbyM-DJ8C03hRTCpjA1WloZvJwJBxNcbolfkMLJqTX19fBL3_LVNEJ93Y-SE5HQ==,gAAAAABj7UmL5gsFc2-KU38q2y3Q001UNGempGkWmPExyqc6_8cVqSdP2G9QI6f_qmTm-yEGQEEMLWWC_Va_thm9iRuCbP-E-L0xLC93DBvIyiGMFDBIEz-KJvLlOCkMjR0AV6ElTXgRkZf-GXGgB-_Qc-TNiudjP9NlHbyVWcYtITRtEWQcStU=,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.7599061,,0,0.4990551195,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLQzGZwAz_qZK92JD9Jg7kpI0Vp0uU678cAie0l5sWpwEUhTfl5TPLkAl3baySBH78WB4wNmk3o3OTvOlb83VmydojqmtL4-ajkpV7fwHVZvc=,2022-08-15 07:32:42-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmLmfg_JyVnFXc447bPuU-fL8i-F7P-W16i73BKkODjRW1MJK1rj5PzZ-NY9n-MQ0EHSvYeSh-W6oATZrhsQzMizjYeuneWgKG01Hu-VjSYCoA=,@joicehasselmann Opa ressurgiu essa criatura nunca mais será eleita é traíra!,116519514.0,gAAAAABj7UmLGVbr6OJG6iLe8hJXNBmbN7YpmWoRzRGNWzgclICboSGlQSWMzaAE0fVvRKM5CP49jWU58FKobD6Bcho8qvrUy0DRMMZ63hkWPfY52uFKxAjiOaEbGwS_GmZ5LX_591wf,gAAAAABj7UmL3dc2M32EdMpwtUFKw9pNh2pmixvIjVhKW2xaRKjnfFKAcxfS2KjwqSzWbTUwPiXRDh9-fDc2UGulGHZ3dom8KA==,gAAAAABj7UmL4qcd2yu2P4jObKrSrQ1kyAwUZYu2QR3bLaB4UZnMUioOu0MSh781WpiOqip_pGzLe5iprFCbDqhhN1oL1y4gZYCp6EV2sbPid0oEvzoRWO0gxmw00dWd86-fyeSVuU4sq314tHTxeX8p4oO7aozXU-9CNA8Aw6vbDwwYUIOCe6Q=,1,1,116519514,2022-08-14 21:13:41,2022-08-15 03:13:41,108,0,6,5.921388889,1.0,0.7305228,,0,0.5005735233,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLmCDvxDpRFxQ_x8cZOa-fBXV8nVqqV8_YuxiVyegHFYMd0KnD2lM1pfpApfRzQTEWiMuVBgcDgNqAtFBeh_bALCLQgaSDlMk6LHRFuZlQzx0=,2022-08-15 07:45:13-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'GMonteiroRJ', 'id': '1073226183461011456'}]}",gAAAAABj7UmLX5J-vpHcwOHPA27hfyZ-w3W7nEwwxAbICvdNkmP0HvCmIKPpJG6mdwLKljlIjqrhTomolhEGZqs3Z5EwLZyG1A==,@joicehasselmann A porquinha ridícula,116519514.0,gAAAAABj7UmL_WRKfXA2nh13XhXfsxOI08PzkQD1XlXd0gP2S41INJYDhXDRiXjK2Wiziq0tJ0-UmLQLzzJ1prOUgldEaAL_VQ==,gAAAAABj7UmLYNIKDDqiedohbkwe1QG_U5PZHj-WplEPCHAX-yrzaGG1pvqkYLQaJNVD0KoD5r82S6QDGY40xO79rkCydcNdsA==,gAAAAABj7UmLVKcjA82-9YB2JDzKJQLHPPywnQ447J7UDuQHzyUAbexJxVMYwSZpxZffHr4M88gz5HuGMoRdQIz7dIEBE4A4M1I9lwrDrHJcvhGhwculhoyDO0crQX6Pc8cDQmYGN4PmcTeqrSC0oOBObGbAbgsuFw==,1,1,116519514,2022-08-14 21:13:41,2022-08-15 03:13:41,108,0,6,5.921388889,1.0,0.95331854,,0,0.5093692871,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLxCR06ms06CwlrIDQdBuuIF7d6JzlyYHQOgbchrKNAIoP7KcBd4fyWxWF0MwsL7mLxMj14xip6FEN6nG3bSkfRCu9Ly_MfsC4LmCuNrex7xY=,2022-08-15 07:27:53-03:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}, {'start': 13, 'end': 28, 'username': 'info_br_brasil', 'id': '1379485540588871688'}, {'start': 29, 'end': 41, 'username': 'DIDIREDPILL', 'id': '1512442384897957898'}, {'start': 42, 'end': 53, 'username': 'andreporci', 'id': '67183252'}]}",gAAAAABj7UmLkNMUOn8FvKjGVWnnJ-TjeG5DorsfTtuCqzGj-gow1AdWcrwj7vIMCCUTEUyl-0gXUFfdl9DQONGpUFLQEseNFICZe6LCOXiFI3--rrvuTaI=,@CarlaZambelli38 Que canalha mas mentiroso esse bolsonaro ladrão de merda,9.75e+17,gAAAAABj7UmLzEC64oQpIfcbmA-OeVS7nwGgPGD0ak92DqggrkCfgRsFtUw9kqDwHZLsj6E7POsz4rHCuSOqpkY_DB39Og6d0FrasFdqb1jrbJHbt65f_bw=,gAAAAABj7UmL1s2s3iojkDHPQiaPuZuovhzrPnMlmsaOoyaOlAc8VLiL6T4UnD2sKovG6VFSxymMghSyRvA0Egla3NboM63b1A==,gAAAAABj7UmLpxdR4yz2XytTgIXlmM6C7kryjzt917ufH9bJK58mxMGcklfJwJyaVFRTymjj3Tg35fHTGpOl3XeLx_IsPVOCx2lemL17KeVe8ea7Aknw1R5HGN9rGZQeO-BjHgCq59aeSYG763ySSoEmYb10Jf44jb_8dLQ2TkzdzKADhyMw4sM=,1,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.9330923,,0,0.5172381116,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLwo1yxY97Zl2ojtrU1umbnsohVi7nt9KuUgOTpSunAs9hSxO9ISMTUoQCYAigzfeaiGMWx6w5dAhFpk-fJelIuC5BChzD9X_Dq6RoU3UH3tI=,2022-08-15 11:00:22-03:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",gAAAAABj7UmLx51_WikMUMWqQawZ5kjqVAqGBy4wKmrVhIZVWVmoeAqpJWRfRYqjTQUh674cDQazMaXSQYBwesb9Kaikd9Zap70G2JqWj5uUoIH6gn1V7nw=,@IvanValente Agora pense numa ruma de estrume grande...,112498734.0,gAAAAABj7UmL4wqqNuwfgcOD1WA-shdZX5uI_Q6L_3R-Zn_SGIsXK1yQClE0mEh_1kVQ32iVBhrndSm9GeffaG2qKlZcsY8kPnDC7LETmsz1HU1BdezF72M=,gAAAAABj7UmLSxt1abI1e-3vMDHF8yP0oloFVM8Asj7Tl-rDI-RKAf5_p_bAfgi8SI_MSnlGV3gB2V1HeqqUSJQYwllihgWVdQ==,gAAAAABj7UmLbV8oVlGwm22bX64ytpRwPHjCI8jY1_CxbamK3JjhdyuVVT0YDI7RORJC56o7x2asgsHLZOhP1XyDUPqknn3qLdIARcXvcrRE9bFrP4G_18JAhzs9bYVK-S4gnnx928uecCT6HIN829Nbd1-6M6d8CS8cX7yvYOsIU5cunlN-e98=,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.64551586,2022-08-15 21:00:00,0,0.5179559508,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
gAAAAABj7UmLIOe1fI0AjJ14d_dccNSyRYT1dd4GHsOopC51MkP_kveQ1cgUHot27Uj2PR9pGq2OUC7jqJA9vmuShQrZBbQLlsZT0HOaC5xOE-ahG1jT3ic=,2022-08-14 21:04:00-03:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmL3hnHo04-RnQNWEu4AnBEk9v7ZjxwxZj_RMu9SVStkpZOrLi5XeKl1zXZHd9yndKuTWpZ_svCPM8340UxpBeL5HOblND21xGqCmIzUNdq7T8=,@marcofeliciano tá com medinho de que puxa saco de miliciano?,35805725.0,gAAAAABj7UmLetKTmaqU00blG91TYCNfq2ITiZUqHmQTYsQ7BREIFmJJ_oZ7UgvJ9_QkLOgsdgPZ1yKHHixOOM1D_WU3Hb3KnUVWVn3XHUKOKYL1DndRWx0=,gAAAAABj7UmLEA_OGDqpS6-5HISgIjwdbJYRR4rtW2ui-oq-lH-m46uDraxFO2SsNu20Np3F82hQFssVLFqYyXvO4uMF5P3XAg==,gAAAAABj7UmL8UKBj0WOjBlaF3hkEVXl0LtQna9JpTqb1ABLOpxwv3rDlr5DvW9xa7HxMuZlaxv_Uw5hiQqz5MVh_tIjzNparhHpHKm9jQqqdLYUSxaExs8gAZtp29Wr-sDR6T1lJI6Z1MaKlYnk0RIPrCt3UKaSqQ==,1,1,35805725,2022-08-14 21:01:45,2022-08-15 03:01:45,351,0,6,5.9525,1.0,0.73979837,,0,0.5326186498,,,,../modelos/nb_wrong_target_classifier_v02/train_data.csv
