id,created_at,entities,author_id,text,in_reply_to_user_id,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,hate_score,batch_time,not_the_target,random,target_weight
1560337819867947014,2022-08-18 18:48:20+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'ArthurWeint', 'id': '1074209186752413696'}]}",1.370238319737573e+18,@ArthurWeint Cala a boca seu traira,1.07e+18,Ivan_portelo,IvanPortelo,https://www.twitter.com/IvanPortelo/status/1560337819867947014,1,1,1074209186752413696,2022-08-18 15:31:07,2022-08-18 18:31:07,297,0,3,2.966388889,1.0,0.9822809,2022-08-18 18:30:00,0,,0.001652892562
1559118566078685184,2022-08-15 10:03:27+00:00,"{'mentions': [{'start': 0, 'end': 9, 'username': '77_frota', 'id': '1330082400299339776'}]}",731203656.0,@CarinaBelome 🌹,1.24e+18,Fabiano,Fabiano59354296,https://www.twitter.com/Fabiano59354296/status/1559258583782629382,1,1,1238554035092930560,2022-08-15 15:04:41,2022-08-15 21:04:41,60,0,6,4.620555556,1.0,0.0919322,2022-08-15 21:00:00,0,0.001318136966,
1561493983662161921,2022-08-21 23:22:31+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'DaniloLopesF', 'id': '1336821452755116036'}]}",1.2479971285946532e+18,@DaniloLopesF Você falou no Vozão Cast que não teria trazido o Matheus Peixoto. Diga onde você falou isso antes de ter a certeza que ele não deu certo. Mostre aí sua publicação no anúncio dele falando que não teria trazido o jogador naquele dia!,1.336821452755116e+18,CSC Minha Religião!!!,Religiao_CSC,https://www.twitter.com/Religiao_CSC/status/1561493983662161921,1,1,1336821452755116036,2022-08-21 18:43:51,2022-08-21 21:43:51,21,0,3,1.376666667,1.0,0.0028473022,2022-08-21 21:30:00,0,,0.01960784314
1561899221183242240,2022-08-23 02:12:47+00:00,"{'mentions': [{'start': 60, 'end': 72, 'username': 'yurimourarj', 'id': '58340662'}]}",144001797.0,"Petrópolis é Vasco, Lula Presidente 13, Derê Federal 5007 e @yurimourarj Estadual 50700! 📌 Seu Paschoal https://t.co/MlUM2nJSpU",,Derê Gomes 5007,deregomesrio,https://www.twitter.com/deregomesrio/status/1561899221183242240,1,0,58340662,2022-08-22 22:14:05,2022-08-23 01:14:05,14,0,3,1.285,1.0,0.09285969,2022-08-23 00:30:00,0,,0.05
1561316131205521408,2022-08-21 11:35:48+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}]}",438005643.0,"@samiabomfim Com 4200 eleitores, nem você se reelege",27703690.0,alcenirnegri,alcenirnegri,https://www.twitter.com/alcenirnegri/status/1561316131205521408,1,1,27703690,2022-08-21 06:42:56,2022-08-21 09:42:56,196,2,3,2.909722222,1.0,0.0025158322,2022-08-21 09:30:00,0,,
1560402372660183041,2022-08-18 23:04:51+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'carmelonetobr', 'id': '3662771592'}]}",1.521516847362986e+18,@carmelonetobr O COMUNISMO moderno nada mais é do que uma DITADURA dita para se referir a ditadura MILITAR as avessas. Assim DITADURA CONGRESSISTA pode ser usada para se referir a um CONGRESSO ABUSADOR desde 1992. LIMITE de REELEIÇÃO é preciso para se ter LIBERDADE e DEMOCRACIA no CONGRESSO. https://t.co/TY75CmBr70,3662771592.0,Movimento Move Democracia,MoveDemocracia,https://www.twitter.com/MoveDemocracia/status/1560402372660183041,1,1,3662771592,2022-08-18 18:40:38,2022-08-18 21:40:38,335,0,3,2.915833333,1.0,0.05588838,2022-08-18 21:30:00,1,,
1560767070975000576,2022-08-19 23:14:02+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}]}",1.0400775034974822e+18,"@samiabomfim Ei gorda homofóbica, facista jurista,acorda tu vai de mal a pior com essas falas😂😂😂😂😂",27703690.0,Rosana Sousa Magalhães,RosanaSousaMag1,https://www.twitter.com/RosanaSousaMag1/status/1560767070975000576,1,1,27703690,2022-08-19 19:02:48,2022-08-19 22:02:48,402,0,3,2.982777778,1.0,0.9211692,2022-08-19 21:30:00,0,,
1559218813517832193,2022-08-15 16:41:48+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",1.4751252713889014e+18,"@CamargoDireita Otário,
Fazendo graça pra nazi-tupiniquin sorrir!😂",1.49e+18,Mantra,MantraPazAmor,https://www.twitter.com/MantraPazAmor/status/1559182552421859331,1,1,1489189886670381056,2022-08-15 09:10:59,2022-08-15 15:10:59,397,0,6,5.9425,1.0,0.6688551,,0,0.9926855827,
1561318199836164096,2022-08-21 11:44:01+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}]}",73215224.0,"@BolsonaroSP Eu achei que a fome tivesse saltado para 33 milhões de pessoas. O preço dos alimentos disparado e o dólar acima dos R$5, fazendo que vendam para o exterior, deixando caro aqui.",74756085.0,Parasita do Guedes,guedes_ipiranga,https://www.twitter.com/guedes_ipiranga/status/1561318199836164096,1,1,74756085,2022-08-21 06:51:18,2022-08-21 09:51:18,701,0,3,2.989166667,1.0,0.02161004,2022-08-21 09:30:00,0,,
1562048707570421760,2022-08-23 12:06:48+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ErikakHilton', 'id': '738143559920934912'}]}",280669345.0,"@ErikakHilton Boa Eriquinha!!
Fora Bozo!",7.38e+17,Alberto Saraiva 🇦🇷🇧🇷🇨🇺🇨🇱🇨🇴🇧🇴🇺🇾,saraivaalberto,https://www.twitter.com/saraivaalberto/status/1562048707570421760,1,1,738143559920934912,2022-08-23 06:58:50,2022-08-23 09:58:50,57,0,3,2.973611111,1.0,0.5646938,2022-08-23 09:30:00,0,,0.004132231405
1559034150593642496,2022-08-15 04:28:01+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",1.543429931249668e+18,@CarlaZambelli38 Você é péssima,9.75e+17,Moreno Carvalho,MorenoCordeiro,https://www.twitter.com/MorenoCordeiro/status/1558928636035694595,1,1,975127727501185025,2022-08-14 15:10:50,2022-08-14 21:10:50,848,8,6,4.322777778,1.387996401,0.15534079,,0,0.00266401646,
1561034270352805889,2022-08-20 16:55:47+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'DelegadoZucco', 'id': '1107381354680012806'}, {'start': 15, 'end': 31, 'username': 'Direita_Network', 'id': '62517611'}, {'start': 32, 'end': 46, 'username': 'jairbolsonaro', 'id': '128372940'}]}",1.3774586168784323e+18,@DelegadoZucco @Direita_Network @jairbolsonaro Mitoooooooooooooooooooooooo,1.1073813546800128e+18,Ivaldo Braga Rangel,RangelIvaldo,https://www.twitter.com/RangelIvaldo/status/1561034270352805889,3,1,1107381354680012806,2022-08-20 13:18:20,2022-08-20 16:18:20,21,0,3,2.470277778,1.0,0.035090487,2022-08-20 15:30:00,0,,0.004901960784
1558957301184270336,2022-08-14 23:22:39+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'rosangelamorosp', 'id': '3096479489'}, {'start': 17, 'end': 25, 'username': 'SF_Moro', 'id': '1113094855281008641'}]}",1.2767136408386929e+18,"@GMonteiroRJ Se fode aí, seu bost@!",1.07e+18,José da Silva,Josedasilvavai,https://www.twitter.com/Josedasilvavai/status/1559148557420175360,1,1,1073226183461011456,2022-08-15 03:17:36,2022-08-15 09:17:36,319,0,6,5.944444444,1.0,0.75963885,,0,0.9242155598,
1559160795925299206,2022-08-15 12:51:16+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'carlosveraspt', 'id': '3010698441'}]}",7.153102234649928e+17,@IvanValente Tem que ser maluca essa mulher.,112498734.0,Jaqueline Fernandes 🏳🚩🇧🇷🇧🇷♥️,zunzequinha,https://www.twitter.com/zunzequinha/status/1559324538504085505,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.66095954,2022-08-15 21:00:00,1,0.253070645,
1561120722520576001,2022-08-20 22:39:19+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'A_Pinheiro30', 'id': '1511688150443335683'}]}",386183041.0,@A_Pinheiro30 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,1.5116881504433357e+18,Rodrigo Nahas,rodrigo_nahas,https://www.twitter.com/rodrigo_nahas/status/1561120722520576001,1,1,1511688150443335683,2022-08-20 19:04:24,2022-08-20 22:04:24,4,0,3,2.278055556,1.0,0.042643677,2022-08-20 21:30:00,0,,0.05
1559242527240339457,2022-08-15 18:16:02+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'carlosjordy', 'id': '82271629'}]}",1.1998334057871196e+18,"@IvanValente gente........completamente destemperada, não ? meio histérica.......para o meu gosto! #vaipracasaquerida!",112498734.0,ejaelinora,EjaElinora,https://www.twitter.com/EjaElinora/status/1559282520864264193,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.0628585,2022-08-15 21:00:00,1,0.006982111364,
1561163265912324096,2022-08-21 01:28:22+00:00,"{'mentions': [{'start': 0, 'end': 8, 'username': 'ENZUH14', 'id': '1290352697548386305'}]}",1.4792537451627192e+18,@ENZUH14 São Paulo,1.29e+18,Márcia Pontes,mcpere12,https://www.twitter.com/mcpere12/status/1561163265912324096,1,1,1290352697548386305,2022-08-20 21:42:07,2022-08-21 00:42:07,6,0,3,1.714444444,1.0,0.029380074,2022-08-21 00:30:00,0,,0.01369863014
1559731759226437632,2022-08-17 02:40:04+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",1.2737872021834957e+18,@ThiagoResiste Cara de bunda toda cagada.,1.27e+18,Sebastiao Padilha VASCO LULA VOTE 13,SebastiaoPadil6,https://www.twitter.com/SebastiaoPadil6/status/1559731759226437632,1,1,1270774020808626176,2022-08-16 21:50:46,2022-08-17 00:50:46,847,0,3,2.615277778,1.147105682,0.90040743,2022-08-17 00:30:00,1,,0.0001644195988
1559135755372560393,2022-08-15 11:11:46+00:00,"{'mentions': [{'start': 0, 'end': 11, 'username': 'DaianeMels', 'id': '1371853317844914189'}]}",1.4940668929605878e+18,@IvanValente Sai fora PT corrupto ! #PTNuncaMais  #PTRoubouOBrasil,112498734.0,Elida G.🇧🇷🇧🇷🇧🇷,GalloElida,https://www.twitter.com/GalloElida/status/1559062204112162818,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1.0,0.0043339785,,0,0.006703737589,
1560632162461929473,2022-08-19 14:17:57+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.5193967857725071e+18,@IvanValente Sentiu sim. Vontade de permanecer sentado fiel àquilo em que acredita. Muito coerente . Tem meu respeito.,112498734.0,Beth,lizdadom,https://www.twitter.com/lizdadom/status/1560632162461929473,1,1,112498734,2022-08-19 10:02:54,2022-08-19 13:02:54,197,0,3,2.987777778,1.0,0.001186223,2022-08-19 12:30:00,1,,
1558997072384344064,2022-08-15 02:00:41+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",1.192622750118101e+18,@marcofeliciano Vagabundo!,35805725.0,Renato Borin,loco171,https://www.twitter.com/loco171/status/1559176765955887107,1,1,35805725,2022-08-15 09:13:02,2022-08-15 15:13:02,585,3,6,5.973888889,1.0,0.84544855,,0,0.8637184153,
1560962797646798849,2022-08-20 12:11:46+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'carlosjordy', 'id': '82271629'}]}",1.4330585924337705e+18,@carlosjordy Só fala merda,82271629.0,Leslie Nielsen 🚩🇨🇳🇨🇺🚨👮,corruPTuss,https://www.twitter.com/corruPTuss/status/1560962797646798849,1,1,82271629,2022-08-20 07:07:39,2022-08-20 10:07:39,141,0,3,2.935,1.0,0.8273968,2022-08-20 09:30:00,0,,
1560367533819035650,2022-08-18 20:46:24+00:00,"{'mentions': [{'start': 0, 'end': 11, 'username': 'andreporci', 'id': '67183252'}]}",2757109349.0,@andreporci Teu cool!,67183252.0,OLI.BRAGA🚩,OLIBR2701,https://www.twitter.com/OLIBR2701/status/1560367533819035650,1,1,67183252,2022-08-18 15:32:40,2022-08-18 18:32:40,152,0,3,2.970555556,1.0,0.08563726,2022-08-18 18:30:00,0,,
1558938967474638849,2022-08-14 22:09:48+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.4560571656014643e+18,@ThiagoResiste Bolsonaro SÓ errou numa coisa foi não ter matado você primeiro seu idiota daqui uns dias o tweet vai expulsar você também seu merda SÓ abre a boca PRA falar merda,1.27e+18,Joseceliodeoliveira Oliveira,Joseceliodeoli6,https://www.twitter.com/Joseceliodeoli6/status/1558967527216222210,1,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.7195286,,0,0.2484163871,
1559074450968018945,2022-08-15 07:08:09+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",7.28224922326188e+17,"@77_frota Gente suja faz isso mesmo,campanha em plena missa,mas seu rato não vai adiantar nada",1.33e+18,mário cyríaco,mario_cyriaco,https://www.twitter.com/mario_cyriaco/status/1558949403272118272,1,1,1330082400299339776,2022-08-14 15:01:10,2022-08-14 21:01:10,127,0,6,5.656944444,1.0,0.04472855,,0,0.007215406708,
1559174966314147840,2022-08-15 13:47:34+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",1.4320664070684713e+18,"@CamargoDireita Tifude otário VA GA BUN DO.
#LulaNo1ºTurno",1.49e+18,🚩pe pe🚩,jpsfilho1964,https://www.twitter.com/jpsfilho1964/status/1559218587415478274,1,1,1489189886670381056,2022-08-15 09:10:59,2022-08-15 15:10:59,397,0,6,5.9425,1.0,0.88415694,,0,0.4100059564,
1559762837131726848,2022-08-17 04:43:34+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'ricardogrok', 'id': '902526523781021696'}]}",1.3941005156849009e+18,"@ricardogrok Parabéns, estamos juntos",9.025265237810217e+17,Edmilson Aparecido Da Silva,Edmilso83914005,https://www.twitter.com/Edmilso83914005/status/1559762837131726848,1,1,902526523781021696,2022-08-17 00:53:29,2022-08-17 03:53:29,1,0,3,0.0,1.0,0.0021214504,2022-08-17 03:30:00,0,,0.05
1561904322824249359,2022-08-23 02:33:03+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'antonionetopdt', 'id': '64391577'}, {'start': 16, 'end': 32, 'username': 'CamaradaHidalgo', 'id': '621188051'}]}",7.678205561672417e+17,@antonionetopdt @CamaradaHidalgo E eu recomendo. Assino embaixo.,64391577.0,CHRISTIAN V. KUHN🌹,CHRISTIANVKUHN,https://www.twitter.com/CHRISTIANVKUHN/status/1561904322824249359,2,1,64391577,2022-08-22 22:10:02,2022-08-23 01:10:02,18,0,3,2.8675,1.0,0.005128697,2022-08-23 00:30:00,0,,0.01219512195
1558956239152881664,2022-08-14 23:18:26+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 27, 'username': 'LulaOficial', 'id': '2670726740'}]}",1.5055462740738867e+18,@IvanValente Se olhe no espelho velho safado!,112498734.0,marco peres,marcope70467080,https://www.twitter.com/marcope70467080/status/1559082340655185920,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1.0,0.9621773,,0,0.2353901448,
1560428928023552001,2022-08-19 00:50:22+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 28, 'username': 'marciatiburi', 'id': '109337521'}]}",1.153994068629893e+18,@ThiagoResiste @marciatiburi Vc é aquele sujeito metido a jornalista que mente uma vez a cada duas publicações??,1.27e+18,Nilo Pereira,NiloPereira8,https://www.twitter.com/NiloPereira8/status/1560428928023552001,2,1,1270774020808626176,2022-08-18 18:55:46,2022-08-18 21:55:46,848,11,3,1.826388889,1.642585551,0.08514842,2022-08-18 21:30:00,0,,
1560821602463338496,2022-08-20 02:50:43+00:00,"{'mentions': [{'start': 0, 'end': 11, 'username': 'nikolas_dm', 'id': '758264276'}]}",7.99388302268887e+17,"@nikolas_dm ah vai se fuder, vai lavar a casa da cachorra",758264276.0,lucass,frazaotuita,https://www.twitter.com/frazaotuita/status/1560821602463338496,1,1,758264276,2022-08-19 21:31:34,2022-08-20 00:31:34,679,4,3,2.985,1.0,0.94197935,2022-08-20 00:30:00,0,,
1559286901395316736,2022-08-15 21:12:22+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlosZarattini', 'id': '45473463'}]}",1.2570447763624223e+18,"@IvanValente Velho safado e mau caráter,tua máscara ja caiu há muito tempo,assim como a do teu candidato bandido.velho brocha,vai pro asilo dos corruptos.",112498734.0,Ronaldo Rabelo,RonaldoRabelo8,https://www.twitter.com/RonaldoRabelo8/status/1558931544647008256,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.67854196,,0,0.2030550082,
1558935357533704199,2022-08-14 21:55:27+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",1.34975924233771e+18,@CamargoDireita Vagabundo,1.49e+18,Lucas Alves,LucasAl64986024,https://www.twitter.com/LucasAl64986024/status/1558984368776945664,1,1,1489189886670381056,2022-08-14 21:21:07,2022-08-15 03:21:07,216,0,6,5.944166667,1.0,0.8606928,,0,0.4548707715,
1559238149557075971,2022-08-15 17:58:38+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",1.0808821078645678e+18,"@AlanLopesRio É Alan..... Isso tudo é culpa do bozo, como dizem.por aí.

As pessoas se acostumaram com cabresto.... não aceitam a porta da gaiola aberta!",1.16e+18,Alexandre♣️,AlexandreHols,https://www.twitter.com/AlexandreHols/status/1559190815204851714,1,1,1157984524116156416,2022-08-15 09:01:08,2022-08-15 15:01:08,106,0,6,5.961388889,1.0,0.37517238,,1,0.0004998795917,
1559283276623355904,2022-08-15 20:57:57+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}, {'start': 13, 'end': 24, 'username': 'surdo_kibe', 'id': '1250447487212695553'}]}",88066719.0,@welbert__pedro Rambonaro aquele faz os gados de otário!,58661156.0,Mauiricio S 🆘🆘🇧🇷🇧🇷🇧🇷🆘🆘,SMauiricio,https://www.twitter.com/SMauiricio/status/1558981806837440514,1,1,58661156,2022-08-14 21:11:16,2022-08-15 03:11:16,5,0,6,1.91,1.0,0.72645724,,0,0.6187060161,
1560586351229120515,2022-08-19 11:15:55+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'WilliamJacob', 'id': '50313495'}, {'start': 14, 'end': 27, 'username': 'AndreMarinho', 'id': '1169123315379855360'}]}",1626547188.0,@WilliamJacob @AndreMarinho Tem o link?,50313495.0,Rita de Cássia Rocha .,ritinharochaTj,https://www.twitter.com/ritinharochaTj/status/1560586351229120515,2,1,50313495,2022-08-19 07:22:46,2022-08-19 10:22:46,34,0,3,2.4375,1.0,0.0069330847,2022-08-19 09:30:00,0,,0.008064516129
1562063737410002945,2022-08-23 13:06:31+00:00,"{'mentions': [{'start': 17, 'end': 28, 'username': 'DaianeMels', 'id': '1371853317844914189'}]}",1.516040511160828e+18,"Parabéns querida @DaianeMels !

Colocando essa mitomaniaca no lugar dela! https://t.co/5h53Kyh88D",,🇧🇷 Edson Silva - FORÇA & HONRA,Rockedson1978,https://www.twitter.com/Rockedson1978/status/1562063737410002945,1,0,1371853317844914189,2022-08-23 07:11:43,2022-08-23 10:11:43,79,0,3,2.925555556,1.0,0.015492036,2022-08-23 09:30:00,0,,0.01136363636
1560980539984822273,2022-08-20 13:22:17+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Zambelli2210', 'id': '975127727501185025'}]}",9.611665066913587e+17,@Zambelli2210 Safado,9.75e+17,Manoela de L S Miranda,Manoela911,https://www.twitter.com/Manoela911/status/1560980539984822273,1,1,975127727501185025,2022-08-20 09:42:04,2022-08-20 12:42:04,435,2,3,2.987777778,1.0,0.9848738,2022-08-20 12:30:00,1,,
1560272525405601797,2022-08-18 14:28:53+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'LorenzonItalo', 'id': '3063469756'}, {'start': 15, 'end': 26, 'username': 'TheoNeto18', 'id': '1311333442257379331'}]}",86040750.0,@LorenzonItalo @TheoNeto18 Que cai nesse Gópi,3063469756.0,Crys 🇧🇷,AnaCrys31,https://www.twitter.com/AnaCrys31/status/1560272525405601797,2,1,3063469756,2022-08-18 09:59:53,2022-08-18 12:59:53,26,0,3,1.620833333,1.0,0.4859374,2022-08-18 12:30:00,1,,
1559275494562234368,2022-08-15 20:27:02+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'leosiqueirabr', 'id': '1056568434266439680'}]}",8.054601533278822e+17,@IvanValente Vai procurar um sexo oposto baitola 2️⃣2️⃣⚓️🇧🇷,112498734.0,Capitão Itamar,Capitaoitamar,https://www.twitter.com/Capitaoitamar/status/1559083473008312320,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1.0,0.9464536,,0,0.4912614792,
