id,created_at,entities,author_id,text,in_reply_to_user_id,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,hate_score,batch_time,not_the_target,random,target_weight,filename
gAAAAABj7UmLfSJDIy3NHFL1SG1LHkvCn7Rhr9Ozwduq9JSg5GRnt8vFfdi30i5aY2bWz14gCDipYKigLDX8GpCJRgndcCw7h_0cN4OCowew3OA1Q3HMtXg=,2022-08-17 02:01:20+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}, {'start': 13, 'end': 28, 'username': 'BaixaEssaPorra', 'id': '1256379239852580867'}]}",gAAAAABj7UmLQFGSxa8sBzKveXRigUl9tQ_T317_hapRWfo0JZ4xRG-Asf7jOuvNaF6784uQ54SrZpv-K7xO_lK9lLZgXtEXfA==,@samiabomfim @BaixaEssaPorra,27703690.0,gAAAAABj7UmLfv__bYG1fBRTZucos79PcCdHtf5A5YEwZicVdI0jkencS6HrMNRJsUbUrR9KaAepWs4IFG_80LAe0ud04LeAqHiLoJaVg7geqa1hjJwdZhA=,gAAAAABj7UmLz79a41f5HmNRNiDhrKsFJs08Ej5NYNIicnzFxQSi0I5Vixkbm2CFRg4GM-orbZRtUk8CiP9CYA6ArQaxD7vdpg==,gAAAAABj7UmLN6lPUNfQPaK_i-BfU_A6kioU72RPWy0bhPD7nq5KibRUjzJ8JDC7xWTw2-EDOLH2ws19MbE3rkfpZ3hxWeYxp7rK0azVUBgx3rG-ONFJ8cDTc7mSveE_Y3ZCqWODJXP-CKlSZcy6Jbrtbe71N8Mf4w==,2,1,27703690,2022-08-16 21:30:10,2022-08-17 00:30:10,596,0,3,2.980555556,1.0,0.016429055,2022-08-17 00:30:00,1,,0.0002329916123,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLsksngEW2wzOJF8Xfty_gB7jUYT8XI8yYa9sSkXCePI0pgo4VO4iykQyrVH0g9sVw3VIS6MO7RWIwc_Tr3bIh883Y9V4hLpJFARATiBVb_9c=,2022-08-23 04:41:14+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Oficialluizlima', 'id': '966061552943222785'}, {'start': 17, 'end': 31, 'username': 'jairbolsonaro', 'id': '128372940'}]}",gAAAAABj7UmLZxi9ke6lT3BDl3HfsGsLUXOBGMvZvaCNA5tJxMQQ4XmWtHfHoBf5uLKJxJqSJXWmq_RWfzHjSSoJxmD4XWrqhXI320zAx9SAfemHXLIqyPc=,@Oficialluizlima @jairbolsonaro Garantiu o pix ! Parabéns,9.660615529432228e+17,gAAAAABj7UmLavMOuvttFsa_l7fQ3xy7TvxLioTl9lfGsoQlaHL374wHUf1b1Y-DesGWqm-JmWvV4qcKQQvMdJ2VGhGY6fkXpw==,gAAAAABj7UmLldJbk24Ld9r_cNBd4visvZ9qO23zfAhQuIONXYMqXuIVYk5c_-8COJ2AjjVfF_HAlVicG8F4SGfdoeut-EYjhw==,gAAAAABj7UmLjvpgTMOOtXNQax6fnxbvJa4sxcrSRIdi93HaqHWpBc_LZXjTp-h046RWKYn3errIo_aySWBwn7KcMmxkhzx2G8BBJT9vYv9rleZUwFEyAMyQG8DaEvwEIBOOB5mHrW9AeUsYaPGcQf6WkfxOhNj72w==,2,1,966061552943222785,2022-08-23 00:42:11,2022-08-23 03:42:11,5,0,3,1.855,1.0,0.004665282,2022-08-23 03:30:00,0,,0.03571428571,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLFqtwUfMujSD00T6kV3MLZNNu0Qsoqzy_lf8hdClrGzaxQCmAEDA04n8o6SOD32lI4Tkgd-gtNWUo5Gf3d0Oek0YKo1bt4oGJ2xHvbXqeW_A=,2022-08-17 01:44:04+00:00,"{'mentions': [{'start': 0, 'end': 7, 'username': 'gleisi', 'id': '31139434'}]}",gAAAAABj7UmLLfPQ5g-QTzcDm_XFxLKjj-QLLur_nHx43N7I-ph3m-IXhWKPfVAbbBcAW2UT2y29BHsCgbeZ7H3XAlzAhF3WNSNwuvAXpq8wTnLTCd1YSTE=,"@gleisi Vc é cansativa, irrelevante. 🥱 https://t.co/4h2hpypt8A",31139434.0,gAAAAABj7UmLVdP1YlDIPVMjleEB9e525IsZQc9CBGtVZpoJKdwl8SSEiGn9NGnolzoxYgGlS7fnmiqoyI17-A8BtPPzYPeU1g==,gAAAAABj7UmLsSPNm3AfVRE-5h5aMWXVKbk6meni2T1dTDyRenqM3DWx5ovEDwxHLpvWzECIKuxOsOusFpFhC0m5E-NzReO-gQ==,gAAAAABj7UmL-vWK-4wYycd4_F2x0_uqqaHC1wc1ouiRMxmxfacS_mqqvZXEjDUYH0rOyCpNKKBJWwIzKQb6jd-KOi7MEcoaK89DxrQuhf9q0bo_15V_0F8z6me1AsBAnA6H1jlq0KZNzXjVF-pdVQaHsjVgW4jZmw==,1,1,31139434,2022-08-16 21:40:05,2022-08-17 00:40:05,849,1,3,2.360277778,1.271036837,0.031490594,2022-08-17 00:30:00,0,,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLMmx2cKdr2fuQ_rZEbXFudiWiEQucTiump14PqFHWjdupVFbJtvNtwwie-qmDKBadzhpBxxBIKgwvLFYNdus71DG-CMPViloELdY4yhCyHxU=,2022-08-15 20:16:08+00:00,"{'mentions': [{'start': 0, 'end': 9, 'username': '77_frota', 'id': '1330082400299339776'}]}",gAAAAABj7UmLphK_LuAC2lAaz684RDXyWEgy1oxhlwSQTa2i8bdV78meB8dOR_xvIW_SjkPeyLl23asMTA4m_5G0_pG9p6oAv8k-NAxx33dlGgBL6pTpBik=,@IvanValente Velho mentiroso filho da puta,112498734.0,gAAAAABj7UmL9r89VfGBr8UIzMifx1yR3k_gy5B9w21GLh58lFjuEsZeZH0JiRtbZSrKZX-I8V6KdfomTrj3Bq0x7Qxp0h7Q7w==,gAAAAABj7UmLoaAoTxKRYVPCvfQzHZGOj7eEZgtJfphTCMoR7d8NTWc3qBDeVyw-1oOCXW1I6nfN7PA8pXqXbOH6DgqKBobC7w==,gAAAAABj7UmLarKH2qPjeh6U9GjyHk-lC6WZJ8ChL4aeo-IId_yXexuc_D8-1bkdSI8I43wQxMyaHNDJrxkh4xijPsLKzEnd4H54dNaNTNKuFsoKMdxmtJ40--MAR-LPre-D7F0mHKPk_0IZ8UcK-71BX4VMByWDYetGmcMB688qajsxhABmaGs=,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.92658037,2022-08-15 21:00:00,0,0.9469548643,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLM9LjdkL2GUpOVDCqHWTUCxUpjWqMzbN8NOklX0omf-GtUWYBmlGdJ64RUUHkIp2tgoZpNJJJ4NHQma69mosxGUrYAlyv-zhE0rWbLEA2pyo=,2022-08-15 03:12:26+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}]}",gAAAAABj7UmLULZf13ElLopGBfosJWZ6PLqlihZ44XZY9vyzExv8tEx2YkqdJZghAd4diXb4GjcHyVcBW6v7PpghDLrP25KX0qzTyuo2b3-vIqCUEqiB8V8=,"@CarlaZambelli38 Que mulherzinha inútil, desprezível, sem vergonha",9.75e+17,gAAAAABj7UmLvidf3Yrdx8N5HSTyCxVNXMR-3vhS-zIL8CAMWB7ETheshdH11mVHOwReq2CBNMu8xHoFaxRJUxZJWOqH-1FceQ==,gAAAAABj7UmL2eFD75qA-yGMDbJzKhjq1Yd61q_rDo7fC-gyaxEE7MaYcaJpkWeKmhPu_-fi5XFo6Vl7N0Cl-53ZjALGbO-NsA==,gAAAAABj7UmLyZHp1suc9pa1eP_Z23WBM9N7Sq1uNQZlARZmwuZB_t30dD7hFOgNaH0G3agcgZshY6RhggTCCzMjcDLlXoOIsVeW5oCA0gyu0ijhiAajBucZ3abJp5MAC87ZWbWymfmRVAOPSxI-jFSYkjZTsanJV3f1xD8pxpjNWx1Y-yyClrE=,1,1,975127727501185025,2022-08-14 15:10:50,2022-08-14 21:10:50,848,8,6,4.322777778,1.387996401,0.7978731,,0,0.27838825,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLHIwe2rl5B5eqf6lbDOGLlWRemPAAeJ6w0gqUrQJ4LEg2A_vy5_N4HknUoULHmJyk1_GiRJWS2xVELxGkTz7BLaUvVxn5JZFgl8je4OkG7GM=,2022-08-14 20:01:35+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}, {'start': 24, 'end': 36, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmLdMuJBbECOkNahBMyCz2YQnTsGXFZ_sASQ2gy-viixTg2LVFPf6kLpO0BioqcFDTGqB5e4yrVg_cUYtz-CwB0Gw==,@IvanValente Mimimi de velho babão,112498734.0,gAAAAABj7UmLtNj1YzHf9adiSaJCTFImF4YGvWUy6Ay1OvNhrUu5ZFcPwpsZtKcmIr2ZNeWmPs1BBEhhtuvDbrizGjR-d2c7fw5EjI82_w0Yy0cJS4PqPCEHIc7mw2_BBPD9qShOcj4skkBK9N1qDJh9KY5BNIclfQ==,gAAAAABj7UmLSSCKVQTy9BPmVpIco8s3DB8ndC_m4QhCe-H290SOHWosACq-hpbThs76MKahw-mgyvuuwKWF7Hx-WKQ3pwcOSw==,gAAAAABj7UmLzO5uf1-0W5Xpu0wkE1gh9KkSpR6nrLC8ngBXmsq_c6lDWfKS-Phjsx0Gig6MfNdi7qf5AB3BTtjDH6lGJBQmsgW1UfAd7VEM0vwuVN5SQKQacCGm6r-jXabTHZfgiQhbRYzsAU6Pflwpc9PgqBJoDQ==,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.8327621,,0,0.9637220308,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLTgWdTOXQOwJ3-8EWkngUyDSr_SHXZrXxwfXznVwkqsyo70MZgZV8QHcUA-yUrPHn-TBhM89Wkh0uD4HGFB0TH6KgA-gaTzxrQZkUbdy8Mv0=,2022-08-15 00:04:00+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmLsVGzZDpuV4GoPfh8CS6PleS7Nl04wyAV1fWQilSxAThQLtBnHH1Xkcgq3mOS-jh9gJiGOXEwdn8_5PyRafxdKE_lMZGPfBpsu0CZ5WUsGX8=,@marcofeliciano tá com medinho de que puxa saco de miliciano?,35805725.0,gAAAAABj7UmLm876pcSHXQm7d8s2vs43AK2qGqM3-ce8ebhQAuLl3AO534bpscs19BYHsXfiZ7YE70qOaOEzCOiCXA1vrj1kbSaLQzrIWZDHG_s-9_Df3i4=,gAAAAABj7UmLBfQNLVPEirAl56rChj4ZggcznT_cYHSWBq1bysRiKjZUD5f8jY-Hq5ynaZqv3Vyuu80G2YhxK417nUBlrYqQWw==,gAAAAABj7UmLGsN7i9s0Deve6eLRfF8u7bFDRsmWd9Mkf89wtfZhRwS1LV1Il-s9YJrrC8ubJV8oi-HKbIcBSu51dTSr9T_xrj11HGGLUEDemv4dKiQYSN1IAmoJBhVaZI8tm7y7_rJJMDY804ju0yeW1nwVWUxttw==,1,1,35805725,2022-08-14 21:01:45,2022-08-15 03:01:45,351,0,6,5.9525,1.0,0.73979837,,0,0.5326186498,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLyXVfGY7SYCJNxbkmz6yhvEhw_pwl4B5HZpRRmId3WftZA659ifZH6fRg_6nTWKNeCpFkycw-CUDmNcYAjO5_Q00Y8LAWvEZ_a0iw4__xJ2w=,2022-08-15 15:17:50+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}]}",gAAAAABj7UmLhujsjCabIvpwwRR5WDjPXsVjjfn6UPsfVprnk98nnvl6-KdEwBt2dzhen4AGqRgN-jSSlSdBlQKSW_pyGil6EQ==,@IvanValente Você é defensor de terrorista. Não vem com essa comunista descarado!,112498734.0,gAAAAABj7UmLJf-YD2nHTwgcZhv52dyro48jO_hiCwlO8RlzKDZ0KxNqSRwPFO5IX0d0jnNlC61FXZDogoc5zw23KuZGqGdu9O7wEXeiecwpDJ1mpndxyGk=,gAAAAABj7UmLxDG7d4igE5np8Opby3MjseFitLgZlJbQSbdATFF0PNXNSk1Eq1E2IIkFRvFswAgHLtEUQJI7pBlLDKyxaBThtw==,gAAAAABj7UmLbOZbVt201apdjdaaaMvpYRmEe4rmGclxircn3q4lctwL00WJcNp49K9bwILaFIY-LwqDQn244aGfkqJh-zsbUfoiqGLMr6GeAD6LpH6isf5n7sRoFAWXCYk7bt5qLidQ7WOp7pcHm_4gbeVjKInPw5ZoIYS2JGZoN83QhELkY40=,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1.0,0.7625934,,0,0.7627106761,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmL1GDgfTRtNGDW_IrnTzTr7fCW025q4-hTLmF9PUzYfkbAn705KhDAxRxyQMnlXlBIoQikj5poLWwX1w0pRFW-GS7FLC_1QCdq-LUB7xzR1NI=,2022-08-14 21:42:25+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlaZambelli38', 'id': '975127727501185025'}, {'start': 34, 'end': 41, 'username': 'gleisi', 'id': '31139434'}, {'start': 51, 'end': 60, 'username': 'ptbrasil', 'id': '39522911'}, {'start': 70, 'end': 74, 'username': 'cut', 'id': '2881115604'}]}",gAAAAABj7UmLe8HTqEuY9hDEguMzHTCjJ8jDLKrGYCiz4P7Q6IBgaehnhV3hZo3Zf5gKtJkdecQy_ivW_Jvkb1kd9sXEtkhjyw==,@pastorhenriquev Pastor???vota em Lula??,617468983.0,gAAAAABj7UmLd5z41ZAQLS7RUvbHfHvqKQ2PUzVenl_Nh8_aiyxwmuKK-ZQm6nqepfZvqoof0K9k8nc_B8HSppTt1hEZ0Xr1cQx5XKASvO0soS9tNHuhSNs=,gAAAAABj7UmLV2fqpbqq9R2K_wiBjibeGK9ufnY9tJ6za9RTzWCtydqc9A4IjV_-1iMYXZhC_U2iYL5LOB2TjUj1U0n-KeXtKA==,gAAAAABj7UmLgXrI59Qu3YINcCiMVP-9FSekjBxPBiobdROv4h-0d5_u4tzNkCSkdrNA4928h9ZjtpkgznX67tr8sLyQiJ2IzEAtpHeu4L8lTP11Fea-gI-hzenYAxMRCC8sPE2_d4pSUeHG3jOvqcasPHOm0Jb5xYvVFWumvGLaKHND0ss93oY=,1,1,617468983,2022-08-14 21:00:20,2022-08-15 03:00:20,133,0,6,5.827777778,1.0,0.010045286,,0,0.004886639399,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLzQVh3QPjVtFaaMshmwN0HFT1iG95nvYRWQyRiIuqDOyygs0yJkvxaEECYSkNMBnO1S_PbALfYoWMj1AThzmHPYZ8VTTz_-NXBnJxiaXXULw=,2022-08-19 15:37:05+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'augustodeAB', 'id': '14171352'}, {'start': 13, 'end': 28, 'username': 'RenanSantosMBL', 'id': '1042601099566436352'}]}",gAAAAABj7UmLmnrdXCdsTOlOqb52PMK-6dlCy6LDK1qkhgG2DgaWCcxRDbaJ2AZBNa4HLaPvKwzdrZiHpGprA43wljFOer4eJQ==,@augustodeAB @RenanSantosMBL Estragou o velório,14171352.0,gAAAAABj7UmLTnP_88T0IT8XxZipl-k4ydsLXesUQC0dSbcpNERjosR19caD5LRHbHQ2d59nxwdAl_EAIua56UtUQuLlTr6vbQ==,gAAAAABj7UmL8PmTLSd4HdzkriDaJy0n37inZe19CQe2PLBuNNujufFuh2wY48CBdIzQIV_FqRCtL_1gjJ4ZbsAJbStOsHAfLg==,gAAAAABj7UmLq7wGrtBq8K-QRg9wCq3ZcG1rG9A-b8z9WMscmiVKQNvnsefYTbo6NlBc4zFCYZ2g52NVrjusVbTX4nxz5TrKr_tc1Wn-tal1XPTy_CieQo8jJA4Eva-QcDAk2FLfFtwuvrgkN8LNOueqdOYFwoU6ZN5Jx3KJbkAaiqZILPWhBIQ=,2,1,14171352,2022-08-19 09:39:49,2022-08-19 12:39:49,107,0,3,2.955833333,1.0,0.019970177,2022-08-19 12:30:00,0,,0.003846153846,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLTXG4Tp6eIjsjFLgM2rNdLJOUDoffkpB_u234CgU1L5m2f8Ef-sdrqcmJxcQvbBQx_jjxjH_BE6FM313IbR9UNYOU7G1Gi0DX0Ca_tGODJ_0=,2022-08-15 03:09:16+00:00,"{'mentions': [{'start': 0, 'end': 9, 'username': 'esuplicy', 'id': '69373037'}]}",gAAAAABj7UmLPODZ_XZq-_1MTTvUfnkfDxVEHB12cshOtlEjFPecRPvH-diAddkCCetgYbwSWRfAblEI6D4RVOPhiTcWmJvZHw==,@ThiagoResiste Cara deixa de ser idiota burro e babaca. Fecha essa latrina que é sua boca e vai para a PQPVoce sabe disso então tem que provar e denunciar seu estupido. Cuidado que voce pode ser preso e virar mulherzinha de bandido seu merda seu otário,1.27e+18,gAAAAABj7UmLUGsADeIzjhmQk6qbpAVQPeqgvJEM54PEq2Fyb7y3TWYZwVTjZDC4qI8rlVxjEAy_HpEB1BKuV9n5wOYXH4awrj3Z0mTjuzIP1F3Aum4wrVM=,gAAAAABj7UmLcP7piekETOatVlpynLdQqb8tpt-ktMQOL22hGjVIgTvfW7Syn8j8g_GCyKJFZUEM97hENm_Cn_E4KdQw9IJuzw==,gAAAAABj7UmL19qiJuhD7VI4jB2tc0cMFYq0MtFnNifE1QwyG-o5EwJE_0Wsx2X8EyOZS2CpSVc9nxMkCn4S5kCjWEAMvXCZvZWsaedKyD5eMSn7SNOLooW6_zgEOU8_5AOfnF4y2Zu7x8YnnM7pZfNIY2X8j9ReoA==,1,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.96616656,,0,0.1197309358,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLgr3qvIM-vM4P9nZbMtAZ-w0sq8YDfjkSmeZ-DBDoNG6Wfnncbf1J6rMRUm8jJ6OXkjcPWkPY32dVd_oFSI7trkiX41qlDjV4AmNohMFKlfc=,2022-08-22 00:12:45+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}]}",gAAAAABj7UmLIZ3ySEmstBADj4fAxurrxFg-Cidx6BRWhVYlGVE2FJae5e9-sB0qUPE9I5jKsAR0h7qo_xHJeLXI5y4q8JI_gg==,"@BolsonaroSP Bem a tua cara seu FDP ... Fake news. Bananinha, tua mulher anda gozando em pau de esquerdista só pode .",74756085.0,gAAAAABj7UmLM5sEM1QOBE-LCHvk8Qecr56alImb3PvjZomAbWpVnzUv1t7jhd6gGAjSwEn_A6KdJvGWJbm5uSA0Gk_Twbo_Iw==,gAAAAABj7UmLsUjaVJzMneHiGF88GT7N8vxkJQ02T0YUzk4Eoi0MRQFVi9lDp0dNK9eFwwxX9vjBv7966nGdE8wTw70THp0YvA==,gAAAAABj7UmLigorR4YIlhbXGX-48Ik_RaYwuoRd9cDW7YuR949oRDWJZcKURYtoQp4sSIuF30qJ4Ofd6w4Z1NxOd-q0z4nwr4x9A1q_E3uzg0bNz1IOJeAlFIlw7jyU8S_4Npijc3SPuZlto0cX81yef4DepqLY-A==,1,1,74756085,2022-08-21 19:11:58,2022-08-21 22:11:58,847,0,3,1.957777778,1.532349603,0.93083626,2022-08-21 21:30:00,0,,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLjHmkZOIrU613-nw5kiFFqYa3b2UZRwmSnr8pxB_JQ3Pizco3EMOROzHAQukRttebJdACdqARLM3yh2FlyNGwLUmznViUKKE13tOks1fkq9w=,2022-08-23 00:23:53+00:00,"{'mentions': [{'start': 0, 'end': 11, 'username': 'rsallesmma', 'id': '971822131024748545'}]}",gAAAAABj7UmLL8h301w0ODYcA3iYfhIXa7SNxIjHi_IOWP5OC_yRftzwH3zu9c8ux82YXvUIEeoJqxS-pcnQmI3glGS65nyDRrzKFVzOOEcZU-iB_0yqsOM=,@rsallesmma Ela é uma canalha.,9.72e+17,gAAAAABj7UmLtdSNuvEyE94zbQ90eXAJ6Wbf3kt6wFnZ0IOal4Dcmlm22D3rbiZjcNfsrWeAn2x-dIHffnf7lNM2fyPsoX_lpA==,gAAAAABj7UmLLmr7-M1ccJzd_PTOFsIXZla96qXFgki1NJk80CVrVSMmBRgUwG-ouw41cD3ADyZMGVkcQ8zoMUBxdICq_tttww==,gAAAAABj7UmLlQWrMSDl8AbjExOzueA_leSXjGPscauPvhfNnDkb-EBtnZP2gV1Z-GX8aF4xv97jmE7Kb17fPjxI4rnCEqBX2TBNgy07A8t-2hBoA1d6KcMKFJznIiF0QOInska_QmC9t7wvCzWtZ6o7n-zRCZ5hCQ==,1,1,971822131024748545,2022-08-22 18:32:23,2022-08-22 21:32:23,844,0,3,0.6783333333,4.422604423,0.81208444,2022-08-22 21:30:00,1,,0.000594530321,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmL0LE4tUNLo3AuBE5zDlrruJzsBGTSrv6hMYVOdke0I6D8pEkEFmPxAwTNqQ8T0scptgkk9OlEK_R4mVFchiTmZ3c-Q-14iOVXqWzcIz5kKRc=,2022-08-15 05:51:45+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmL2FRj2MhvNz_TGYNWmd1rUX8SxNPJlVxkhvHhcThL1up3eN9Tme-KKJzgslv7djUvVULZxPQcOJ7FNuyHqfxFQg==,@AlanLopesRio Que vergonha! O pangaré de faixa presidencial NEM SABIA o que era pix! Só rindo de tanta idiotice!!!🤡🤡🤡🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1.16e+18,gAAAAABj7UmLXk6RVb0xup2wpKDM7q9BV7-lpjXs8IMa71SeKPABfcuKX9ErGcwVRphT52XupAccJdHzBy3nB4hrNAVTgXEJLg==,gAAAAABj7UmLcliYVkzF5lUgbRA2Her_2tqt1q8FLgCFeJM4aAhmDdcMY0r2BblHtR5lv2PPAm6rtJW0Vz5oY6P8F7acEExVmg==,gAAAAABj7UmLVkq3CqmjBQE9jUoEfcgEmtVBkR8Nu2vlj7-xZVCU_VJkFj4pYyR4c8wj3LrTFFv_fuTAITEIXMrgGcEEtBR_E5A6Wg53ARV4ulREvNvLA2tFN16kdXIgArD03gtZq1yZIFIqDEOw4pviwW_pVbmCPcUcY8oRidrIDjiM0Xav8MY=,1,1,1157984524116156416,2022-08-15 09:01:08,2022-08-15 15:01:08,106,0,6,5.961388889,1.0,0.7363996,,0,0.6256595795,,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLgdT4_dJzWNOQJgQfNAbZDCKg3Uw-x1seS81yJXZslH7XCbxFhMtoP9P7pmBu0Xdk-sAaP0LrJMcnaa6xfkjY_PiurlGz_CNUk685LcMazuQ=,2022-08-21 23:18:57+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'andremarianors', 'id': '1235231581717098498'}]}",gAAAAABj7UmLnKDdUpxmSEV4D5kTlXsHank-bzu4G0r0o1bByQWNVtw2pNOi6f-RowSRfIiY8nZYL1EAlNT_Qbp4HExN_STvri2XL12v79imAFU7F-B9Yzk=,@andremarianors 👏👏,1.24e+18,gAAAAABj7UmLeIRorTnaamu0AfgSqz0aWXZ7xuIH2YaUdEViMgGzNcrd-7umvQ7hp_sWGsHQMaj-IGAmSfsQV4dfqmSTSFtxrQ==,gAAAAABj7UmLusdpeVRcUm1Ox5pCPu_wXgWrqjdhwg4XiDNcINzZqLKOYRZ8RIO2Wp3MqrWvpPqTgy548j2j-6fg-XQ1B-L8pA==,gAAAAABj7UmLRsUaC_s_O9vROhD3GCUmedqGrVyZslKurGoZadJoviq3jo7HNBFN5trIQz-fQgtu2ByIfeMqN5vjqSEUTNB0WrbFVmU8The_yVyfg7DIABPdKIbmORf_Lx_nQP7pUlNI8wuAUZiTtJet87wPaJhTnw==,1,1,1235231581717098498,2022-08-21 18:50:43,2022-08-21 21:50:43,8,0,3,2.104166667,1.0,0.022682965,2022-08-21 21:30:00,0,,0.05,../modelos/nb_wrong_target_classifier_v01/train_data.csv
gAAAAABj7UmLcLhlsVzmvqqjWqY6gi-NW9mV8ghpPXu9xMnbugdHlzfHZiSHxdJTQHNyRg22sID6tNFEc8F232o1PjzMd4_1c26UGINX1YCzUByCtNrk2t8=,2022-08-21 00:18:03+00:00,"{'mentions': [{'start': 49, 'end': 61, 'username': 'AtenaRoveda', 'id': '1188827192999972865'}]}",gAAAAABj7UmLVQIDwfxHpjTAf2l9wumpagACS8Veqz3cYXuroXdbkKKQx18fpkJyFcuA49v1lgDK2absj6MRLIJXlVRIyxDWUQ==,"Se eu estivesse no Rio Grande do Sul, votaria em @AtenaRoveda! https://t.co/CRwJZns80E",,gAAAAABj7UmLrlGVt-_oa2DjUKBRbZiEFNaY3IC-jj-h8NIIQp2nyGjvmVYuEN8pIua4eUPp6up_eT3mMpJM1xopjCw7aHtPd6jLYHvU5j1__eKbuFHagzI=,gAAAAABj7UmLFyva1BR6jm_6MSoWei1OREzoh-n5fsrWUaErW9qi9Mi5Fh2WQP-Mzb6fxPlv9BsbfmN04LE-iRo6UEw9xMsxcw==,gAAAAABj7UmLuuOhTGrWq670kn28Yy9ybRU4gYwWmOti5SukwqyVw35_NA8l-ys11IXSOgFNVhrbZiSybo_2a3PVOwwZwI_mnoi6kzu9AgO3yZ5ttGFAMD5HaMmeS48oqdpulPjESF9O9W-qwQWgxDmbQD7JtEL9Xw==,1,0,1188827192999972865,2022-08-20 19:20:47,2022-08-20 22:20:47,9,0,3,0.8736111111,1.0,0.003913076,2022-08-20 21:30:00,0,,0.05,../modelos/nb_wrong_target_classifier_v01/train_data.csv
