entities,id,text,in_reply_to_user_id,author_id,created_at,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,target_weight,not_the_target,filename
"{'mentions': [{'start': 0, 'end': 12, 'username': 'carlosjordy', 'id': '82271629'}]}",gAAAAABj7UmLJcF16w-hXgRPzxC_ScS5O8O-zU8Jb9ISQWw-Vqs3N_McSdHfEAgl0Cya_YmIGyLyYQj1AQPTqvENm49-BVO_w8-Ou3yklCFS7doiV_6aGaY=,"@carlosjordy O pequinês baba ovo do Bolsoanaro é brabo com um monte de homem do lado
https://t.co/BGlkvuETIT",82271629,gAAAAABj7UmLRsSlMakNvBmBh2cJmHAJvNZmptxnfkp0Twh965byBA7IBOo3qdHveiChGVz8t9KgnMRIPKPIMvicvAjjGh6oKIHU7zUCMFMDoqacsFwJgbM=,2022-08-19 19:26:29+00:00,gAAAAABj7UmLMR_2m4T-yT2ZlbHcn-ux-1gXq8Qnv6vvsgcOz1QfGseuRaDKOVECCvRcteLkjrOmmFC2mHLjJInQd96FGwktBw==,gAAAAABj7UmLqZEZdMnYec1-F4-hvNa8NCpDgnroYdfLv5PrMSLDC6LuISdnccsHta9_LdJpvesXzFtwqtlvk7ZNCWiK7k9JPA==,gAAAAABj7UmLmvZ28cIAY6YrkdDZ1rCrGEhMx2F0MGJv-FY9dPEdgWBy6IE0a-bw31j7CjldrGtGn35pPKCw_PjrsVaAfc_U0_TGHtVN9pjzm8pa1RIFSEiGw-WnhmM-1VWzZ9xTemM3aksK_wyR99jer2qwFXdI5fMkjX77_2LsPyErZiTQeSE=,1,1,82271629,2022-08-19 15:57:10,2022-08-19 18:57:10,94,3,3,2.881111111,1,2022-08-19 18:30:00,0.81208944,0.00136239782,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'samanthacavalca', 'id': '94806323'}, {'start': 17, 'end': 31, 'username': 'FariaGiuliana', 'id': '1066790037612826625'}]}",gAAAAABj7UmLvjwIkNF2UH5RZPlR_jblWsh0ZbXcNJXqkI8Y9UrmeYTMeFiW1_DJSXELswCSJJcmQNLkxVaBosats8XrSysnIN8H4v63x87N8qAy0POmMQ8=,@samanthacavalca @FariaGiuliana Sucesso!,94806323,gAAAAABj7UmLaHI8CRzG9BCbNf3TQS_i_fbMfwsVxvxifX0RwCu7sxleldEjvto1tLgCgsBOWeuEefQ1JE4o_f1A2PiYQ-ZsbQ==,2022-08-17 01:28:06+00:00,gAAAAABj7UmLRabyNLj8pWgCmATtCKKNJTKCyWvKd0keCIJVTVydnRrsqJLodPkks4ETvq0vWNpwojJXA7ezK9aXNmk2kQZaSrsezfEY9qVLGdtUm_UCGCA=,gAAAAABj7UmLGLWKtWZwLQ4jgNPTmotRbgX-NTLBecmpegJqxt7qSo6YyJxKtA1c8mXo2Ktw8ujgxvR0OcPJpAc_Zqu3rUDvhg==,gAAAAABj7UmLC7Y1HZbHe8cSXxplnODTSfNG0zeZtTd8NqoJrZFNazDUM0ikzArvpdbLUgracCZUG8nj9yyu-G4jluC6iRQmDMsnFahZkyNHKw4dBnwoKwEAHksrRL15zO-_06ltl0S1s8XIOvjaAxnY848qLiZXQtbyX5TwCoZ4aUgqr7J6vEE=,2,1,94806323,2022-08-16 21:32:07,2022-08-17 00:32:07,20,0,3,2.566666667,1,2022-08-17 00:30:00,0.013443468,0.006802721088,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 10, 'username': 'morellidf', 'id': '1261482417409458178'}]}",gAAAAABj7UmL8E5nKPCFltg-2S6d4QhT-_ZSsqn5THAyUr8gck_dzYAyRfFitSBeORp96zrCF3dtINETdPvderFuK3hETW3zrYQJCKUWxZYQTPS0Y6ZsLxc=,@morellidf Boa sorte 💚,1261482417409458178,gAAAAABj7UmLRQcgGWo6-svPXPGvoFJKhE5K6-NXbgsuEqj3mVcz7VhMvV0WYNtnaTFafgEZROrdWzYhdOwPFXXoht9fgVGurbpeJbEW0LBpLf45ipNcz78=,2022-08-16 18:37:42+00:00,gAAAAABj7UmLfwUhh4EX1bGNnP4zZjgaiYSJ4zXGsjaSVMf46gY_q9Ip4JA0oyw2WVr8K0zePiJWjy_cpsj2WlYhrNDciAmqSG7v5s8XUSoeQ8Vv0nXawIc=,gAAAAABj7UmL3SmcY5wCD_lSPTg46jTjX81KPb-_dq6H4Bhs-3pzeangzvoiwXY_mkb4W0dcwUvcQLVqLqqto9Y3Pm71tIzFMw==,gAAAAABj7UmLxB0y1cP8ew0ss8QHIbu0lJCcCz6RIKOBeFXkO5YNc7DsYGtZ8a15MHRTvhBW2jPDYmamFH6omSBVOoMEqdfPErmc_Xhz1nQKaFMPzKlSIqzhPOXGUDzwB9G3QOMzJDr7w7n7EpgjinqOpYY_n0x5tg==,1,1,1261482417409458178,2022-08-16 15:30:49,2022-08-16 18:30:49,2,0,3,2.656111111,1,2022-08-16 18:30:00,0.026523473,0.05,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 11, 'username': 'thaynaradf', 'id': '841098749367705600'}, {'start': 12, 'end': 26, 'username': 'coletivacaodf', 'id': '1286793148656750593'}, {'start': 27, 'end': 39, 'username': 'maxmacieldf', 'id': '98786988'}, {'start': 40, 'end': 54, 'username': 'dersonmaiiadf', 'id': '988422885583785984'}, {'start': 55, 'end': 66, 'username': 'ruh_franca', 'id': '983307442816716800'}]}",gAAAAABj7UmLR_jgkdPL1G5M0rr5iMkF0L_oYbIUHTozHasol_j7I00CyjREkhaxRnHiuHi2bWKPCSxjleGBhIlDyzyGu0IMobUA9YJK02AwgWOnWLFB0ZY=,@thaynaradf @coletivacaodf @maxmacieldf @dersonmaiiadf @ruh_franca Uma pra cada e eu estaria muito feliz hahaha,841098749367705600,gAAAAABj7UmL-cvrZS5sXwGRjCzcV3sGMP84cObJnGppQRs99-2VunHQ_veutNKU3moSGDt4yPv32AyJaKnjbbIeOjWCwAJx28-pFrx8azC4HD-Z2AkpgBc=,2022-08-20 15:09:04+00:00,gAAAAABj7UmL9Ye8wVbp_N7NVg8TOXpYcvG2FTsE1pFG5PIo5jo1magp9G6dl8HXBpiwTmk-9PingoEc5hPRX90bkC7nKK6Rpg==,gAAAAABj7UmLs6nIPe8ChJo0SwcYBt7-XZLmz_cu4d1ciUPwDPf_cTaQKMo_fvbK3wgT1DRXkU4P0cw5whq5KN_5JVTmgQk3rQ==,gAAAAABj7UmLW_0Rl8vq1lEjG05D2G_56cnM5e2wdRJpjLVoi8OU29HH5wvMBuQW4gLRmDGR0Fp5Z3jc-WjYTlyJFC7wU_yRvXY2QnJIj2JUtc9QnaHmgs4NdQDMbE508yIpOPsctxUKjseOm-DPHT3yZpIEA9f7bQ==,5,1,841098749367705600,2022-08-20 10:23:37,2022-08-20 13:23:37,3,0,3,1.190277778,1,2022-08-20 12:30:00,0.006843555,0.05,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'dep_padrejoao', 'id': '113885149'}]}",gAAAAABj7UmL8OOcLiPzWfzL9WIJLmhasEFa4HaHM_rWOCJP1fLrrgCQ-4Rl5RkG6VyEeZe_JaNM1dWfMKTVPat29ISl6F3qqRMaNYGBOK26AIH7IaLXJMg=,@dep_padrejoao Roubalheira,113885149,gAAAAABj7UmLYNO9eqw4GT8SH04BkqdwtO3Yb571hLOd51CbNtpESH-z7Pdtep8-_1rGblof-TM29PcE2fNJ2oLtVCJWAWcmj_XUz1tamn73y2TiuvbseoM=,2022-08-18 23:35:17+00:00,gAAAAABj7UmLYccbco1-Bqe6Ws13kTBNS55Fdc1LqzM0eQrivXbCqOPvv74CigLEiX8VWpCLPnts7Ey8mEyPJEvRrLuDOakSF3pADbgISwNyhRNBdWlTOwU=,gAAAAABj7UmLzS2PthyMHQ8Y4rRj4tCf2Q7dxLAV4t6HcbV7kwO3SlRMHwFacRAKxWE2VAwWvIgVb_c6h6xMm19OyWJi2yoouQ==,gAAAAABj7UmLcBnCCxS0QQ54ydsucLoM-bDlpyBawlFwmv-hj7rW-zOI8sKGPcP2d_I32e7vi9z9-81-MWPuxDAaXni00uKBt95ZKaxJXNVt66vTQpS2rtEHctc-ZaHW-YAa5gDLbx-EsDBGFCdnP3RvQSyhphfpqa87XjAkaEXjQyUBhBwNh7s=,1,1,113885149,2022-08-18 18:56:47,2022-08-18 21:56:47,6,0,3,1.074722222,1,2022-08-18 21:30:00,0.13543133,0.01960784314,1,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'coroneltelhada', 'id': '986566884'}, {'start': 16, 'end': 30, 'username': 'jairbolsonaro', 'id': '128372940'}]}",gAAAAABj7UmL3pT6GUIUFu50Ks-OYvzoMESOb4AeplwbEz-5_McqXrfuZLy7CLjuBNYQY8CxMHWTmg6sdcfZCZsLm1jxxt8-Mh8k_MLmgJuoeHJDaV1cMOU=,"@coroneltelhada @jairbolsonaro Aquilo não foi uma entrevista. 
Por isso estão perdendo para os Pod Cast. Foi duro de assistir, de embrulhar o estômago! 
#GloboLixo",986566884,gAAAAABj7UmLeqygNVULu59mJIx5Q7N1lN-yhe0ShAaMRPsLTHD-sCGrnfzWcmgKm9nZJSxXp2S9wfBrK-f587-GSjLh6t43DkYeX-UaPkBJkUluBwUaiRM=,2022-08-23 00:47:16+00:00,gAAAAABj7UmLa6JJmTTq_44_yne-x2vBXyIMvwsXguZ63GBFe075RhsUYIf1v0MlJqlrnm1PeYL2PSq3MueQ6H0038RNzRXldjwt6D9p3eXsqLhro2X_Cp0=,gAAAAABj7UmLIP-sni-lba81jtBoRufNBqU00abZ9Y8hnPspUVLUQF4Q4JzSa0NDjt5b0KZw1Yt84VxWdCMujPm2lLENeAtuyQ==,gAAAAABj7UmLs9lF6tDLSqAeGfc2gqrjMnP8JRxg3rqWjp5elqmBTpjZV24q8am2Rt2Twb6Ptzqjhc62wOdZfOQutvS0n873OZ3oiYgxen5ACoRH488Q1RCx8nClGjbD0ri9anW_5YzstJ2sYVbKNQjnuKD4PCccDS08Ev2XJCkgZwdqxBzgiS8=,2,1,986566884,2022-08-22 19:17:01,2022-08-22 22:17:01,15,0,3,2.811944444,1,2022-08-22 21:30:00,0.0074389344,0.05,1,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 13, 'username': 'cabogilberto', 'id': '95526088'}, {'start': 14, 'end': 27, 'username': 'jonearaujo10', 'id': '2347734509'}]}",gAAAAABj7UmL_AoGaTBBNAadcTh9sHNx_y4bd_molP2R7GcaXP_W5FrkhBRI-BzLuSHNYrWpJVn9ScwwbT7IBUwo3uALUV59smjHYA0YbdgRTtA9VVkF0IQ=,@cabogilberto @jonearaujo10 🙌👍🏻,95526088,gAAAAABj7UmL-_OObA7zx2cLepZIDpb3ijJX232iO-Buie0ST8xhkXLIHfnK3CZvDmNAJ67crpgi-5R7LoTGQdND179zquU2NhHOhaJQflTRjNmecs5He4k=,2022-08-23 00:55:26+00:00,gAAAAABj7UmLVHMgY_Tjzl_C5qaL_g_occbyC7_eFNpDkF0XxqKdGo1Dvw6QLVq8SraXylgqnJiD0KuFZb-SUyfHZM8P95Z_qCNFtQVqpZXa6uILqiFryTw=,gAAAAABj7UmL8lX1lUZQ3C_X8WnmoiIHkWqrXOMoOJMYJs3Lx-l8RPBjecQ3se9560PzdLl4dbuD-LxxfnOaVOt5KFKCePlnEg==,gAAAAABj7UmL6d-GSou1Vb24WC_GAtCHJ-fjhkXjpyMXIlggktS9zChzbObbsTCu3kzY3cQSpVret12Ji5KBxwmvWoBkT7lxKw3wLVLttqKDsygHal5-TUOMutg3TvHzK3IjeQnOraXRFmbvBffBBUNjTcpvlY0mOn8LbEO92hWWnroM_AailHM=,2,1,95526088,2022-08-22 21:34:32,2022-08-23 00:34:32,206,0,3,2.848055556,1,2022-08-23 00:30:00,0.023073371,0.003831417625,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'BethyBFrank', 'id': '1532368454132678657'}, {'start': 13, 'end': 22, 'username': 'ivodsf55', 'id': '1467586362530480131'}]}",gAAAAABj7UmLssG0WElnNWYZbIqi9XlnVh6qDieg4iVCny3dSjMd72Gzch_ko_-yoJTMu_G3kY930qGYLObhLu7NOUYG9hh-4HA7pqyYr0nfi38yHabxKPk=,@BethyBFrank @ivodsf55 Sensacional!!,1532368454132678657,gAAAAABj7UmLhb3Y17aX4AeihYcIq-ORxMha9N4nRya_uL98y2m2LR1AteP-Cm38zPtBwOZYN_3JnOj65yRzvbxouWHrixt0U-HgAV5ZSrejI_Er3tdgmzk=,2022-08-18 17:56:02+00:00,gAAAAABj7UmLGBz2hhvDiX4IJksbeLm92Bal_URkQTQcFphDemzK1nwnCZv6onlwPRnxaOdDwNuho6KiV2e_QQ7JlG6HiRQuGixdZ7Yos1Grkitgnf-Hcc4=,gAAAAABj7UmL6P8ejteA_c4f0Kcr72djaKO-TwXpsaoEBntU0B93z0sasHkUv6IMAABCCmS6vNk0XohfIdsjO5MVfr0NDM3C-A==,gAAAAABj7UmL03Jjvfuu31VB8zPkvWfDyZf0Rzkh0Ip_OwTwTq5cYfpeBWNBTO4ZodV2lmdcY7P_FIfV9Dp-c3Z_9FFwLSB-pW_Pfotgz_7tkHEbMbjht_gzaRI-U1d_ykpmCqia49TDCAS3NfeyXlwuzWz1hSXUGjylxiD1rK_N-uETtP6JfnI=,2,1,1532368454132678657,2022-08-18 12:50:50,2022-08-18 15:50:50,1,0,3,0,1,2022-08-18 15:30:00,0.0032098605,0.05,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'GMonteiroRJ', 'id': '1073226183461011456'}]}",gAAAAABj7UmL5_AtXEPDKWmxhY0QqQs2SZRTHDcWNPyMTzuII5zfV_sw6lpxDT3ljGxFNpesTMT74UwPxt8Wj8DMgSt09XYJlAlrsIE3AijjljMN7ZkmqhE=,"@GMonteiroRJ O cara bem mais velho comer a novinha de 15 tá de boa,queria ver se fosse a filha de vocês aí defendendo esse FDP procurem o vídeo bando de safado pra ver como ele tratar uma adolescente!!",1.07E+18,gAAAAABj7UmLBnkM3UqmiR56AsGPzW4B_uKaymDnZh4QfyQBIlzSF_lyF0UQJTOr1VPDDgH_nXezipZQC_3K97TBhY1T8yjRqEMme4PdmEIcGJqbSYKsSy8=,2022-08-18 00:44:03+00:00,gAAAAABj7UmL0QHYObBO5Een4MI-TAEG1YQYogG45Lx4jBRivj4OuWZuDiVRu2yPCiKapWHT2NZGL1beHyXl7VbMNHj_zlM-WQ==,gAAAAABj7UmL0V0ZJGQWZvHgDPIAYAgfORM4zvVulQLUYjlcXQ7J4fMASxpMUNPGAauzNI2n-V4T9YszMpzvuo4fcRTBGO02Yg==,gAAAAABj7UmLCY-MVpcQ3nwL6kzXyNuSSKpGgj9KL3uvaPA4USzcPrAAV_723vRuC3N8kppi9oMbODaN51P9_nxSJRHd2lEMdQkdAt6bPS1X8rwf3HDR51dqgqfNyR50Wa3eNXwlo0vWmDb8GfCGGLDPGUmU65GyyA==,1,1,1073226183461011456,2022-08-17 19:06:42,2022-08-17 22:06:42,415,0,3,2.975,1,2022-08-17 21:30:00,0.9598177,0.0009496676163,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 13, 'username': 'joaobettega_', 'id': '1177185451536465920'}, {'start': 14, 'end': 29, 'username': 'RenanSantosMBL', 'id': '1042601099566436352'}]}",gAAAAABj7UmLk-RhYHsvNIOtmGPwdH4NvryJQSBw17emqQnlRgD5ZkOl4TKZHs_FZeiFsyox9c-91ecTddk5lMarEXBeYoPDytaQJNp0_sFRAOm9BwehU74=,@joaobettega_ @RenanSantosMBL Poggers,1177185451536465920,gAAAAABj7UmLjtYNATtfb1hqI5SLWVDyz6enwrSpAjbQgwbK7GHiuPAUKDF0OZZ8ZZrpIWun_iyTmIPhIMg1K4FTzgE2604oWA_tWMv4K0eZz6yWYtJRBv8=,2022-08-20 22:07:31+00:00,gAAAAABj7UmLUI01sgil0vYhIEvA0_ndfwQ1yGBrtugXbTfadMgFx4xMLcQPbzA75On6d8IOHjOLQjaDPEfXKhQbND4DA6_Ge1jeh7nT-kcJigL-QkGlCdfe8sxiRw2_lWZt-xFj0iHuchjdZ-Tn1yIIGIvuREVQZQ==,gAAAAABj7UmLaXmC0qnqxZyJyKd7uQjxRwAech0mIcaVYfZkIvd3K2_eBiDssDfyNw8A_2JqaFYrsJ-2Tq_Hr_VSC74tzeX4CQ==,gAAAAABj7UmL-RRVhwtpCA6dfsxxMepcVhr5F7HqbwHnZuEXIoRmBmvDl0gq9mhzLmj1y7_AA2DvGe94vGyC39xSW-FQ11LdySVZuFpC8T0Mwk64qVtX8JD6t5fdjZNYT6EeWLI4en9ZTdUvuW72WMMhuLmadv77gqWVLg_hlTaaU9-m0_Y_T48=,2,1,1177185451536465920,2022-08-20 18:55:19,2022-08-20 21:55:19,3,0,3,0.3802777778,1,2022-08-20 21:30:00,0.008932698,0.03571428571,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'djalmaneryneto', 'id': '732299122242359296'}]}",gAAAAABj7UmLJbTxDDTshs7JgCvsDq76j37D410tmqc6ZdinnXQgPwxRmLV6r5w2bDOOFSH80N8siqeJE5v6ADF06TMtAq3iDa-vtuRBFASOXNiP2LkNyrg=,@djalmaneryneto Você quase tomou foi uma porrada !!! Seu otário.,7.32E+17,gAAAAABj7UmLmbqgHaMh-d2pAP1hvgrXiuuHfmgsgdkRpif3DGGOuLMTsK-h1yh2azVFV3qnYxRRyFdITQ8faGtXEJ7AkAcw7Q==,2022-08-23 02:33:02+00:00,gAAAAABj7UmLmT_d6FWpUZGi06uO_gg1qr49zibBz5lW3pq4DCnW6Kzs1nfWwYK0ZXJsMcRO1aVQM7l6R1BcjTnE_BT0785I5g==,gAAAAABj7UmLCL7lUXT_OsQWXuymanWshkaefrjAVJJLzbGmtmY1fxPJZIYCkixwsx3XvtIqdj3_9xiUie90iBRh_aj7prCH-w==,gAAAAABj7UmLqVnO6knCZQuATCJHkux9ZhIRdVHpmaHltxDzhxpxEA--srtHb04_LeoqhEUO4WNXHSt_rRZ9F_hKp1V9B8wnTDzIZxnVl-fIO_Iok7LaRFF1FyBuy4tYpIZHOq2BsiMAJ7Ibst5RO11L-51_6vEwxQ==,1,1,732299122242359296,2022-08-22 22:11:42,2022-08-23 01:11:42,315,0,3,2.942777778,1,2022-08-23 00:30:00,0.8178146,0.003267973856,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'PazuelloGeneral', 'id': '1519440468949573632'}, {'start': 17, 'end': 21, 'username': 'Fab', 'id': '188844665'}]}",gAAAAABj7UmLbiUL4WfyNDD0mB4uh0ad-V-UKyUggz3Fi2QOJqV77V0U_0djT3oPvVdo3xksAgTAB0RwjV9CaHVz3iLvCGbAeiMRTI5NBH0gZB5swYpA2uY=,@PazuelloGeneral @Fab Sujeitinha arrogante,1519440468949573632,gAAAAABj7UmLIV0Q2qL1C-oNWzWmLST0Zzm43FyIBDj8xXnzE3K11iECDejqKJlgTXVL1eGCfIxnuRskSCncdIBB-Be3z2ECYQ==,2022-08-23 03:43:30+00:00,gAAAAABj7UmLTCQXb9Na8W74der9D6iI0xnp9xm5I_C3t0cYfaDst-Aa5g4lhpcyR2jerjlghbidwcN-BdrWB6N2AhO9ARUlPQ==,gAAAAABj7UmLXceUFxPt87CgyCHRBYdmhhX9CycZ5wD1hReiv4UjHXbC05og2CjJXQBYgQ9upI3HKN-0SlSFODJ-vJLtp1L8ZQ==,gAAAAABj7UmLuBX-oaMi-zJAX6eL4L_Frd1XJng67uezJd4rzwWbkAUu45OxcHwYHXjee16MZ7FLq5ahe6O9EzeSKUvXp5iLKheeeAEm0L2P5r8QLGF3JLOnNUntuQmdoILNNVZ2C8Rhi2pYPExccTlOmEOrTEdhFFd-h3fYQk6obN1BNta1alM=,2,1,1519440468949573632,2022-08-22 22:00:27,2022-08-23 01:00:27,36,0,3,2.941111111,1,2022-08-23 00:30:00,0.85859275,0.01282051282,1,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'BiologoHenrique', 'id': '55544977'}]}",gAAAAABj7UmLNvCBRl_5a9rsoN9yPyeA33b9bqHZcVjEDOiUU-q4slRMHwoYAw62d-P-FRxaZXF_ZZMjbvxPeCKUAVhkDBGZ7YJHflYCpHux7nLxplB3RNo=,"@BiologoHenrique Isso é um absurdo!!! Todos temos direito a uma aposentadoria, se alcançarmos a idade.",55544977,gAAAAABj7UmL0I7jAq5CAtVeCdNy5Jy1KUvDUtylRdmVmQuNMwIAhK5mUXad6HKxS9s0u7eC4sglvhHY2ImSMRMNDid7jVBWBM84hvYxiZPhxVkCvYsh160=,2022-08-18 13:13:06+00:00,gAAAAABj7UmLGpFyLgrushbtwFL-1r2He8qdvfA5e7dCcJsLuTsit-5EwGezGUl1oZnJ5BNiC8WO0JC0haIx-uoanVgvFIeedQ==,gAAAAABj7UmLn265slIIKmmNgCJpeiJNokKw3MaOUw-jsjmTTJ3iuDVV4p_4jG4JUfv4rFjXDQmNl88SzON7b096Rn83KhgNLQ==,gAAAAABj7UmLHvu0Q-FsdCaHJItbalXeBkNljonybTudw38nSw1nyW_k_Pt-FCdxYiHwV3-W1DBguCm8Vc8eE46qifXhSGg1XxnIYJDRW3ExvPEZCcmN0uVGWAA7sT_Ay3F-1huh9CHx1K2XHA3oVADQsAhmGBS9UmO_RZMgNlOQNyYSWaIhtjk=,1,1,55544977,2022-08-18 09:41:26,2022-08-18 12:41:26,26,2,3,2.680277778,1,2022-08-18 12:30:00,0.006629453,0.03703703704,1,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'RaquelStasiaki', 'id': '1000004748177805312'}]}",gAAAAABj7UmLYS8Yx8ZNjFtjLKYwQVHJWhr78ydJm63LUpulpybN9Xw4RMKV9HKEiOygvw0StMc9DM35DvAaw1npveWoIbfWn2Htq1R1QZ9X929zgKFL31Q=,@RaquelStasiaki Corte rápido é tramontina 😂😂😂😂😂😂😂,1.00E+18,gAAAAABj7UmLrcU3Vky1JIZtaJnNDmsNdMylmClRVOsC8gm1WmNyvemwUNIwyD-cPCMg-4iNhjv1o6kEdbeRxuCLl1sswowfDCJYWtyutxufgOm34SK4J5U=,2022-08-23 02:21:49+00:00,gAAAAABj7UmLnbI4Sq_zBKRAJHg2jXg_xVCl7Gd6Vl0meRi7MSjElhbtxOCqQqQt8PIBAnJalJq3q9bFIUlLGJLgh5Nns9yWQQ==,gAAAAABj7UmLJlra6jx7jmOugGA6NOsUGgE7WzArCzIwnCvDjz5AcRDvYegwJXvO4FP3pD6SMl_4A7CC7aBuKLAd7_mdOu9UMQ==,gAAAAABj7UmLD3BJBlEPfmiwcLCAr1MbdMw305EXly9e7WEtfCilihsdb3ysj8CUelHhti8sRsM_2tqNheudh5cuu_2PmuT8hY7iym996XfTdZf4ly1IFErSYa_KTc6gTtr6P8kZvlBQgnEt-h64rgUQ08PbMNw5FQ==,1,1,1000004748177805312,2022-08-22 21:32:35,2022-08-23 00:32:35,198,0,3,2.7875,1,2022-08-23 00:30:00,0.07461914,0.003300330033,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'RodrigoGuedesam', 'id': '52954632'}]}",gAAAAABj7UmLX790NAs4zXU6_OqiVtf4dEi-hQZWpZye-_F0vM8xcDw9Xj2kpUeZlFBj5V11Davbm10OxXvTfcUrc5bg1fts7loLptzgYt0FRuOh8RXhU-0=,@RodrigoGuedesam Eu queria pedir do amigo que de alguma forma ajudasse sim nossa Zona Franca se manter de pé e gerando empregos aqui mais sem prejudicar o resto do país...,52954632,gAAAAABj7UmLq_fHX56EWRIYcJeOIhMt42YEQvo2MxRE_mosJQtAnf-tpo8DUUQ_5Mnuvmcrj7_eJzB5m-5z25ZoyD1WNPsJNBEYAE538GljD-C_azUoYi4=,2022-08-17 17:48:10+00:00,gAAAAABj7UmLK22mydKS1tcnikuzVb4XrpOfDEf8KJJA5umn-cA7BQDKp6lmaBgfRtrCGj3QdWIZsWizmQVtsorBYoLGOS2kMw==,gAAAAABj7UmLYHUVlN_ESxlYu0kHxhD-O2MonkrVs1R1RnD001DPJLB2YCTzRB6RPqs0oNzLObMiQQDqfbf9jsnZNSTPkZamAg==,gAAAAABj7UmLof_llxrBrrJJQPKHbDJuIhJADgnMRkzEOrN5IA39TMgmy5KO0lmwsB53YEqfXuzZCB39fvneWS2leWTPdbZBx2e_zugJ6hY8-vV4Mlh16rfWwRTT7WxF139WjWYtTFSfztt2YUCeJcrUFO-Wo2pqCA==,1,1,52954632,2022-08-17 12:43:54,2022-08-17 15:43:54,16,0,3,1.423333333,1,2022-08-17 15:30:00,0.0038837588,0.05,0,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'GTavaresPCB', 'id': '1287504415306452993'}]}",gAAAAABj7UmL28EtRtSiFyg2WHL2qgwNIHOddYPIdUIqHPz21p95jfCxBcaYyY2fcj9fpOO_NncQ9pudZK-C3kBPA_aNMKU6sE7K0rLKduishm3z8JfzkIQ=,@GTavaresPCB Eu tô aqui morrendo de rir do liberal que não conhece o básico do marginalismo. O cara tem que ser muito burro para cair nessa….,1287504415306452993,gAAAAABj7UmLOV9NVdxj7NGIojDV7CL7sI30AlTtrxvh-44ZrpvhKTPxyaguXl7ZQoymypSvmkFvYCNu-kDK1QExG_j45aBVkakmZAgm1wUJou9U_7gmROw=,2022-08-22 23:28:50+00:00,gAAAAABj7UmL4PE1fx2QK7k4rMuPHDF6FhhEKcHan0sdShrFXKqCjOw2_pITxVoTfzjS1rM0rZo_4FVEqnvlu3A1lQ1oyn4rUA==,gAAAAABj7UmLT4Xo7D-TgsfQMABG22vjDVHGB8xTaXrERXCrM5euMBfoAt6ZBkhdGiFirzEx2z9GeA7nm8ZmyUcakuJuNnxv_A==,gAAAAABj7UmL12bfU0AvRfG9K796VT72Duvk3mTdYPt8I9W_FbAux3rUTdO_zsU_PaEm-XYVswLq0o5M0tztfwSPkWZr3aS5MnIKGVxWCJYr6kPIrttTLAUyUahFea8EJ9CCI-YZOkzHkEjAPk6Ak7kcXBSG91Tp85BEH6zrF5b6-C6Rzua2KGU=,1,1,1287504415306452993,2022-08-22 19:04:49,2022-08-22 22:04:49,67,0,3,2.745277778,1,2022-08-22 21:30:00,0.6571765,0.05,1,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
