id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)"
1571723031734620161,@juujuferrari Bunda gostosa,https://www.twitter.com/Raimund97859836/status/1571723031734620161,772,,,
1563276783767564290,"@alesilva_38 Ele não tem que autorizar nada. Este careca é um déspota que junto com 9 abutres togados soltaram e tornaram tornaram o maior bandido do país, o Lula ladrão. Canalhas",https://www.twitter.com/PriscilaPatrio4/status/1563276783767564290,2693,,,
1561320975223988224,"@gleisi @LulaOficial O moça, deixa te falar, deixa eles pensarem que foram milhares, pq se mostra imagens, vai fica feio para o carinha de 9 dedos!!! 😅😅😅",https://www.twitter.com/Marcao_xp/status/1561320975223988224,5554,,,
1575541874005520384,"@EdianeMariaMTST @kabokiko ""A culpa é dele por ter me estimulado"" é tipo ""só fui racista pq ele é preto"". CARALHO que merda é essa",https://www.twitter.com/djangonauta/status/1575541874005520384,3578,,,
1562531991912091648,@juujuferrari MDS que isso mulherão em❤️🫶🤤,https://www.twitter.com/PatrickHsccp/status/1562531991912091648,1608,,,
1560333701501882368,@samiabomfim Vou te bloquear… vc só fala bosta!,https://www.twitter.com/SraKravitz/status/1560333701501882368,10176,,,
1571213660474822665,@clauthompson Mulher doente.,https://www.twitter.com/bertoldoivone/status/1571213660474822665,5554,,,
1567678164591153152,"@RaquelStasiaki @MJulena Com as imagens de hoje, a intenção da fraude está aniquilada. Nenhum candidato em qualquer lugar do mundo perde uma eleição com esse apoio popular. ACABOU. O sistema está rangendo os dentes. Somente um louco para enfrentar essa massa patriota. https://t.co/SAoRLeIIRe",https://www.twitter.com/Brasilsillll/status/1567678164591153152,180052,,,
1573987261015785474,@samiabomfim Aborto é ASSASSINATO sua vagabunda,https://www.twitter.com/SouDireita/status/1573987261015785474,772,,,
1565028418751811584,"@vanessa_grazz @LulaOficial tu não ganha nem pra síndica, safada",https://www.twitter.com/l9anticomunista/status/1565028418751811584,1158,,,
1566512789115600900,@Larissafgaspar @lolaescreva Que lindeza 👏🏿💪🏾🙌🏻👊🏿🇧🇷😘,https://www.twitter.com/ludgleydson/status/1566512789115600900,10176,,,
1575082917872562177,@perpetua_acre Bando de mamateiro,https://www.twitter.com/gleidianepesa/status/1575082917872562177,1924,,,
1561419229328719872,@Zambelli2210 Um imbecil!!,https://www.twitter.com/Beto68Marcio/status/1561419229328719872,1924,,,
1562054836937494529,@DaianeMels @tarcisiogdf Aqui no sul Onix,https://www.twitter.com/spabatovi2/status/1562054836937494529,23304,,,
1569428397062758400,"@juujuferrari puta tu ja é, só faltam duas silabas",https://www.twitter.com/doutorautista/status/1569428397062758400,772,,,
1575070006840545281,@perpetua_acre Uma vagaba dessa vem pra rua sua anta. .,https://www.twitter.com/EdilMatias2/status/1575070006840545281,772,,,
1568672296490962944,@TandaraCaixeta Gado de bosta!,https://www.twitter.com/JoNas91981/status/1568672296490962944,772,,,
1564356239814950912,@valbolsonaro CUIDADO q vai falar  q vc e Machista  kkkkkk MULHERADA....sentimental ....,https://www.twitter.com/Correa1Vagner/status/1564356239814950912,1158,,,
1564248784800022529,"@valbolsonaro Kkkk
Vergonha é  a falsa pastora
Fora Bolsolixo charlatão 
Fora Thuthuca do centrão",https://www.twitter.com/Ninascordeiro/status/1564248784800022529,1608,,,
1564304084403978241,"@luizaerundina Nem a mim... ele é muito rasteiro, não consegue nem esconder. Mentiroso em série!",https://www.twitter.com/andreaad76/status/1564304084403978241,10176,,,
1574411502915837955,@jandira_feghali Essa coitada vai partir para o além enganada pela quadrilha VERMElha,https://www.twitter.com/claudecibarro12/status/1574411502915837955,772,,,
1564078277190377472,@luceliaoficial E disse merda o futuro presidiário.,https://www.twitter.com/ArmandoMotta7/status/1564078277190377472,5554,,,
1560674966752096256,@alesilva_38 Vai ser lapada seus bostas 💩,https://www.twitter.com/Armandofsales/status/1560674966752096256,772,,,
1569681901967020034,@CarinaBelome 🙋🏻‍♂️,https://www.twitter.com/marcominfo2/status/1569681901967020034,180052,,,
1573090945318682624,@soutamires_sp Até a ratazana vai apertar o 13 depois dessa fala,https://www.twitter.com/campodegelo/status/1573090945318682624,2693,,,
1574755093106286595,@jandira_feghali Bandido! Safado,https://www.twitter.com/S_c_h_n_e_i_d_/status/1574755093106286595,772,,,
1570174279832195075,@CoronelRomualdo É ele gosta de cenoura,https://www.twitter.com/Marcusperabr/status/1570174279832195075,3578,,,
1569408748640165888,@juujuferrari De- puta- da?,https://www.twitter.com/_porraGaga/status/1569408748640165888,1158,,,
1570438288158371841,"@ateixeiradias Um marginal apoiando uma filha de um político, esse menina tem coragem de fazer um vídeo com vc e querendo perpetuar a mamata na família",https://www.twitter.com/Arau33948045/status/1570438288158371841,5554,,,
1563211005664325633,@adriventurasp Imbecil!!! E ainda quer se eleger!! É de cair o c@ da bunda!!,https://www.twitter.com/elis20715486/status/1563211005664325633,3578,,,
1563271941141987335,@rosangelamorosp @SF_Moro Teu marido e vc não tem moral,https://www.twitter.com/profmarciarios/status/1563271941141987335,23304,,,
1565669359481135104,@taliriapetrone Rata é vc!,https://www.twitter.com/ValGhandour/status/1565669359481135104,3578,,,
1562534342429052928,@juujuferrari @babymatosa Bien rica pa meterte todos mis huevos entre esas tetas 💦🔥😋😋😋,https://www.twitter.com/Jeankii_69/status/1562534342429052928,772,,,
1564366613041774595,"@Zambelli2210 Então espanhola,teu presidente também já foi preso por 15 dias. Bozo tbm é ex-presidiário 😂😂",https://www.twitter.com/freitasarthur1_/status/1564366613041774595,23304,,,
1570818858260504577,@rosangelamorosp @padilhando Que infantilzona. Parece uma debiloide. Total sem noção. Será que é mal de família?,https://www.twitter.com/reginareinert4/status/1570818858260504577,1608,,,
1575512937661341697,"@karensantospoa @olivio_dutra Fora Olívio demagogo,pelego.",https://www.twitter.com/calil_t/status/1575512937661341697,5554,,,
1564072987711733761,"@alesilva_38 @jairbolsonaro Acha normal ele tratar uma mulher assim ? Mineiras, nao votem nessa aqui.",https://www.twitter.com/Elcio_Sao_Paulo/status/1564072987711733761,5554,,,
1567431766264217603,"@tabataamaralsp Vc não é tão bonita, mas é muito idiota.",https://www.twitter.com/CarlosP34462244/status/1567431766264217603,1924,,,
1570205186068561927,@luizaerundina Kkkkkkkkkkkkkkkkkkkkkkk Q Bosta é essa 🤣🤣🤣🤣. Eita Desgraça,https://www.twitter.com/FernandoPeresR4/status/1570205186068561927,1924,,,
1562567325957513217,@bellagoncalvs Kkkkkkkk fora bozo Minas é Lula  kalil,https://www.twitter.com/evymoreira6/status/1562567325957513217,1608,,,
1572140687625175045,"@gabysantospdt Ele tá com a mesma síndrome do Cyro pelo Lula, dor de cotovelo kkkk",https://www.twitter.com/TicaTicabvieira/status/1572140687625175045,10176,,,
1564075165637550081,@juliarochasim Dois machistas  EGÓLATRAS FDP,https://www.twitter.com/LuaAdversa2/status/1564075165637550081,772,,,
1566414361001955331,"@anarosa_ba A porra do soteropolitano e outro nível vei, até comendo água e politizado!😂😂😂😂",https://www.twitter.com/SergioD06901902/status/1566414361001955331,1608,,,
1575090256525021186,@perpetua_acre Que tolice,https://www.twitter.com/augyama/status/1575090256525021186,23304,,,
1567455155523620864,"@rosangelamorosp Oportunista em São Paulo, se soltar a Sra. Conja em Caieiras não sabe chegar na Aclimação, isso sem falar no grandioso interior paulista, bem igual o marido, oportunista.",https://www.twitter.com/DrBelarminoJr/status/1567455155523620864,3578,,,
1565067973068570626,"@juujuferrari Não vote nos filhos, vote na puta.",https://www.twitter.com/Machadom88/status/1565067973068570626,1924,,,
1575451862932885504,@Larissafgaspar @elmanooficial @LulaOficial posta o link pufavooooooooooooo,https://www.twitter.com/J_cavalc4nte/status/1575451862932885504,10176,,,
1564717548356222977,@samiabomfim @dandanzxx O povo passa fome pra político luxar. Todos eles. Em especial essa familicia,https://www.twitter.com/GuiOliveira_pst/status/1564717548356222977,23304,,,
1574145741420994560,@RaquelStasiaki É CARONEIRAAAA,https://www.twitter.com/Car32309467/status/1574145741420994560,3578,,,
1559894271188246529,"@samiabomfim Essa aí deve ter sonhos eróticos com o Bolsonaro, coitado do marido",https://www.twitter.com/portrasdolimbo_/status/1559894271188246529,1924,,,
1563486169744429056,@anarosa_ba @RNDebochadoRJ 🤲❤💕,https://www.twitter.com/danilolima54/status/1563486169744429056,3578,,,
1572898655937646592,"@RaquelStasiaki Nem toda bolsonarenta é escrota, mas toda escrota é bolsonarenta.
Esse é o caso dessa Raquel.",https://www.twitter.com/falanors/status/1572898655937646592,1924,,,
1564591886576263169,@juh_guerra21 Q porra é essa?,https://www.twitter.com/GRASsinhademarx/status/1564591886576263169,2693,,,
1574115759902580736,@LuizianneLinsPT @LulaOficial Vambora!,https://www.twitter.com/eugenio_brayner/status/1574115759902580736,2693,,,
1568232301217349633,@samiabomfim Gordurosa com fome,https://www.twitter.com/Adrianobuziano/status/1568232301217349633,1924,,,
1564668890898202625,@ateixeiradias vergonha,https://www.twitter.com/jaircardosojc/status/1564668890898202625,23304,,,
1561883567373811713,@luizaerundina Tá na hora de colocar a chapa no copo com água e ir dormir véia,https://www.twitter.com/HelenaB13873463/status/1561883567373811713,1608,,,
1568367750749339648,@TandaraCaixeta Avante tandara! Feliz em ser seu novo seguidor!,https://www.twitter.com/RobertoVianna19/status/1568367750749339648,180052,,,
1562958311988686850,"@tabataamaralsp Vai acabar vendendo côco na praia... vai treinando ai...

CADEIRA... GUARDA-SOL... AGUA DE COCO... MENDOIM... CHURRAS... CEVA DA BOA...",https://www.twitter.com/Analist80137776/status/1562958311988686850,3578,,,
1561264670211801088,@ReVillela1 @MouraEdine Imaginem o bafo que sai da boca do 9 .,https://www.twitter.com/cil777333/status/1561264670211801088,5554,,,
1564292398460637186,@natbonavides @LulaOficial Vai ficar querendo! kkkkkk bozo22! chora esquerdalhada!,https://www.twitter.com/v4ldomiro/status/1564292398460637186,1158,,,
1562571936022265858,@bellagoncalvs Não duvido. Aquela carniça cheira longe.,https://www.twitter.com/m_f_vieira/status/1562571936022265858,23304,,,
1566979030213066752,"@taliriapetrone Virou fifi fofoqueira desocupada?. Atenção eleitores dessa inútil, estão satisfeitos?. 🤬🤬🤬🤬🤬",https://www.twitter.com/SandraA45736553/status/1566979030213066752,2693,,,
1559905035110256641,"@reportersalles Fernanda, vc acha que proibir é o caminho? Lembra qd proibiram cristianismo em Roma? 🤔",https://www.twitter.com/DboraMota7/status/1559905035110256641,180052,,,
1564743952292581379,@majorfabianadep Kkkkkkkkkkkkk essa só esqueceu que tá falando da Zambellispanhola. Kkkkkkk https://t.co/D2UPZGpKsz,https://www.twitter.com/VidaLUZ1981/status/1564743952292581379,3578,,,
1574340071532232709,"@silvianagata Foi agora então

Pô sacanagem! Agora vou passar por mentiroso 😜",https://www.twitter.com/a_siul_/status/1574340071532232709,10176,,,
1568730617826648064,@jfernandaBrasil @G_RMorais @UOLNoticias Corre que é  gadooooo,https://www.twitter.com/gottrdammerung/status/1568730617826648064,10176,,,
1563013986840625157,@luizaerundina GLOBO nem tocou no assunto CORRUPÇÃO da FAMilicia Bolsonaro e do desgoverno do VERME. Com LULA atacou várias vezes. Hipócritas.,https://www.twitter.com/LEIMAR32419636/status/1563013986840625157,10176,,,
1561889284185116672,@RaquelStasiaki Em qual canal vc assistiu pq onde vi o bozo saiu tão cagado que quando chegar em casa vai ta com as 24 fraldas ate no talo cheias kkkk isso pq se eles nem pagaram pesado kkkk,https://www.twitter.com/GIOVAFELIX/status/1561889284185116672,1158,,,
1575110779396710403,@perpetua_acre A pedófila está onde deveria estar...,https://www.twitter.com/NandoTViann1/status/1575110779396710403,23304,,,
1564042478449295360,@ValeriaBnews Traidora nojenta,https://www.twitter.com/ericanatti/status/1564042478449295360,772,,,
1564040146210652162,@RaquelStasiaki Pais da esculhambacao,https://www.twitter.com/Tatygs24/status/1564040146210652162,5554,,,
1575611834182213632,@AnaPimentel_jf O cotovelo da petezada tá 🔥🔥🔥🔥🔥 🤣😂😅 🤣🤣🤣🤣🤣🤣🤣🤣,https://www.twitter.com/AguinaldoCesar6/status/1575611834182213632,3578,,,
1576388649859837952,@marinahelenabr Gamba cheira gamba!!,https://www.twitter.com/leogardena/status/1576388649859837952,1158,,,
1575967625842405376,"@ateixeiradias Misericórdia, que mulé bunita da gota, oxê, parece  um bibelô! ☺️👏🏾👏🏾22🇧🇷",https://www.twitter.com/EdsonNinca/status/1575967625842405376,772,,,
1568004353348325378,@gabysantospdt puta merda hahahahhahaha,https://www.twitter.com/crudinho/status/1568004353348325378,1608,,,
1564530405696471041,@valbolsonaro A feminista Simone Tebet essa mulher é uma farsa.,https://www.twitter.com/GilsondeSouza33/status/1564530405696471041,1924,,,
1568436116839190529,@gleisi Kkkkk,https://www.twitter.com/ajuri_am/status/1568436116839190529,23304,,,
1561333643762597888,@Zambelli2210 Policia pode né sua burra.nao confunda as coisas.,https://www.twitter.com/PauloPs656370/status/1561333643762597888,2693,,,
1563313733438705665,@mariadorosario @EdegarPretto @LulaOficial So faltou uma vassoura pra bruxa sair voando kkkk,https://www.twitter.com/BaumgartFranz/status/1563313733438705665,23304,,,
1574403305043894273,@VaiPaolla Vamosss com a BRABA ‼️🚀♥️✊🏼,https://www.twitter.com/isapenna/status/1574403305043894273,10176,,,
1568776406175285250,"@CarinaBelome A maricota estudou com o Paulo freire..
A tonta 😵",https://www.twitter.com/PereiraNuzia/status/1568776406175285250,1924,,,
1573337921796595712,"@rosangelamorosp Dona Rosângela, a senhora é uma vergonha. É patética. É pior que o bosta do seu marido",https://www.twitter.com/Snoopysocialist/status/1573337921796595712,3578,,,
1573052118499753984,"@ValeriaBnews Maravilhoso, assim dono de cartórios esquerdistas não vão ter como cancelar o título dos idosos. Foram os donos de cartórios que prejudicaram o envio das fichas para criação do partido de Bolsonaro.",https://www.twitter.com/AsperaVida/status/1573052118499753984,23304,,,
1574055511590420481,"@juh_guerra21 Olha, se ele n mora na mesma região ou até cidade q vc, manda ele ir lá acreditar nos sonhos dele! Vai gastar uma grana fudida e mesmo assim tu vai continuar c seus hormônios de bouas 🤣🤣🤣",https://www.twitter.com/MijaFogoOficial/status/1574055511590420481,3578,,,
1570062423817584642,@juujuferrari @Pedroca50686672 LINDA BEBÉ 😏😘😍❤️😇,https://www.twitter.com/Pedroca50686672/status/1570062423817584642,10176,,,
1562942648268115969,@Zambelli2210 Vagabundo,https://www.twitter.com/Adelina22294559/status/1562942648268115969,772,,,
1564345423195774976,"@valbolsonaro @mfriasoficial Cuidado com os homens que venera, mocinha https://t.co/Ivv20rQSnN",https://www.twitter.com/rabraziliansamp/status/1564345423195774976,3578,,,
1572798848615206913,@Izalourenca @GuilhermeBoulos Já parou pra pensar q são esses bilionários q empregam os de classe média.?!,https://www.twitter.com/JosoNego/status/1572798848615206913,180052,,,
1564071849767624710,@valbolsonaro @BolsonaroSP Onça de motel kkkkkkkkkkkkk,https://www.twitter.com/angelica_perina/status/1564071849767624710,5554,,,
1565861315666640896,@beatrizcaminha @JanjaLula Ah! Que saiamos livre disso ai… que horror!,https://www.twitter.com/MarciaVicencia/status/1565861315666640896,23304,,,
1569615006378999810,@marisa_lobo Só mente esse pé de cana kkk,https://www.twitter.com/JosueJtcs/status/1569615006378999810,1158,,,
1568698638486085632,"@rosangelamorosp Minha sra ,vcs derreteram ,não consegue enxergar? Volte para o Paraná,eu nascida na capital de SP não te quero aqui ,vc é uma hipócrita",https://www.twitter.com/PriscilaPresot1/status/1568698638486085632,5554,,,
1566572144993214467,@juujuferrari Gostosa,https://www.twitter.com/Gustavo34727785/status/1566572144993214467,772,,,
1560274200652222465,@luizaerundina É o mesmo que trocar 6 por meia dúzia. Um mau-caráter mostrando os dentes.,https://www.twitter.com/CliaRoc92182513/status/1560274200652222465,23304,,,
1564325887385935873,"@CarolDeToni @jairbolsonaro A senhora deveria está postando o ataque dele contra uma mulher, o quanto ele é valentão quando ele ver o sexo oposto, a senhora deverias como mulher se solidarizar  com a jornalista, cuidado candidata no mundo do Bolsonaro mulher e gay nunca terá vez.",https://www.twitter.com/felipecunhaster/status/1564325887385935873,10176,,,
1571963221447442434,@fernandapsol Ou será burro mesmo ?,https://www.twitter.com/neli_sz/status/1571963221447442434,10176,,,
1567327704831205379,@majorfabianadep Isto é vagabundagem deste malandro,https://www.twitter.com/OlintoErick1/status/1567327704831205379,772,,,
1560613156124123139,@monicafraga @rmotta2 Estou parando de assistir ao pingos por causa desse sujeito…,https://www.twitter.com/MMallagoli/status/1560613156124123139,23304,,,
1565829624743034882,@marinahelenabr mentira deslavada,https://www.twitter.com/lasc60/status/1565829624743034882,3578,,,
1572028075541680128,@natbonavides @cynaramenezes Vamo,https://www.twitter.com/galo__vasco/status/1572028075541680128,3578,,,
1561103165071712257,@ReVillela1 Cabra macho. Se eu fosse rico mandava dinheiro pra ele.,https://www.twitter.com/tgjesus1984/status/1561103165071712257,1924,,,
1568674461062414339,@JulianaBrizola Ninguém quer saber desse bolsonarista enrustido mulher chata da porra.,https://www.twitter.com/DeSkinhead/status/1568674461062414339,772,,,
1573691400616542208,@VaiPaolla Só os gadinhos,https://www.twitter.com/Plinkilling/status/1573691400616542208,2693,,,
1564068582291644420,"@fernandabarth BolsoNero escroto, machista e sexista! Dizer a uma jornalista que está ali trabalhando, antes de tudo uma mulher casada, que ela o persegue por ir dormir pensando nele! Um porco! Queria ver esse covarde falar assim com o marido dela por perto!",https://www.twitter.com/rhinogatti/status/1564068582291644420,1608,,,
1568373862328573954,"@TandaraCaixeta Corretíssima, existem inúmeras diferenças que a opção pelo gênero não é capaz de suprimi-las, engraçado que nunca vi mulher trans querer trabalhar no cais do Porto descarregando navio, nem em fábrica de cimento carregando caminhões",https://www.twitter.com/Andrefsn29/status/1568373862328573954,2693,,,
1561892050324406272,@luizaerundina Vai pro asilo vovó,https://www.twitter.com/MARIOBRASIL38/status/1561892050324406272,2693,,,
1565048369025802242,"@marisa_lobo Vai de cara, Marisa Boba! 🤭",https://www.twitter.com/AndreaFoltz3/status/1565048369025802242,2693,,,
1564063877549154305,@AriadnaArantes @jairbolsonaro Oferece o que vc já toma pois vc tá acostumado ficar com esse bumbum guloso a disposição das hemorróidas,https://www.twitter.com/glauberpg/status/1564063877549154305,1608,,,
1566587524792844290,@RaquelStasiaki Safado.. Por isso,https://www.twitter.com/caio_23_rubro/status/1566587524792844290,1924,,,
1571507783622696962,Eu queria tá na carreata com a maior do RN 🥺 @Isoldadantaspt,https://www.twitter.com/dyvetoria/status/1571507783622696962,23304,,,
1562237792251514880,"@joicehasselmann traíra, Quando chutarem teu traseiro lá do congresso vou voltar aqui pra rir da sua cara.",https://www.twitter.com/diesamtb/status/1562237792251514880,1608,,,
1561869086887497729,@mariaarraespe Isso é um carniça Palhaço kkkkkk,https://www.twitter.com/Gersoncom3/status/1561869086887497729,1158,,,
1573108404104663040,"@valbolsonaro @tarcisiogdf Ah para de passar pano, sua doida hahahahahhahahhahahahah",https://www.twitter.com/loveuJanisJ/status/1573108404104663040,1608,,,
1566227097948983297,@Biakicis @taoquei1 Chora gadaiada,https://www.twitter.com/Robertvolei27/status/1566227097948983297,772,,,
1573103141146558466,@rosangelamorosp Marreca patife volta pro sua terra... Seu marido armou está patifaria e se deu mau..,https://www.twitter.com/jaicorrea/status/1573103141146558466,2693,,,
1572297209986830336,@samiabomfim Essas mulheres do grelo duro.,https://www.twitter.com/FelipeS50491089/status/1572297209986830336,1924,,,
1576404670074847233,"@juujuferrari Mas nem fodendo.... Ops, se foder junto comigo talvez eu vote",https://www.twitter.com/S3CR3T0SP/status/1576404670074847233,23304,,,
1573493691427209230,"@taliriapetrone É marginal, é corrupto, vagabundo e assassino.",https://www.twitter.com/Sandra2857/status/1573493691427209230,3578,,,
1561358510146961409,"@clauthompson Grana, minha cara.",https://www.twitter.com/AriehH5/status/1561358510146961409,180052,,,
1561301089001132032,@perpetua_acre @LulaOficial Kkkkk coitada de vc!,https://www.twitter.com/Jacquel48140265/status/1561301089001132032,5554,,,
1567467168094093312,@JulianaBrizola Ele virou chuchuca do bozo,https://www.twitter.com/wildsonm/status/1567467168094093312,772,,,
1560321135966932994,@juujuferrari agora ate as putas querem a mamata do governo,https://www.twitter.com/joselito633/status/1560321135966932994,1608,,,
1572964784479539200,"@alesilva_38 Vai lá amigo,mas desbanque o dentuço,que está emporcalhando o nome de MINAS GERAIS.",https://www.twitter.com/MarileideSoar22/status/1572964784479539200,23304,,,
1571181418541191169,"@lucianagenro @LulaOficial Vá assustar o cão , ruma de merda",https://www.twitter.com/MisaelXavier8/status/1571181418541191169,772,,,
1567679112646459392,@apropriajulia Só tem patético!!,https://www.twitter.com/DjalmaFelixPei1/status/1567679112646459392,2693,,,
1563581951264829440,@najuliaribeiro Que cara ridículo e além de ser um hipócrita 🙄,https://www.twitter.com/Fernand54490195/status/1563581951264829440,1924,,,
1562985327161376768,@adriventurasp Senta na graxa,https://www.twitter.com/DinoMiraglia/status/1562985327161376768,10176,,,
1566416096919535617,"@jfernandaBrasil @galloradical Essa quer engajamento, porque voto não quer não",https://www.twitter.com/cylene_d/status/1566416096919535617,180052,,,
1569352783589146624,@juujuferrari Pôde gostosa,https://www.twitter.com/Gustavo34727785/status/1569352783589146624,772,,,
1576642582708637697,@reportersalles Onde voto uma urna parou 3 vezes outra 2 vezes,https://www.twitter.com/albuquerque918/status/1576642582708637697,180052,,,
1560711301969625089,@lucianagenro Que chatice!,https://www.twitter.com/ThadeuPenido/status/1560711301969625089,3578,,,
1566585328726671360,@juujuferrari Gatona linda,https://www.twitter.com/Antonio52560073/status/1566585328726671360,1608,,,
1562913979219189760,@adriventurasp O careca tá completamente doido da cabeça,https://www.twitter.com/LauroDuarte_/status/1562913979219189760,1158,,,
1572576110893998087,@tabataamaralsp Chora esquerdalha!,https://www.twitter.com/zeliaclaudia/status/1572576110893998087,3578,,,
1562478495120248834,@alesilva_38 Ele e oque kkkkkkkkkk chuchuchuca,https://www.twitter.com/RogerioSouzaMa4/status/1562478495120248834,1608,,,
1561044890850557953,@alesilva_38 Tudo vagabundos. https://t.co/yKdk4EN9H1,https://www.twitter.com/KauRoger/status/1561044890850557953,2693,,,
1562215499433496576,@silvianagata Rica Perrone é um idiota,https://www.twitter.com/Kleber_SCR/status/1562215499433496576,2693,,,
