entities,id,text,in_reply_to_user_id,author_id,created_at,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,not_the_target,filename
"{'mentions': [{'start': 0, 'end': 12, 'username': 'GMonteiroRJ', 'id': '1073226183461011456'}]}",gAAAAABj7UmLqdcNt7WLdevDVGdMH3yJJgqAEGKxXmkuJziRY70Xu5W-6INz0pB8hkJ_-LmL5fkV3VxrclW5lPfLMCEE4H-20f4d0fJTlOnYN_bRX6RYNX4=,"@GMonteiroRJ Para de enfiar Deus nas merdas que saem de vc, seu bosta!",1.07E+18,gAAAAABj7UmK-ZWGhXmRuZGoMqkE0zFfYbn-8Mb_wghxtdAAhM8-e20cgxtvZpMC-VUilghlHgXu2ybTUVoszd41LFQaFtEe-LDV-X83nGtZJcZzuHBra_s=,2022-08-19 10:50:04+00:00,gAAAAABj7UmLLQDc6xfqsoAS155kjfgu3gzBb6hMoM6gTdbiZDx6bOuZUR0z_OyS1XnSv_-6Hg-NLI1N-JRuabgjBg0b_O4Ghg==,gAAAAABj7UmLWhW6PvBvLuVsYu7vnQHj1OosmufGf6pNQKvP6AZAeQeG2u4rOW1YZhuI_Qr7Xx_pN6SoWrckPr-UE0fqYI9MnA==,gAAAAABj7UmL7-rzYgQwOAAW0nvaWn8MIJPswVTwxby0tgy9BSkee16ZiH2KBclgUHQasW6moWsbvVm-r_DSmT602HXtcQeCAx7-pH9zJ0nF75a-0wk_i0lQAVpecOLZAqJCazBIjUbwoHFyqZ-pUohGEY2KX3mXOWsuDWhanVoyqS1ybMZlVZI=,1,1,1073226183461011456,2022-08-19 06:32:48,2022-08-19 09:32:48,733,0,3,2.987777778,1,2022-08-19 09:30:00,0.9200031,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'guimaraes13PT', 'id': '49696756'}, {'start': 15, 'end': 23, 'username': 'dilmabr', 'id': '131574396'}]}",gAAAAABj7UmLTjXznko3U-AwFV7_AoXCC7O4yz1kmopopta1qIGdIt9zXXPkbhMCq2QYJ2KpYOuGL7o8J2qJ0wEvFFeb8gmTL_FWhiS_4Ov3YBJZpi6NHrk=,@guimaraes13PT @dilmabr Foi devolver o dinheiro da cueca ?,49696756,gAAAAABj7UmK6hVpxpUzKbck1UO2RY0G5Y123A7jz5vWSXLu-lIg_sqhHMWreH3oaBlgAk1z38R7XdFMb1i6HMeoYpIKor2ewANhfTa48Y76KFgx4eEd21A=,2022-08-20 20:32:53+00:00,gAAAAABj7UmLX0xeE123WBxUYZ2-cI7cB_EwnR1ee-vHXHk_BZ8BaYLSzRs9lq1K_NnkvjqfBnWd0RTm9cqZYh3Z4kyMNuREKQ==,gAAAAABj7UmLAWkoQVSN_9mwtPWngmJeGDP3ytVGOTZ-bDVaPEi0Cc_n_02wGQLyJtKABPI75JHT_NjP9YM-o2WIm3_OGVtZAA==,gAAAAABj7UmLO2RSqqTTB3Z1apm4AXeMykUr32S-yl9cxFOAvP502ffXWjVz2Ow5syBkthxeBw_EBZK1efygjadKqF-BDfJGRrOZC5xL8KkKFn9-kiQTPSuXm_dHaNA7TJVur-iDg7JEJVg4w9CoHKuYSghtiu9wWg==,2,1,49696756,2022-08-20 15:52:52,2022-08-20 18:52:52,41,0,3,2.886666667,1,2022-08-20 18:30:00,0.044659983,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmL6VaCccl7IxBMJLeTGNfzqe6dOVrKh44DpvDSu7qFcuJy5q5eGY0tzrsRnzv-righRpk_U5ev2hJeDzWr9cJ8eG4c3hg7Wo2u8Cls5jhF3MA=,@AndreJanonesAdv 🤣🤣🤣🤣🤣 https://t.co/YGsIwLqoMm,1198004545,gAAAAABj7UmK5ZDYRL_s41xDrsU1tRZU881snPDSaK2XW3gYdam_kra8JCELaV8fP4NQ5A3KVolnHJ43dWI9lMZSAfzaJoIi0W7f0Bj2OgW7WM-hQBkwyS0=,2022-08-17 03:26:14+00:00,gAAAAABj7UmLuf9O3YP4czY8AtXDuNlzEjf9qu4HZR7KezcEm7HPNridYehEwOw0nTVPSHtE0_NTamN6Yp35WehpRdg3mg78YYbuE17nCnfLc5ApJAsNIrw=,gAAAAABj7UmLWTohbNmO8pB4VLlYUY65XUySS91LOI_IJNBliHkDhViKiMR4TXR2R2qUon7fENvgC7ui0d4C6GbUnT0MYlDxbA==,gAAAAABj7UmLG0xxC2_wfbBjZk56z9dvOzKShvrNBjgfFJm3kAWAUcTdhZIZYBQ6S9znSGaww8avmKKTF-a6wHA-q5fj0KHvbD9-J0fWSZZ8EftOGzJG-lE8-Hva0MW8CmZmBK9izOAP-EgEbmh4NfB76tX1zlhlEt6lINfBI6hB2mw0-9zkxKo=,1,1,1198004545,2022-08-16 21:31:27,2022-08-17 00:31:27,843,0,3,0.8863888889,3.38451896,2022-08-17 00:30:00,0.0060974527,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 13, 'username': 'Zambelli2210', 'id': '975127727501185025'}]}",gAAAAABj7UmLIzrV3EUVLInTgtvHK3fI5OgzUg9BwFt8cehi8Mh5I5xUgtdplsUwEm-5gp2zgZi9p08KA99gFdDKC8KRgZir-HyUUtgY7jxb0jHxBd7Bgg8=,@Zambelli2210 Bando de veio broxa criminoso,9.75E+17,gAAAAABj7UmKwf4sPvr8EDJvPnfljQkIA3u47eNqap6cH5_dOxfwiGr9t395H2t8kif30Oi-UjpWn46HOpkBK7Snuo2E481v9d3HpAYSyb9zItBVIgV4_CE=,2022-08-19 22:27:58+00:00,gAAAAABj7UmL8MXZPrvO1bktMzFJ_E5V0MdWoMrRwkLJOM4Slg5T5tj1RqnzafpzsnfxQZxZs8hsWLoq0JyWarY2Fs5TIgJZ3A==,gAAAAABj7UmL4I5xjb2dwjepYu4RHtbaBmOIzLWUUDuBA03iDmZ_v6Tn5GvbHi4EqIZOmg49NJz1edMRL7VMNoZknZQzJGXAng==,gAAAAABj7UmLUF2Fa1gPqolQVGgyQVaIA4ya68yl8yZiG6IZVbZb5lB_CYjqx7p_17D_l4778beQzYPSeFXHWptu1W-gs4vzchH0bmBVUkkUy74HI5NC2DGO4_nn4Q6vsIV6yqc4SRbhwSvfmYq-_VlUXyZFaQJ1H4RIffqeXVdfco_5it23dSo=,1,1,975127727501185025,2022-08-19 19:16:34,2022-08-19 22:16:34,501,1,3,2.978888889,1,2022-08-19 21:30:00,0.9251941,1,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 11, 'username': 'andrefernm', 'id': '360231929'}]}",gAAAAABj7UmL1OB3OYUW4oZMuzR-Zny2e8NPgxGzo0nzvbHlQRiejAiJzKvwfPJrwS-zov-2CExpzf9Ui6W-7XnY8nq9pdFoxrWEM-uPDx8DgZRlsNjh50E=,@andrefernm Tchutchuca safada!,360231929,gAAAAABj7UmKmZ4GC0o7bRiaTvZacOCX4BPdEf7e3JDr-O9Cu3NSjaT9w1PRyZDN2bqhI6b7hwISYGskQmsIBUEUlZBrKMIPOzCURV4s_SLSS8-l3lrc2sQ=,2022-08-21 20:21:29+00:00,gAAAAABj7UmLGAbp4SEn8tX9f0_R2cvB6G0BcxHcgoYUF0Jf8TRc8dLNcSPacGCaA9cGmQVnmzs-s2iJLlBtDipCBtJZiuVEvfNt7yaLQWHfXv8svWZTk-4=,gAAAAABj7UmLN2AnrqkSdf6RUCH7vwlp-iP98e4m1gh_4GqXx_Fm93LWA4g3iMAwMBUAQKqxetG3QzMBg9D_UdyALHwMEnulxQ==,gAAAAABj7UmLQ-BL9lVAxvyUJFNUzyzqzHyuixnoT6su3DE-uLk8eOIwHCEIoJbT2r2WdoIGSMTgCo9g3XQmvFHVIyTvbhsLgadj534B5QU0wXMt5NEfjHK3phMHfhLzXMJZinezovLb-ARcC9mQ3MtThNvwexMbBQ==,1,1,360231929,2022-08-21 15:41:27,2022-08-21 18:41:27,25,0,3,2.945277778,1,2022-08-21 18:30:00,0.9844997,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmLtP4H4EPIIa_pkdW-Hj9D4aT5ajVbzLJLllY4cT4AN7uhCEiCanKZh3dzt5RjeCZlxazAdB0d_4IielDT7kO1ZsX0UVK4L_Ny3CqdRyGjbPU=,@AndreJanonesAdv Vai trabalhar vagabundo sujo Porco,1198004545,gAAAAABj7UmKt0QRfRVqAdrO2XmxChDzeiqh-HqtMTVeQlJBcbysQ9B3rT9wb_gEJOFob780xNrGNOT8pLm78XqsgYsCzG6UZfdnE13O4pTHV1wbrm59VHg=,2022-08-18 00:00:20+00:00,gAAAAABj7UmL4QDZE2lG5mTgpP67-JA8n9N_yiOztLpI2lD9c6MEYedD2agBsg9pcSPLd63BYjsk6f5chyNP6cXDXdzpSQGipjnQzCUyhiUIxcZ7mv-lWOk=,gAAAAABj7UmLrSboJHBqj3krMzplLzx5twqu0PCWck3075Uwy_6U3Xfn56RCm1aut_vQHdCVASjlS4oCiMOec1Nusts2azJJvg==,gAAAAABj7UmLVbmgf4hOqanOVse9VxmrFWlFgz0s5tpc6ajWUp6TEyCpPijLr4qDEpujFey80t1H0xc1TAUmqqY2gdmKPRNPetxVsuAbZ_nvsB7vl12xP0WoVdVlmt6yzMiRsXdzAkVC2SeHx93BYUQHR3eOe0FuJlSA6OrMkqwJ7J1LYdcswl4=,1,1,1198004545,2022-08-17 18:36:42,2022-08-17 21:36:42,837,1,3,0.6925,4.332129964,2022-08-17 21:30:00,0.96817446,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 9, 'username': 'Biakicis', 'id': '357030742'}]}",gAAAAABj7UmLiaEB3y8k9eP5KXV12CzixRS6AaphoF-mJ9Z93OQAlXfpSYv3tZfslAnr71YjewKkj74dcQwzXueLzRDOOBrJ4vOyw3b3MZNTtl804NH8nDg=,@Biakicis De putada....você é  desprezível!!!,357030742,gAAAAABj7UmK73i5-EwwkGcstB0TjTmgm2ceXLaD15i4l9OdKSIRe4Kqw8baUV9d05EPWOM8gvDbIrJWRd82UFLYbSTzNNKDOg==,2022-08-21 10:28:18+00:00,gAAAAABj7UmLv6me_LXZagHIbnKPx8GPogkqZrVRKdoBGXbP40eJKBF6PViB6dxBcGE8B0UMz64TweWeSqBf5Lu0SMMOL1oK6g==,gAAAAABj7UmL5hTJJoRM0IoAMdg31vX-AJ0nDuD5VECsSsq4tBZ9dYInE32LwVzJ0nvA4oK2VnYHmCe7wabyRE1XoWtxh5vIxg==,gAAAAABj7UmL4RJRj3WpOsOzUgoCkyO7O7KWpeg9VK-atI57dNKEsVEGqTCwQrDPY2mqE_s5_5k6jHUx_7wYrBoQ7QmgrabEJ8G9wMmsdLc-QphI5gYvySH7kggGTEIBGie_xDlC-qOKF-JO8cqPNNianlZPR9pe7Q==,1,1,357030742,2022-08-21 06:59:54,2022-08-21 09:59:54,286,8,3,2.994722222,1,2022-08-21 09:30:00,0.9292573,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'rosangelamorosp', 'id': '3096479489'}]}",gAAAAABj7UmLzXiSzzvEEWKASliix7UIhLlth0lKj4wcuqiEIaMIRUo8BfRzwA2X1Z4Y954Wtl4SCpsSvWj_bqKOqFrjq3TFc8K2qY4-vt4Lz68sjO03NZw=,@rosangelamorosp Casal de bosta,3096479489,gAAAAABj7UmKO7ZHm4auXJQwPrpel-sg89BvyQkKwOze-dsd3Nq7TwL_8yzyMY5T0o3v2NTY8TA3KH8j7J0N7vgxJniXNi3nyjfrsXej77Cfia9HXXsgXEc=,2022-08-20 17:36:17+00:00,gAAAAABj7UmL1pVYX40oMZNryS9wfRUR56INjCSm8Vl4B-4VaIR3JdgaJSiOPLl_IXSaNbGVYLP-WrqKykbuP9Egk_afCdlpIWoA73lhEGhMl-7TJlGygkg=,gAAAAABj7UmLtqhT9Hj72zAxz1tvvRakZVqhVubzjdcsBYMuj18JgjgM76cAoYWv4dOB9WpoVz3y5WSIvRsoDffUnEBTrOXXpw==,gAAAAABj7UmL2GA4j92rT0NewuMGUVAph5KmsYwz-dV1y2fJt63Q2i03ckzl5WP9IHoW1931GpTdwnj0tWH10NIvSLPzshYdtohIvqn_d12OPOeGWJmaR5glstv1KH_cfQlh-iDgu-y1NrVYW-nqEKq5EZIiNIX_F0lHTCUKCV_3_eIwB_CpwRA=,1,1,3096479489,2022-08-20 12:30:08,2022-08-20 15:30:08,200,2,3,2.973333333,1,2022-08-20 15:30:00,0.94943815,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 66, 'end': 81, 'username': 'bfeministapsol', 'id': '1329213002051149824'}]}",gAAAAABj7UmLmGPwUk0wwPuQOURSvQIKOewDTziyV2F4AOJMcQvWVBBw5IUQxvqr3vByF_kU8WTg6IraTqTfmzt5k0ssQPyMCBXIbN3PrKjYrIgmYhXSeiE=,Sair do estágio correndo para fazer 2 horinhas de campanha para a @bfeministapsol antes da aula 💅💅💅,,gAAAAABj7UmKVlwdGByxmVH5vsZdjT4nINIGOpJmScQlFsI8YdZ5OPO17GZ0HSVj0C1bpAfcnyWI85FPsdn3VxCYu0oBY_rnmbpa3KFRO_03k_O4YqMWeHc=,2022-08-16 19:09:41+00:00,gAAAAABj7UmLmiDhL_sTKIVmNekITr8iFqprKhPmjMQzFcu1xiz-8288rgbF_pow9iLIOryygHByuCu9kr0T_GCauVWZLMZrY4IFjznaR7xEm_kHwOSZyHo=,gAAAAABj7UmLpDYgZOrIwg1TuIW8dNU5cMprAey3KwAfOg5x4ifVE1tTtseMUc21iHIzafb9HYpRFzZ8T0oVFT8YithuZhxfeA==,gAAAAABj7UmLGndatTNItBsdGsW8BA7LZfpLgp56vQ7TNoHb3ZTcqdmyjO8uDPyU1kK985MgkykqyktlKzkAZZpusr3ftl-Lw-tlX0eitjvd7eVmxR7z1DhA0E1ALnmdH7WJXhh2L0IJjPK8qe3yA6lKZv35TgJ2DQ==,1,0,1329213002051149824,2022-08-16 15:43:04,2022-08-16 18:43:04,18,0,3,2.487222222,1,2022-08-16 18:30:00,0.016645603,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 33, 'end': 49, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmL1glVddbVWl_JdqdrlC-WWyL-nAtL6dWR7pd-tV4v2HyaRLYnbgDTsYILhKQ-FtlcSxFyIDkZ5XLJkjhEbSNpzw0zGXzT7efWI0Fkb2AipL8=,"Obrigada pelas palavras, querido @GuilhermeBoulos. Podem tentar nos calar, mas jamais conseguirão! https://t.co/wn6ZPzCF7Z",,gAAAAABj7UmK69b3dVvfI231YnUwifIxUMU-sVsdIVN-A7HtTKZLCKqs5BiA6nHbWHx_ruKEAD4zzBOhK8MOwiIDW0WAybU6vw==,2022-08-17 15:03:06+00:00,gAAAAABj7UmLUvYAbl-RLAyv75maN_QkiJJgRt-oXwq9DU63d0q77J0k7M9eutBrLkBruy-nq66XOIhwm5n7XxE95EO1y57qUg==,gAAAAABj7UmLR9aqkdk_SeuZCa3Rj36oNLqy10WsicfgvGE7cAGgLM6tgCSaXuYy-jIJsccIrKvJFV3nW0dQ5TXejN49F5gp8g==,gAAAAABj7UmLl4zsxF5g1-VXJ1msi3BTZLezRgGeSd_JBRCKefjAseIBbjUS5rTPkCzRUscz-JnhFcZGPQ9047qO87YQo2m9PlmsVzqVIAsHA22lp3EagHYzt9M79kSUhHzqrxte1B6BdqWPOT7jDmwQCnPX4cLDuQ==,1,0,762402774260875265,2022-08-17 10:03:44,2022-08-17 13:03:44,622,1,3,2.992777778,1,2022-08-17 12:30:00,0.0033885366,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmLzeebCW5WAc9zYoFyz2b89wgk6D_bWGgiUr1JEgR_bfb4x8fcmGj4LB5k4gWzWgf_BhVuuAv0epD8vKJjf6DczPcQpvW9TZvN8uTwbu2_l3k=,@GuilhermeBoulos Vai sonhando seu vagabundo 🤣🤣🤣🤣,7.62E+17,gAAAAABj7UmK9ufQFBIm97-Am1CHI_PmA_619aMyZNV-BKzK0x-reVJrG-4IHvEJ4N-XQrhpqFCa0hh7d2dld7EcQQW7k-CeFyPxOguuIQD4Ku7Tf1gcoE4=,2022-08-19 12:38:34+00:00,gAAAAABj7UmLZ5KQnlA8yQW_LLL_D7vp8wHT1bKFleiHbHp0LHWt-0n1FQYvvgr_bb3QntQXfpbsJjGE6_dtZ0MLc1Q9ezH3JyWt5T4QP8MamRXALTz5InA=,gAAAAABj7UmLV6HTduVTHsKlQa87wKjKf8B0_3a5l3MaNpu9BU1sSMn4Mk2xZs75kQhfcRwZFn3ksJJYRwgile__FLB7KFoqmQ==,gAAAAABj7UmLexaXziLleO6SFfgkolr2krd2xaBUq_gm-HCg7Fhiy_EpOXDsqs3uCsdwnksh629rCC85kDSMxOZdkciTM9iy4h1AI3No7Fe2D-Lk17X_1-eJhbG4jY_2eGbCCKnPQUbBbDkOTnnRwENKC8OFGlMovywiNT28mIXszGg-U-8sVls=,1,1,762402774260875265,2022-08-19 06:48:58,2022-08-19 09:48:58,837,2,3,2.095833333,1.431411531,2022-08-19 09:30:00,0.9158551,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmLN8c7CABS5Y3Ukh5zPGyJBSlb_RBLpv03I28uffR0M5eYKGB4PRv-_gs6858NrizKZmKxUHDwgS3_rlDKHRIXVaMPUsHeHa9fS1UlfOrnsYA=,@IvanValente Para de beber velho maconheiro safado,112498734,gAAAAABj7UmKlk60vjzI-nLGjsbPdEuFkOpp7k4_wbmTJCLRSAl-YD_snWK8pd7FIBQQJPzRMp1JdJ2cLfujp6XVNNntjog2-g==,2022-08-17 00:30:09+00:00,gAAAAABj7UmLuW1hUYwfos3ABGvEKBT7MNHxw9XogLTXxXCLDtwMplkgCl73a4fCYStvGSePD0Aj7l2heBPh7lvWot-PzKq8QHt89FTaUaI_PEH1PA_MXIo=,gAAAAABj7UmLC3GhIo_qlufqAOfe79Qdt7jfTMsrKpgEbi6TqgsSYlKG61Ng8sumSX8orRCA3wr3SjvNZ28hJnA5pftdlDvEZg==,gAAAAABj7UmLZTDXYNVdvRs1bDlI6YvdeFWD1sSw5rE5wK56iuOoyke4AN2hAJbERFAgO9g14JfQL6_vx90yAG34m-47BI7blzjrBbZDmF0EfnkXH7P7O3JnEbdfPY_pKxyEzG8_34KORqVTq-AKZ4HXMLGC-BnWJqL-ggeUqIz95A7RkFlFjys=,1,1,112498734,2022-08-16 18:41:28,2022-08-16 21:41:28,389,0,3,2.978888889,1,2022-08-16 21:30:00,0.98838717,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'joicehasselmann', 'id': '116519514'}, {'start': 17, 'end': 31, 'username': 'jairbolsonaro', 'id': '128372940'}]}",gAAAAABj7UmLDS3k8307liYYThYMc546S0IroDMa331fniPl77yDAirAcfrIMOiq9LdU2SlEGtRscI9MV33whypJkBuHIu4IcfPKZFwv4eOA_Jal4EgcQW8=,"@joicehasselmann @jairbolsonaro Imoral safada,  votei em vc sua pilantra,  como pode ser tão sacana?",116519514,gAAAAABj7UmKeAo3i5P-pgcHYmpfFbIlQqRSTIx70W3-9zG6_1nzKSPpxEYiBjNj0RXwinJBP9yjj6RvG-RNqRMVU-fbXu2AHg==,2022-08-18 22:17:30+00:00,gAAAAABj7UmLfFvbH-droyIWTaBxExqBVJoTRvzblc5vlwP8j5lwgmJe9Xzgx2m-QcqNPcPmz_WhvQZ-xhNlDVkJglJuzqTSQw==,gAAAAABj7UmLSR3mp9ZZLJNkACyDrmOtKGiL82t8q7PT7VbiHMt_M4MjAf4Qn7WzwbhlFE2GLua7ABy5SDanSJ3SYCC9XOayZA==,gAAAAABj7UmLxoQ4ZBwY6ubfL3FsmFMgcP6U-U-o_kCiItnUXPMCoiVm_Y-O-h1g9RiuLu7bwVJoWqpwILaQygCVZyEhbbZxkd8COqhsccH8YR6At8ZvWSMzYzabgEOeZgycIEMjg1WXIkI2W6vmXMpIJLgwntscUQ==,2,1,116519514,2022-08-18 18:52:56,2022-08-18 21:52:56,528,0,3,2.9775,1,2022-08-18 21:30:00,0.95779586,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmLmu6-Eyyd4haIMTmxgBlDDkLV4rB5TxPLjreqS-hZzHKu5f4tVnwQrO8SYkjQrTrleABgu4Fjm6_d3il3u_cBzDZwhz0uQRA52XqOWBOLquQ=,"@ThiagoResiste LADRÃO TEM NO MUNDO TODO, MAS FÃ-CLUBE DE LADRÃO SÓ TEM NO BRASIL!",1.27E+18,gAAAAABj7UmKaYovgEzWPtZ-OMZj4o0xuySGEv3Z8D-t2PoNQg41May5JywijSDsvugP1e4vX5KG5zjsVZDY-D590vM_MKMhTo45Uu5-bm-eTf1NkcyNkas=,2022-08-18 10:18:19+00:00,gAAAAABj7UmLXJwHTKcdYvAkXGafe5gY9CA3vzLYV6zkJClGwvhZ0gwi0OPBh7cHA2wyHBXVIb_cqUeoWXPMqhYl62QpTc7nSg==,gAAAAABj7UmLS2HSDAMYMcLsVU7pE-j4uxfsF0OM7Rixz0kHySX5UTKIlCm7lrolvckJ23V5MLrYM_GOoVMmHfrG3pqZLZXGFQ==,gAAAAABj7UmLHCVXVX9gPt99-wUO4PPjHPWzqgY--JktOSSVT3qJ8V9SPjo27zMiWvZ0HgQ56GgkSKvsYXi-WGs2DAekG4yxDFOkZxh-TarkkvTQR1gjJHS7XgvG3_6Uig0oIoMxQnf8GN5XwAZI_OAh9arjgYOaKqO5C5L9a_xNVhX2cdO4oGg=,1,1,1270774020808626176,2022-08-18 06:31:26,2022-08-18 09:31:26,695,3,3,2.986388889,1,2022-08-18 09:30:00,0.08397363,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmLfyXHa2nIgTjAwbFpqZkMr2rryF3ng6YAoZNThAp8075QAbAzRHGQTHZ3ElPm5xFyhahIpu7bhJ0Qlrfy_Ik9LmcJD7cSt6WDGNc78Dy3Tw0=,@IvanValente Fake canhoto.,112498734,gAAAAABj7UmKNMID34a7m74BjxFw088aALAuUlhR145z3dI3N9bIHZ4YGmD3iRkBwRWd64Ozxjn4M-borY9shA0EbrfgStZNbA==,2022-08-18 00:28:19+00:00,gAAAAABj7UmLuw3N3pa33g4mw7Km7kjU-xvf6dVj6kZ-upuphiISSxrxDYM78_HVV-eP28m9d8MuaXV19BAsxAID7w2Rg5xYwQ==,gAAAAABj7UmLrl-ULjrN3RhFEj16N8i2MyRXKQQwx8xgeNPaFIt5y8Q7MlitjYPxyZBSprMfIgwb0Gui4HKLdBjJaaPM0WeuCw==,gAAAAABj7UmLhlzkqNltxT7rp2OfcdaYwEuEvv7wuaq1k-xhJkNJjFHfMLDVXgB7CGSPLRK7wrKmb6odv3k43s80HsNYKX--TEoI5o13JJTw9IOVFwywJqqhZ7bfCyUIO1dUwsFjibVScNqQiTOojOYr7002Rw_zoFFiS4QF4nKwTnyfhEcK248=,1,1,112498734,2022-08-17 18:55:39,2022-08-17 21:55:39,471,0,3,2.991944444,1,2022-08-17 21:30:00,0.043961376,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}, {'start': 17, 'end': 30, 'username': 'Rconstantino', 'id': '33520195'}]}",gAAAAABj7UmLC4r61eaebc2oSUT2Ib6RwAV5-qf6Dq2PDZF6zUJ0XI8us7OiATeYotX2LbI2n03a4TqcrgIXPvGkOF7unNKQvaE1MhUjvOOjx3aCyAQQ4tI=,@AndreJanonesAdv @Rconstantino Apelo perdeu patife tá com medinho pelo fisco de que vc apoia já era kkkkkkk Danone vc não é todo poderoso porque tanto xingamento menino mal educado mamãozinho não te deu bons modos kkkkk otario,1198004545,gAAAAABj7UmKIhZcf6Z1CBuanLQtgU7RDgClQTcn4QNzN2SMwcIFxxJZ28QBj_eO5yg65kPc4WSudqS2sI5aX3LwBDmrS18yKudtFyIK1hnrcsbSuSKidUg=,2022-08-21 03:15:01+00:00,gAAAAABj7UmLI4__DO6XC-y0iihkbAcvLnykNvOppP_4Z67QoUk7tRtRlJwEhMvE6jjGhZ2epe70gDmHEf4FcIgmqWSi365yqtWUv9Fuq2Bq2FQjr7tvKQQ=,gAAAAABj7UmLwv7URnbd5A3o6ippLSXOM4DDggSkEISAgu4mChWJ5DvAZvWyIB1GDjEw4KCqR3KRx0s-IeSRxJBMFvDz0xccUg==,gAAAAABj7UmLUzCTi9l4b9hLEH1w69dDPy_w648WSonBly1O0KCxT2o5bVFnBBHL5dA37sVM7nJ0FE0naQn508iLghy6SieVZc1OGmrDbYVtEybRTuHIAvvGOF9ZmdMNDUtXVGyqS6jaTSuRLSvBd6IIUg0NkCQcQczW8jKAj_VtQ2BrGcYH39k=,2,1,1198004545,2022-08-20 22:08:30,2022-08-21 01:08:30,846,2,3,1.591944444,1.884487873,2022-08-21 00:30:00,0.92348784,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
"{'mentions': [{'start': 0, 'end': 11, 'username': 'nikolas_dm', 'id': '758264276'}]}",gAAAAABj7UmLbG-HGc14aTOJgxlw97JwnZhduVvvlRP_a5KkHmiZtDxzztO6ph6Uu19xe5Qp_XPZFWkSkkuo2zglXKZUFjQg03q49AI-egBjH9g-4dN91Q4=,"@nikolas_dm ah vai se fuder, vai lavar a casa da cachorra",758264276,gAAAAABj7UmKb8WX9XyR9_DnLx5kvRu54JviW2Rls9vwul6E7kW_pph_V59NDSdQw18UB_PYG0K7zpHh-gsALFTK0f4amsJeEGyWYAljz4jkab0yz2V-aPM=,2022-08-20 02:50:43+00:00,gAAAAABj7UmLz0Hqq7E7tvx4tRJ3IMFagFR5k_4kQaAPCBIWBwZBd-_6BXiuOS8cbfkrercNpLPMsNkx67BVqujrfxYay_oruw==,gAAAAABj7UmLlQM55TkigxxQ4Xa-Fq9VphAOADwRLVoXP6iz2d8n8WCBAQ5RZGrxrE06C0eDXm7q2fdwgT9JRVkU9I1ko_vQLw==,gAAAAABj7UmL22uFfNLLEeUz7t5RPAR-ICXoh-sCrJ2ogpn0r8w2YySD2Dx2ffTRnw5kNVIj6CYu-kQYeNuep81ky4uKawQzZ0MpgGcFGNzY4hPbiBrrSg7Fqu4PrdJtIaKXsIzke4ry3qrCWf7b0aoKUJQDNqRUxA==,1,1,758264276,2022-08-19 21:31:34,2022-08-20 00:31:34,679,4,3,2.985,1,2022-08-20 00:30:00,0.94197935,0,../dados/processados/tweets_classificados_por_objeto_2_anotados.csv
