id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7UmKuKByWG4yqdB7ybE5RoQruVB68ac0I5mApiVB5lD1paeCNz888hdcjhCHTRM4Nn9_BGkY1NVQ4-l89VbBpF70_NSjLQLdgT7oV31TGv1VQE8=,"@77_frota feio é VC
feio é o que VC fez",gAAAAABj7UmKPmwFS4ogflLDTu3YgXoTJOtNN0-4a4M1hQBI1N6YGqU6tONiDUa96AWGrBgApF858TONvrk0jJ2WsAlFt4EEPx6VyJifxo8vC-Oe5MRtPjh8D5DCwyQ3soGx8y0GwOjWdNqj30i8opLa1vHITMYS7Q==,12084,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK1_0xuM-2rUb0YqN3HqJEcLkgGsRE5Ne3qNj-ewrzzBnjpJRN0zkGGaWKQzdu4NIizHrIXK4tK1ptk1SPW6eIoQwjJ2qkuxogXVUYTxF5QVU=,"@thigagliasso Ainda godelando seu irmão rico, vagabundo! Você não terá 2.000 votos!",gAAAAABj7UmK7kkjSh5mxEfVM02CxwkAzctYPXUt2KfbIW1o8bYAer4DXQs6x46bTbSZ-bQwbBZqqjF119h6ucvj7VxWhbBYul_xaSzHwx_3QfvVTV9Une5TUIX2LFAPRKDoLQ-8A3M2IFSgfORO0L2IiR5uqrQb7A==,4289,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKVAuB9kX9xAO0LbTmPWfv0X3GwOg9Wem87UM1F8N7rBkTzJxlR8bwZyG63WaN99x7AQHRo5c0pRt5bbZJy243RmwdDVjVchP2OSgniMdFTGM=,"@thigagliasso O jovem, já trocou a fralda hoje? Tá se cagando de inveja do irmão todo dia, bicho",gAAAAABj7UmK8V_SrKm31QoWB_BVvxC-SGsEbDrS1m0sFY7YA07A3NlUxng0wMPkGRYqy7Smm9Jsbsi1vKtn9KJ2UDeRBBe9lEOOH8v3rWLrInCHVdxOMrpcukCopz9RAjxRacFM5tscdzSN0xKED85qtrG5lcyuXQ==,5711,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKA2c18_VCKV8bJcW8oemeXYQoRaICPQFiYfSNcC2YvGHZAXB2eJLIVHLuJtZ0wsXVt7lBchCQiPABXq6KqVBj9ucWnUIiRxEhRkBUlCF4hIU=,@pauloteixeira13 Mentiroso igual LULADRÃO,gAAAAABj7UmK39moMW9jMQ5qNH0-hIJ9OtO3WQjeVNU3dhcju0oYGRKyDFx1x7tri6oeKYJPinpDOdOKbcmSX2JwELfEyLzDT_BnXDvsSXmeJqx8KhFLgYsKreo6dCDEa-2-hN2Yx62im6Wuod0gzQK2H7xgEprPsw==,2629,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKvTfu4cVhta3jGXZjxZPUwPZ5ACDG1gNRO6_sCYV1W0lJj4yGz7CXvGjGGOBSDAXgJaFFrV6Jzzbf7rK-uktDWEsu8hCSSWs7kOfb5BuW5_Q=,@capitaoderrite É uma besta quadrada,gAAAAABj7UmKoCCHb8fofcy4GQ5TLV2CDTNuserkhoNNlWcsVQwmSquvv6d0GPAQb8i6CNRrTmruv_qo_VCCsX7pDZnmOD2-CWVn4iOnHF8aeyMMHduEglE-3K4GZrGMJ2O9MV4HfCF0qzgyee2yKNWiqPRfC4lpwqFtfLVsb6BXt64imAZZFls=,2629,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK4ACAay9CFKaD_lx4xxTLBVELBWaez-dKUyUZyq-4oeH2Gq2cLjyNzrYXqcCtHRaVjAiFohU6-sEoGpGWHPlt3al337G9mz6WLCIpgR_77tc=,"@ArthurWeint cara
traíra é uma raça nojenta!",gAAAAABj7UmKccKPOP8wMwNztEJKiJJumKRJNqyyz3Qn-spSkhQt-xLHAZtsjWaBBGf0wweAZcUaCY-By1YKmnjAC-uf8Pc9kbSggbVqsVaJszsV9rIoVbjFxkOk6vemvyLncOkJN6H7kiBvA9aNprGabJQy2udZ3UPyev5r_CKtYdzFRnIPcrY=,1579,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKN5zoHsWuyn55GlEf7l9zzJ0LPoAW8i87GQs_GXmgHsisJX-c7p0hHLrZ-1zQgjf39LUQWTjDwByfa0g_LBJv74JFBjY_2Z1BpEvCmQ4d85Y=,@OsmarTerra Mourão?🤣🤣🤣🤣🤣 Esse não ganha nem pra presidente do Porto de Caruaru.,gAAAAABj7UmKDWFy0SEvWnzzfCvwRfWmXGWotyk5n1culN3PprrswKQRchprcN6Ii76VoYi4JAXpIfzoo5o2xIykXhgBHckIeEeqgMnhT3LDfILGxvJnNdrs1FKrKx2e8kWH_hzr1Mq83rO2gTUtjZG6mB1Ry9lmO--7fNQPKf0Hf5iewT7I2BE=,48802,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK3tqFH7VqnYDQX7ekkje0gm9RYapZoy4ZAGxnp00KUJ7QbvfRtTrEpxiz9E8myGX4vJgiojEahv97COrBkION-x5B4p33b6nQCfmDwTL0eVg=,@SoldadoFruet E aí covardão teve que mandar a mulher fazer o serviço sujo heim seu lixo....além de mamateiro é medroso,gAAAAABj7UmK557tkQp7M9XFHR8pF7NDaSjfBp9Bs38tZOPqvU6exwNqdaTpFVFfSXlOF6Kod_ka9KODyy9qDanH_fzqf3jfaELgyVyIJ38olzcGi8zeQEm8sFqvtxDglrEypS69xJdYMiEAnm0Ltf6-8uyv0Bt7eg==,1579,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKo_l9NblCv9_mmSuyTqpYZCQqpX5cWyU_ylBCHAkJxGCqEzx9knFMz7DVXgSbNYSshaC8NQ59gGoWL2LgOJ0OxYMShMRALbfLu3Xn78Fxak8=,"@AbrahamWeint Velho sem vergonha, mentiroso!",gAAAAABj7UmKWAOc-lYaH_Erq6IGGEetDfZWm2RUVyCUyYWctm_Nzgc9mqJ9UNJ88E4j3ICVi7PpjkHgzKD14120OCLO5j_Svsu_5Zg2gVhJLoYLgVlFkD6khZq8-6HZm5Pe1WI5b5reBqYUNnu6S77PhcBY4khVkDOYDUss6SmqxyNICt9gmfI=,5711,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK_1gXhdX9cNDhejNlLQ_rZNsdU07-u7qqXFwDMSRA-rCtxvR1f48qaDbsu1XQFf-FLMe4_w3ujTVjCd_chfacLZVNihKG4dPNVWvRWxiqL3M=,"@JoseMedeirosMT Imagina esse sujeito no poder outra vez, séria devastador, mas devastador que a primeira vez.  Deus livre o Brasil, Bolsonaro 22 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",gAAAAABj7UmKIoJKa00k4gEY2yiv0e3j_3wT7x5hg-dc9OvCqfN5OrvhEnFYavdftlKlL3XTxS5zn-zkiDVLbbHshM2T7X0Xe_ho3zNT8tlXS6ZaIZL79eGbGxY1YPUhC4IfcdrHhxWOdRrUBDNejMHRsMGUqKr4vA==,372395,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKaZ-gCk1pfjinySQ48Qz83eAVJVMw80VEh2Q6mDxyJtQJ5Gmiv1uEsq4xwZfx5Ky9_Xv6tOVGWpb7jza0Z-9Ral-qi5VUPCFQO6hSHYq3yXg=,@77_frota Vagabundo,gAAAAABj7UmKlLrsJbA1UCWkQPpO_ZEW3AJ-BgDCcUA7QUL9UlOGSlyHCnYA31O4MD9l2irOVe8soiqbDUxFQbxZyQjXOj02z-PfGIz3E8qLHxyZOF2bGVAixF8A-IO8aQ56ewB1qEhkzEeJyxa0r03XVr6pRs35BFbTDpS4Z4fCzkal3bsKbfw=,3365,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKx4xYIGzeTGOanmNchoAZO7unA7sGd5krQZm6U7sO3fp00eLv_gfIquCr4i4lfogNDv75Ro2-B-oVRF_6TOEXn7xu7eNREJbLdbNyJp_-e-U=,@pedropaulo @eduardopaes E safado comunista se fosse por mim você nunca teria voltado para política e agora fica multando carros por e do  partido de Bolsonaro seu crápula nunca votei em você e nunca irei você e o câncer do Rio de janeiro,gAAAAABj7UmKR5zNzbpxBFWRC_eCv8qSBE-addSTu6r9qXgH-qzAdaJJwHiVzYJ-Sytt5QE1I1MD-2Nm9FoWS4P-B1YMdLs02gt7BQ8E_xKj0AcbAEwtdv3C7_l_2BPPtO5Pn4S1CqhchEj8cAPjeS_8Y9glV4E5zh8V1cxZY6N9y9f6KJOkAjM=,3365,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKj4wnfVXaZUk7Xyy1NvEa3jhJJsH9g73XQHFlpC_6B3ykTHLrpwgY03HW-DeqkZAh6S25wycctm3BLdRcn5T_T4U8WgQUXmgKqu3GSqiPuXo=,@capitaoderrite @LucianoGiusepp4 Essa gente quando abre a boca só sai m.....,gAAAAABj7UmKQoFDWPZ0LUPaHpcINZ-2Qb3POPi09Di1xHDdqFdDtKp9H286dBZhY_gdqQg0cuoneCiUCAQYsciWzq1QTI8VQikt90ia8NfOqst6pg9Dcb-G37AELYUkLFQOoo7uVYxV1KO1hUZYI1-B4U8-CBodkBrkOlnSYiojqkfCpGyifdo=,12084,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKp1AWNfs6xoeUwW4QCTZzYczIC6a6CikRuxCZhe_95uGwmyL7ju88vZlbsFVKDnt0QnZElb_rUi2e5i2Hb3g1rdvCRHJ8Ligh2ra8idJ1UBU=,@EngZini @cirogomes @PDTRS Cadê de forta?,gAAAAABj7UmKz7ppKdP2jToxCzR4VtoPmdPxStrovp148pxyr056p4zYxfPhrijn4Y4rcHIHcyZcSKvlD3sYD9DvsVLmToxocbwOyiYMg9MndmD_hzlWBVlcfGsBTFvmKc5IoKwMZ2KcV7iVRHo3P-v--1_537pFZqJSVo5s8vCX8RNXmZcYDwk=,2629,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKOZRFs2T50VIZ9XLAYwUgCmKMVyUiZec-TGHUa6A7jLwL2Vj_hio5NgFssdh_jqjA-pQvTq36x3pnthUcj-OYuRjJftmre0qzoVaXXCGTvNA=,@rsallesmma Uma nojenta,gAAAAABj7UmK3SQ3pbLgK_b7Nxz3yVHsn7Ymoj7t6lxAq0SoNknPGcYPHXM6o9x2v0eNSjF77hZr1qPgzFmkLgQGpPdLpe1lPHQWZHKhZ4COPicNmz7VYBUzFbRH7sYA6nxDI6hXgYPLS9KxxZG6Qa28dAVxgKEHOA==,1579,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKTc5GCmc2NRIu5lrmbnCNwUC_QC_XOnd4uxjLmkNPMBYlMvE42vNUl8LwvZMEHrDQdqFhAlWKkXPIYeiBEgGUV_siQwywTK8oX26l4Xb8RmY=,@NiltoTatto Vai viver de que esse merda?,gAAAAABj7UmKlhbvFS-N9Nax54ao1NeqkgGPrSirhgKwnLUyUz4M_gEsew-4bHCnfJf5jeg_MO2lnf849qIT_jlQxib265Ggb3HeqlTGlLBq8PQXmAkBgo5NF40KnxLtDqzHZLsvbZ50JTjfRe9DrexqDDvHAXZSNA==,2629,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKDVFZeLnxLmETFka6U7oK1TYYmvXsGBcmz1cVFRaQ37M2yOvivefTBDKq95OoXhK8Pe0uCS0gs2mVBDE3xCmRVgXroAUygTcWOv7KPKUjzOU=,@depchinaglia Passa fome quem é vagabundo e preguiçoso,gAAAAABj7UmKRUUl7QIxYjjR0EW8ymJhOljmSr-RfAv2GIMsuRzlp_ikM3TJ4a6qBcxueV6izNNhIEg7ZihJ5Q_K7X2KRV5KV5InOYRmn8SnaQiHzlEo_ykIqmXyV3ppCfkYOidCKqa7yqFQKCvckxLABw6rDfRwUab7SnNXDZAb1Wp5-7DZNTk=,3365,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK7eT-XJnhv-joFUKsQVJLVZ1uZ3HAB90dYD0M4oQhC8L2qw6M1CSr08zYkvRP3E8m6EhqeUW9LllrZi45-P2q8kqd4j3Uzjwy4IBqrHxABVo=,"@ENZUH14 De jaracas, isso sim.",gAAAAABj7UmKZSbsTZjN81SCUCdP1GqQHr8iVLKlQP6fFbkP2NaVXksThpDNlVAhNi8ScI_jhohxYqEGAl2St1uUtnUXC3iHPdvKuPVEGGb0WlD0DhAUPIWL3-PBNOCLPfteCwWDq8fl7qmYO7YOjPoVMg1jhQUnA3uCyEUWUbGJHbu1Wq9NpsU=,48802,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKCBRXe56d07vNX-80nJUZ8R2SD3tyHKlt6txDDIJWDHIBwZUWq7r7q8Sjq68Wg8Qv2FnmpDZV1dpnjKANVkZQ5a__0NiHQnscaNYtlly5mcY=,"@zeca_dirceu @rosanedopv Falou o Filho do Bandido Comunista.
Terrorista que colocava bombas em locais públicos e sequestrava pessoas.
Filho de peixe, peixinho é.
Pelo menos moro e nem o pai foram presos por roubar.
Vive pode dizer o mesmo?",gAAAAABj7UmKDBbZ4XKW-4kN8T2apG4c9elynt0wLI4qAqYwU4C0RfLZcMP4EHroOWdMk-gpYv1et5-P09FBAs-iLmCmG1BV2Hb_tSaEDU0CzvDLxhrj2JF-mLeQUsL_I8wWzS9Gxmyij1l67OCBIgC4AGO_b_98LqOnJGHlgjcglkHETi0q2sE=,48802,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKgwyzh1lOsFV36pGpeUWi5Hm4H4XR-qdyeJILCPczbh1gsn61ezR8i3lTj6goQ1MffcC2MZFvBQdJAlCSK2Vej4heqIP-_cLnCYTV5zjh3tU=,@carmelonetobr @jairbolsonaro Tão novo e tão canalha,gAAAAABj7UmKA0uxD3imr9gSWm1H-OljJ2uywpFtTPq8XBs8WAUdOl0linUF5ULxJezrw7i5z16j2evxhhmj9zGlMua8TWJjb4zmA5iDHwJH2Fmi35oLO3A6-wYxpw5Ew_Jz_IRB-7XM4vC9lguOJFSj3uZ7cbl3sQ==,8177,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKpnDnCsYRnhnwQnFuGIfjp7xrwNR91ONnsDtAkUktggTWc2GoTbi_HRGsg2zYPH3sgQYCkGeRIP8wZWJynoGjZhzW-fOPCRljRzB_A2Ihj2Y=,@SoldadoFruet Não vai se eleger seu parasita,gAAAAABj7UmK2CYFURrZLo0jFmOBemGCEQoUXStATzHKfJ5gfhLMFvq9miHfWUzx8XIVc-SvyTbpxlcJgvwhMn0ynafRcLmXHoHgiS8aKq5acvH8MvXHGIBco4_YBNZrcEpgMSPkpn7jryikHd3FPGP0jlKyBYX-FbrmRaaV-gxzy8QNC96mAvM=,3365,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK420PaBh4bpfUZC94tS8LHhnqc76w0NDqBeCFLfTKkeNBFI24JsLanbWsx7ASscYBRaqb496cD0vxEFg359KV7DVytOOO4XU7ONVxsQFmmPk=,"@capitaoderrite Vote em mim porque eu mando servir a melhor coxinha de Sorocaba pro Genocida!
Nunca vi campanha mais merda!
É de cair o cu da bunda!",gAAAAABj7UmKWY7uon2hsN5tzCQbD9uYBcJw7yAZgZZDVBwmyOiMHsrFdcR4p-pg0mRWPPzJm3qlnrOJJHzGlvfF6C_dB4g0KuLdBlM288WVe6L5R-PLEDX248zbAb-rwGCGRhV1-2fI1s48J9je8e1wk13LVLByI2B-tczvEhsrkmKp5NqIs3A=,3365,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKgJu9xbKLgnquOAv4HzoU565R9aKWb_CvgRhWVETigx-AMrmNwUfir1mW8XIw500BrlierpohhGf1MOY8O0wENE-uU_DxgYPhqTcC_A1-oM8=,@AndreJanonesAdv Deixa de ser burro e idiota preocupante é a tua rachadinha ladrão de meia tigela,gAAAAABj7UmKKlN1TprqGvvgeoWnUn0gWf5WyRQnkwXVHc6w2R28DQJ7JccvE6PH6BZjQJf-xUDSKocJBzDvLp-3xVDH0PysYAGGiMnhf5fZvSd1B6wR4TueggSzoBBy2sR1vlEVNB2s7aE2Ijp2wTIdk3bp2xHD_oFAL_auzP1_E_D-jjx76a0=,1579,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK5V_37LnXmzcAV7a5kZWCJZzRhE6TzarbzkpYtKx6adHVTia2XQF57CSq3NMHRC-H6cxXvhtrpuhe2tKnvlrNzQOoq5ZZ16KItvfM2ykLz0c=,"@Oficialluizlima ele mexendo nos papeis sem saber o que dizer,  bufando,  não tem preço,  é um picareta",gAAAAABj7UmKj3jPf6nwjHRLRb0HZ1jnjes7BwAshwbPtaY_yzc80aZWrJIAFhTil0udH7AhSPqQ6T6OEfAxtCf6at_JIAlIPKj2laCDxw_U-aaOgEYKwi_m55S9UqpVjfPaBJAuyWd2ZT3wJy4OJWV1vATWLI6PUw==,2629,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKtY7UayIINZWcHASPlqJGm4SyJDEA9Qjbbu18s7XSSjyQ-V_Ak--ToumMBSjCqcIMuKr1tW_XWI6gMs3KzUA9RqaEE6LVrZUJNtWDbhV5qcs=,"@DelegadoSaraiva Tem babaca no mundo inteiro. Tem inglês, francês, italiano, etc.",gAAAAABj7UmKddMi-R0iP-X7ujSrCkVu2IesCyd3sygIsn3jrDOY0pYgkieqVFun0AmcOLYw52hG4f4RZAC3J51vpZkGkLHKD3jFlzVXFWMo_VNq3eqa9hcq8RgTci7YmLeW_pvcsXxu7MpkQeNAtlZhzCcw21Tfgw==,5711,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmK0BjiVq97gF9-jG5qqXMOAUCQNqI_uMZZ2VOhC5xPI1x46XIKSc5hkVJhS9gUhmjTIFvtPt5IqngWLzbxRpJuNptNh2BKqM9qCTpKxGsaQZg=,@ArthurWeint Vai voltar para o ostracismo.,gAAAAABj7UmKs4SISYvRZgojhbKHsIiANpGA7p_0nOSosbt49MZLr372S0BoskFmjeSyCIcZbKyYnkBTZhr07H06tuHqPmIT6EaiKYfpULM6dyXQ2f69k6-NgIeEu8Q_ymOxjcapo3mjr2gWlkI-b_MKP-EIYOg8iuL5Jq0RKaEP2WmXiCCoM-E=,48802,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKjgD_0c7K6vNZop02ltRBzom50pFHU67gjjc3ECYcVYY3eQK62PVKJLpXstwLlkvDi39lVOKFjJ3xID_Ctpm4R1ZK4vbZ4UmXS60Jx-7D_gY=,@ThiagoResiste Público total foi 67 mil pessoas mentiroso e nem todos vaiaram ele!!  bota seu ladrão favorito lá seu cachaceiro não tem coragem de ir na rua idiota,gAAAAABj7UmK7JbS1NCdkVov2lxewCjuxwFuKjWe4gPt9yFO2LHf56Ejhi65GN8L8W40OZqXx8dWeMZAALDuCmWAM5tCtLXIMOg54c5XG0zAJXToE66XUlne0ItipnD4bFyYKrOgdBulCZHYsC5pZ5z2ne_lQTotzQ==,3365,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
gAAAAABj7UmKMJx7KO9iBoPWofaNHAKN4dKQNHMa_ZinuwdvwVeBj4E1YATm2bI-Cwy1CumX3rMSfgK3mFBk_o14lKLQalPONeoXhUN_VLYQf1kv3ClVZGo=,@DelegadoSaraiva Aqui em São Paulo tá cheio de bostaminions.,gAAAAABj7UmKTV7vCT-j04wjGyD-5JG84N1hWHBF1AbNH2jicnR0hqF7QqgbRZ8OB2CzkVayWBDlFnUX4NW32DxVrOo2HCe0PE9Nfbq_X16Ni96R8y1CBy7f2rX47XAWg3B8T3PAnFJXT7nVOAeWV7H_5_UsQhHuUg==,8177,,,,../dados/processados/amostra_tweets_para_anotacao_controle.csv
