hate_score,tweet_density
0.4623115577889447,0.15557859501852778
0.46733668341708545,0.15156452416724298
0.4723618090452261,0.15052159337204513
0.47738693467336685,0.14581627769138497
0.4824120603015075,0.14444591513490404
0.48743718592964824,0.14016504803368493
0.49246231155778897,0.13507166508039303
0.49748743718592964,0.13206414371749686
0.5025125628140703,0.1338710819556885
0.507537688442211,0.13060889144512777
0.5125628140703518,0.13211265212657586
0.5175879396984925,0.131821601672102
0.5226130653266332,0.12657056638930347
0.5276381909547738,0.12549125428729638
0.5326633165829145,0.12202290303815
0.5376884422110553,0.1155591575283772
0.542713567839196,0.11488003980127161
0.5477386934673367,0.11814223031183237
0.5527638190954774,0.11506194633531774
0.5577889447236181,0.11519534446028491
0.5628140703517588,0.11452835383544908
0.5678391959798995,0.10870734474597264
0.5728643216080402,0.10971389423436127
0.577889447236181,0.10732485508722196
0.5829145728643216,0.10788270179163015
0.5879396984924623,0.10639106821245178
0.592964824120603,0.10534813741725393
0.5979899497487438,0.10299547957692386
0.6030150753768845,0.1009581263956071
0.6080402010050251,0.09520987991974912
0.6130653266331658,0.093378687477018
0.6180904522613065,0.0906985978754049
0.6231155778894473,0.08857635497819992
0.628140703517588,0.08995884463695059
0.6331658291457286,0.09078348759129307
0.6381909547738693,0.09260255293175446
0.6432160804020101,0.08833381293280507
0.6482412060301508,0.08869762600089735
0.6532663316582915,0.08712110270583082
0.6582914572864321,0.08590839247885655
0.6633165829145728,0.08589626537658682
0.6683417085427136,0.08356786174079621
0.6733668341708543,0.08111818708230822
0.678391959798995,0.08348297202490804
0.6834170854271356,0.08311915895681575
0.6884422110552764,0.0815911440708282
0.6934673366834171,0.07757707321954338
0.6984924623115578,0.07409659486812727
0.7035175879396985,0.07555184714049637
0.7085427135678392,0.07618245645852298
0.7135678391959799,0.07543057611779895
0.7185929648241206,0.07600054992447686
0.7236180904522613,0.0762673461744112
0.7286432160804021,0.07774685265131978
0.7336683417085427,0.07527292378829228
0.7386934673366834,0.07218051270950794
0.7437185929648241,0.06840898390361798
0.7487437185929648,0.0680451708355257
0.7537688442211056,0.0693548978806579
0.7587939698492463,0.07020379503953988
0.7638190954773869,0.06815431475595339
0.7688442211055276,0.06935489788065789
0.7738693467336684,0.06719627367664371
0.7788944723618091,0.06423726072282654
0.7839195979899498,0.06203012810973338
0.7889447236180904,0.060684019757791946
0.7939698492462312,0.059980647826146885
0.7989949748743719,0.06306093180266151
0.8040201005025126,0.06296391498450356
0.8090452261306533,0.06130250197354882
0.8140703517587939,0.0612661206667396
0.8190954773869347,0.06121761225766063
0.8241206030150754,0.059483436633087444
0.8291457286432161,0.05700950777005993
0.8341708542713568,0.05286203879380797
0.8391959798994975,0.0501940762944646
0.8442211055276382,0.05140678652143886
0.8492462311557789,0.052013141634926
0.8542713567839196,0.052037395839465476
0.8592964824120604,0.050072805271767176
0.864321608040201,0.04972111930594465
0.8693467336683417,0.04966048379459593
0.8743718592964824,0.050582143567096366
0.8793969849246231,0.04916327260153649
0.8844221105527639,0.0465195643067326
0.8894472361809045,0.04501580362528452
0.8944723618090452,0.04628914936360749
0.8994974874371859,0.045428125102455766
0.9045226130653267,0.04582831947735727
0.9095477386934674,0.043257373796171845
0.914572864321608,0.041668723398835567
0.9195979899497487,0.039958801978801854
0.9246231155778895,0.04069855521725615
0.9296482412060302,0.039231175842617295
0.9346733668341709,0.040941097262651
0.9396984924623115,0.03960711601297932
0.9447236180904522,0.039825403853834686
0.949748743718593,0.03729083947945848
0.9547738693467337,0.036175146070642164
0.9597989949748744,0.03347080226448957
0.964824120603015,0.03276743033284449
0.9698492462311558,0.030439026697053916
0.9748743718592965,0.02840167351573716
0.9798994974874372,0.02489694095978155
0.9849246231155779,0.019930892580321963
0.9899497487437187,0.012563677951453333
0.9949748743718593,0.002073734488125985
