id,created_at,entities,author_id,text,in_reply_to_user_id,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,hate_score,batch_time,not_the_target,random,filename
gAAAAABj7UmKp00sawR8uB-gdusYaWocuvBZ95KSzXNOTUL2Lu4HoGHd_WQOhD85qkKwtK4Jgc-mjXWby2NEsGI3K-ijcowyJDxZqpoSU7GTk25jWy8JUJ0=,2022-08-15 11:37:02+00:00,"{'mentions': [{'start': 0, 'end': 11, 'username': 'DaianeMels', 'id': '1371853317844914189'}]}",gAAAAABj7UmKHE4IbDJzxoaR5W2c_PZptLhP6mQBqwOFNHUU5Xuy6xkib40OrqYjTKsouFYOcj4HYFpXQX2ocGRnvT_DZhUMUHLX6TvnPXUsx51Iuu-fW3A=,"@AndreJanonesAdv @LulaOficial Tudo em harmonia, papa comunista!",1198004545,gAAAAABj7UmK-UdLZ4NdG8k8lBXCOcjwv51xJVU0wzmBjboWOWWHMqHAHUEzo3mzUd7H_OPwHfW6op9jnID9TC35g7r387wpGQ==,gAAAAABj7UmKIfiEYML09h8zjLFLC_LxdWcC7JbIljVgMZVm_dv_u4BAy1La_aXrDGS9Z8vrNRD-15EEN5mUc87-6MWV3d53Cg==,gAAAAABj7UmKmmPGpCNNKNy3igxdpJ7uo3SjdNthsV_Hggj8m25bt2aISKuHTOoEDqJWKsaPmD5Iv3XuUl51RwH2Z6MFIa3gOnyS_IOU2DWSEDNqcfFGU3UL8fKCNQ6GEUpCyp5TKCI8Ua2nZGOem6qcsU7KSodvX9JuVCdaCP1vlwFMWymj1oA=,2,1,1198004545,2022-08-14 21:03:37,2022-08-15 03:03:37,848,0,6,2.697777778,2.224052718,0.046401747,,0,0.004961465192,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmK5dUpSya5c_NNNksnQEKSte523h4M_xa1nBwB3KJDqtnslYIUH_5fj4SPF6e7uVqCEncZ8QVU6QRmKn8nIEjyKHV2t5e0hA-5yeHI3cMpprk=,2022-08-15 11:47:43+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 25, 'username': 'itamar312', 'id': '750882269087338496'}]}",gAAAAABj7UmKQ8YEHIW3Q1YBtywy74bfIB4r9B4adFiCMs85ZhoJViLjyUj5sqDAlH7SGx73UqSRtnjWplT4dnjJpTP3IMKt3jOAdyXolzGlYrvYcRBjTJ0=,@ThiagoResiste @LulaOficial @verdadenarede quei defende ladrão revelar seu próprio caráter. luja e desgraça para Brasil,1.27E+18,gAAAAABj7UmKuRnedxOOgcBCU-mVp_vWTMzHjpa9sTjUM5GEKK2OlaRlYLspY2JAOggcDfP_3ERBsoC8Hn1ZR7JLzASiiNaFapEbrx8St016AKKTjc2UsNo=,gAAAAABj7UmKE_c_4mQFRXfSJu8P3Rcr0tbolEsk2zMOMQnvIrbrGXO3iIptk684vkOKWRggkg1_uucyjlrtFmbmymt2GlDAPg==,gAAAAABj7UmKdlGrX4pC1zOtXcq4jds-2gAt0Ja1skUcqBpLd2YS_csi-XdtRzMXHCDFbzMlT9aSD6dn3UxxVx0Z1EXViev6A1dZmXSSIFtdo1fgSua30FitpCZUCyjd-OVMAPY8cOWMArN1spZ1ZFdc1GZDFcKhLQ==,3,1,1270774020808626176,2022-08-15 03:01:43,2022-08-15 09:01:43,547,0,6,5.923888889,1,0.03161484,,0,0.005061892515,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKe_Egg3qbbUnIbmZH2qO9rimmc1z_6_BsZ-MVDyLt9DTXMXgmqUSJL_9jZ3yLeVgqCgUEF9Zc-J4ZyKonSjF1T357Xc95CGX07kAzMrp_0g0=,2022-08-14 20:25:53+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmKrKsgH8MMynyMFpoTQt_mrrpshFU2MEv2N1ARDRef395shgnWyiFchE9jMdGk_WvssWZAM98Xj2Hhrv8eZVub9O2ZpPhoQb55uSqXwfecyhY=,@IvanValente Bandido gosta de bandido. Diga-me com quem andas...,112498734,gAAAAABj7UmKq4jslLSxrgjNEhmUSuEAf6uoHuKjl-i_e6u5TxJFdY_dSXwl-R6NEDYA3p70XRhB9CpgQTizBnHW6RSMTCWvBA==,gAAAAABj7UmKh-IyZYO2_c6hHtzLHQZkXrxMf2l61gi1SYUO8M4QRSfpPN5fwS4Sp-oG-R2m2k5z0AOD8PehaT6nBfgQUQqeYQ==,gAAAAABj7UmKRHnZ2XDULPpJacy-gNkLelgzlm9OiJqBSYhL_UqjtseP2H9p4Drb5YK-fudQzOaE7sUqXfGRVUa3mp9hPgfaef8EtrdKvxxgmfQssg9VFrclnT1rTcsm9L9P9YFIaYhqJQwfzJHDR3SQr6cElZ0xlQ==,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.052463394,2022-08-15 21:00:00,0,0.005075175137,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKMHLX3PfKTrYJG99_J0A-ZaaXrkUgnrUigEOM6XiWEE1gSkQ23nYjm9lb6uhbTDsXYGOGx_PXxDbHl-u-9G8_Baulj24zFfR8njXaVo9wU2g=,2022-08-14 23:08:11+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'natbonavides', 'id': '203332874'}, {'start': 14, 'end': 24, 'username': 'GynMiguel', 'id': '1245471048914685954'}]}",gAAAAABj7UmKvvsapYyC3Vz2VuTgBR7pxdAbUsejfOzJci6y4m5t4gKCI-fp5Qa5BQpxIpfJ7a6pvmWH3f-iJc0eXLqBpeCcfePYj0tXGTnV2JCXUlbwbRU=,@claudiopinhoCE @robertoclaudio Parabéns 🎊🎉,1410560834452000770,gAAAAABj7UmKK_VandtYVl-m57Ozwus6FG55C7Wu7BAzd3LSQTfnRZ5OjAyN4m5ADPX0-igF5PEr-Y95lbNY8o_szX8scLIHlFUnbC2rOId9xhOzNbfWSJQ=,gAAAAABj7UmKkQ_W2N2YoF12mLPx9nQGBe9sL5_t21ZlhiZWSgVzk-MlPSE25Y6MF9hy4zdqQ_NRYnOiflQfmyIfjkmjQzMIKg==,gAAAAABj7UmKI9JauqFR23uVGtBa90Yvc69Q9ibIIkz2AgaspAzFgWNlrREzYg9becGauftfi34Q_MN6wyIX56liaY86ZhKCpu_tc31uqamYYscV7Mb1EpGvetEnriGcVjz_o5thPgNRyznzTpGOtpuncdRUKw-L68Bo1TUZGfhlLIRCx2l4j_s=,2,1,1410560834452000770,2022-08-15 09:20:23,2022-08-15 15:20:23,1,0,6,0,1,0.009166114,,0,0.005107986857,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKOV7AwgPpxDLBYSnl9OfZnTlDDjBGuyvD__OxByIGI-vyfsasmWF2UnMB3lc0FklU5BkvsJ0AFHT2QleipOB13bKVZV9dCNcLJcKVNFf97lY=,2022-08-15 17:00:05+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmKFCXIEpoFoyhbdzc6-dx5fCpJDDvENnGHNAvdj8AZCRJ5XY6d0SckUNNJlw2h6HrdfBsxtrl-GP5hduMtWs3pkXXqzrzxo12hpDhDGVHksSw=,"@ErikakHilton 5070? Eu e minha família unidos igual as winxs, apertando os numerozinhos com tudo ✨",7.38E+17,gAAAAABj7UmK6C3abjAjKaAUtFderjh0BqHPFrYrM3dflO-hQdEaj3F3I4Y0d8vVPZoHVze-v3W2pyJlAVYsRYLopBi6OVp2TXAgdH3DwYzdlsRSM6tKStI=,gAAAAABj7UmKJGhGpsHFBwSN-dOjgMPXMmJ2Zv48ukuIYTtjNwko-VYUlE_a-_FiYlX_nxZsB60s08Ahgo6s5vSJWxkRYQs0Fw==,gAAAAABj7UmKXx0jIOCU2JIwgadE6C2uV_C9iXavoRTWhsLRx9WsNaLplQITYEbHkKuY8rJYcxFLzVYwd-lbuDWzDvgcgX6VIt-7NlPklKj3IZLsCXZ9-Sio9G25eTeQ0fNsGyGt2Mo89VjBAvvmf-EwheYnUZpAyH9v0vBADnCW__kC0_kFBzA=,1,1,738143559920934912,2022-08-15 09:16:17,2022-08-15 15:16:17,145,0,6,5.937222222,1,0.07395611,,0,0.005141195893,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKHduIQKxxPAHwjiNpEF4Roe3C1vNpvXZ1bydq91hCeocJl7-wf7pcsidFGkpt8llFirJifY6kRLTg59-jeih1hnvLc2pyAfkedyd1AEH9amM=,2022-08-14 22:52:56+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmKg_Euwm-Z_zzEa9zBcPSiiAI94sd3c3CClGWhJnnrt7zhL2d5vfq0f8wBV0szKHm1ovzTTJFgLfJWZjPdRI_qUe8Tbcfxgog3UmpNbTjEIWY=,"@ThiagoResiste Tá ruim... O presidente mais corrupto da história,contra o pior presidente da história. De um lado: Collor, Ciro Nogueira,Eduardo Cunha,Lira,Ricardo Barros e Roberto Jefferson. 
Do outro: Geddel,Eunicio,Renan Calheiros,Zé Dirceu e, possivelmente,Temer.
Eu vou de #cirogomes!🌹🌹",1.27E+18,gAAAAABj7UmKupcid94bdtmNdBtHH8lJSCgpwWpzK6C77rLeFP8kQt8QTl9DpJ4Wfjtmawb7vI9ftJrdPPr7uA9e5ZSmSfcTyopfhU4Mh58GIWPSQ5DjMZ0=,gAAAAABj7UmK8yZJpGwsQS2X1-7EhqX9OOffMBcVZ0PJFILfAIh3dM-QgdrkILycN3OOJNbuCsctE2O2q-uBUlS2QG_Or5sCkw==,gAAAAABj7UmKmbQYi4Jxm3_R_EMfAL61HDJyrcZfg1Chya_WY-KRCLF-JRJLmC3Y2SR6AQ2Z1NcB9yq-D3Gan_7UrD8nPYPbPhXCFGoA4ysm9ud_cNPQWpGaL7V7zFu7-wYwpdKyCn4vhlrrAunhyJ0cCmNUyz725TqOWQvUzErBKhwvMaqrf4E=,1,1,1270774020808626176,2022-08-15 03:01:43,2022-08-15 09:01:43,547,0,6,5.923888889,1,0.0023524181,,0,0.005217480418,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKOMIvUF4cDXicnmdODfUWQXUqIfVHhZgRNLJD6hBYnlhLd3Y0yDzkWIPt9xc-6c0ip3BTdektJsgg-wRoFmBCycF88v3VZQY-zpcy5ORvi9E=,2022-08-15 17:19:19+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}, {'start': 16, 'end': 26, 'username': 'DoPaschke', 'id': '1039550551401418756'}]}",gAAAAABj7UmKxBOACQsa7Lm2_8-QfPVKObrEdumZljEeR5m6MlagMGGax63rBMrR_ibWZsASd7WPyIjSpP195gijCmeT0hR1Gur5h0oTqpSmJyaGL-DMd4A=,@CarlaZambelli38 Vai dar em nada isso. Isso aqui é Brasil.,9.75E+17,gAAAAABj7UmKoUk9oXSAXWw5aLLsha4B1po9H-oIRZEtesKwP5zFEc21CreZK7feh6p72z1eFUcxqzybbLO9ygMLeh8SINrU-6cBorlcR3-Pxe9nGR1JdLM=,gAAAAABj7UmK7ix5WKku97gNtAI7yobJnUg8PZg7XGslaAZ0RSQgtWpQKRbz8XT4zDW4wYAeOglOoeheJk0yCOm6loG2ftsR0g==,gAAAAABj7UmKeXzdb-nnQ2nde1sBdqs8w1257W9v9zcNnagMuRWfhHrAccb9BcP2tFF_RuqincZ310gQ764j12i4g9q1HUtXOfMrRXxrjuYvjKRHB1FBpT2A_k8qg9Ra39do3KdbLANLCd9J45-SIXd3PuBjqWIbug==,1,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.015585885,,1,0.00533834299,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKknomTvRdvDk6iDe4-yk-FUS1f7Gne-eoNbtXUakri9OEdBv7i1rvCDlo9iWp9nPxWgleSXsVZuh72ayyxtKTQfLaIp3Wj_S7fCFtOW_meEA=,2022-08-15 03:35:52+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}, {'start': 17, 'end': 29, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmKF1iPL40cqAyAheYqGyZzQ-2dM6Q3d5PAp6czKC_e0tB5LFctP8UJPgiJGwHYxUaf-936t-DOEByDxujyrCnC0vNbEqgvAgFgrkeqZdLKMcg=,@CarlosZarattini Continue com sua narrativa!!! https://t.co/t8exeF0iVX,45473463,gAAAAABj7UmKRTK60HJO2ENae1np2TwVTgeaR0C_TxSzefKD1yBWbU7L6mWeiBRlLjQ3rbg9P2U-QorpQwwzQn2QVoLYn1-DfTiTuedXSiI_1hqormmhKBe7sT_RPdl3gDognWKL1CsUNx8gKrKkKmLLxud8wE2IOg==,gAAAAABj7UmKp7eAewFy0BlUhCgWweLXvKuUICJxfCfeDBB8RhxTfvGHncRH_FPP8ggs8vaX6wEUx-D4Mxet-_UTMFLIeGWFPQ==,gAAAAABj7UmKrFxqaj21Kil01qovFOD38cyYVZPpeA-Z4CyQmx0-PwT1pxYnNzT0LcGDuYnl1ZWExobGi_Y5_IqLnSA7pPY0JwM_EmuMYK9yJnpOcsuOoXCSa-TnINRG1F50ixeNDjeLE811PB0PeZqUejQJ9VatDfLDRTOEX07itD50-TZiI-Q=,1,1,45473463,2022-08-15 15:16:49,2022-08-15 21:16:49,164,0,6,5.877777778,1,0.00421582,2022-08-15 21:00:00,0,0.005349734959,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmK12KcWuGbiYw5RI6sj1eEpIFUmVOQweDjLGZdCEapx2lsa7sCJafGu7hwRQ4K39D1vX23OCPUM_-coys1r1fwdT1tTXIWN9QQ3G2zCJJznAU=,2022-08-15 17:37:50+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmKd0UMPYLqUkjszy-MU5h1DLu8vQp5_cbxTV7DR4R8jzEqh7CJAJbz0LftpeeXl4XYfFV7Ww95GComkl3TMry31BGaJp1Bg0eSTnNQScZN30M=,"@CamargoDireita Se isso você considera marcha de Jesus imagina que deve ser a marcha de diabo. Bolsonaro nunca foi cristão, é só uma maneira de tentar conquistar votos, nada mais do que isso. https://t.co/cK0r7pDQTE",1.49E+18,gAAAAABj7UmKkFmbrA-CyYHlIygwgF3vfc_gGbJWS1LLfzihV9yRQTQZgNxhI9hoYNHZRym7GdrvmkTLBBv3hism29ZJC45sLV_qlML-VWVlqda0I12mH9k=,gAAAAABj7UmKot4xDPHEo2t2LwWZsPympkC_4eSZwZ2Ukx5QxdutzrbHjpkMmFsLtwHnBhUXXqsvi7915c6uKq0_eNOcyd9pRg==,gAAAAABj7UmKNxm2w2HbzbjOi2TZJO8KuLAK1TrhFYaIyVL9bgGAO0sISYr5lCu5voFH_cBqVPC9UzT28RlXrQrB1buh_RoJ6BQzVQRC0bfCDX2EFEjhpkFSFzXKlGg4qTMQse6UGBsKIqM76adedNyfTTYLns74ofnlOqikm64ZyBvY91ADghI=,1,1,1489189886670381056,2022-08-14 21:21:07,2022-08-15 03:21:07,216,0,6,5.944166667,1,0.049474914,,0,0.005377901198,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKAde44Cmjsffv08bldaYUX1J6h5Gcw_qnJY-jVSZ565b06krelFiF9ch1XfID9wkSXjd0_xV-KQ3FD5Hm6QdniZgLSGfMvtOYmIAUJo6-ue8=,2022-08-15 15:37:33+00:00,"{'mentions': [{'start': 0, 'end': 8, 'username': 'hmecabo', 'id': '64493005'}]}",gAAAAABj7UmKWACmvNX7o0x1YKuVK11TMTySOw6-NlJX7CQPDe2DHY0so5WTh4o_8Q_bYuRLfmDnXQGPa1cuYRvMM6P18Glqww==,"@IvanValente MICHELLE,  SERIA A TERCEIRA ESPOSA  DO  BOZO?   TUDO PELA FAMILIA!  NÉ?  EXPLICAR   OS 89 MIL DEPOSITADOS  PELO  QUEIROZ,  ATÉ AGORA?  NADA!  TEM QUE SER    MUITO  OTARIO (A)  PRA ACREDITAR  EM  BOZO EM   MICHELLE! EM TODA ESSA  TURMA  DA MAMATA! #ForaBolsonaro",112498734,gAAAAABj7UmK1P1RV7ipEM-9Wnlbaga-e44W1ex6duUlnKAWUi3UMDfryprWCLpV8SFj6jD4SgSzIqDN1NB24cEvXE0G7JnvGw==,gAAAAABj7UmKj49GArk0G95XDXvMEfA52CxITivOsMPq1dK-WKd3x4RiQhshZ49ihz8Gwm4vxgWhJaPA0Sec3LCqQ7L3Vq-24g==,gAAAAABj7UmKJzAKzkBJjkWGYRATxtHT3RlEh_wcD7Grh_zuX1gckg_UjotwnEUGednUPDFHEIBZ8grUv2-OZqfXWARRU33iWVZCPthD_hn6s6OHnRskkvm3nydFQVjqZwYQIQ7hPfwbi_337GJH16DOIOCLrGKqW8QxoSqL5n7l6dNFrZ3gSgo=,1,1,112498734,2022-08-14 15:15:33,2022-08-14 21:15:33,847,1,6,4.675277778,1.283346206,0.017080538,,1,0.005392708827,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKYSvXuPyUATY1-Dax2DPw-UtcpeKemIOH2veK4YlEhRVqIRwVG8wdO-_8ogEgtsP54u_EyKrPgqLxR6JHdCQ5rn7hDTiyFcoqjQY6YirpJ7U=,2022-08-15 16:35:12+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'joicehasselmann', 'id': '116519514'}]}",gAAAAABj7UmKqgOCI_RAOuElnVElGXkpqgCLDHx3CjCna3owTXvtfr57au_D_emO0nmZrg-0Tv5FDCcnJ3ex3s8zciEj6LJmv8Uz0L7KQENPdDepYPaiLZA=,"@CarlaZambelli38 @jairbolsonaro Vocês acham que 50 dias de campanha vão limpar mais de 3 anos de cagha#@a?
Você tem que ficar esperta porque a prática dele é deixar os aliados pelo meio do caminho.
Se deixou o Moro, imagina uma merdh#@inha como Você.",9.75E+17,gAAAAABj7UmKJQe8kHNDodlLGkr4Wr62rwdc7jLEVn-pgiEMgZRGQI-qRdDW9XJsRN0pWwdnvKCmhQyxWuVpDBqbK1ktiYwepw==,gAAAAABj7UmKAnuCQIeDom5BHM8XxBw1hiMpKf3jeppXpE9vyUil6TXu74MsM3mo3gcWVbJW0_n1mrjXXSl2WoRS0oInNta8SQ==,gAAAAABj7UmK4plLov5lg6sTZoUM6T67Wjom7LnbJ18_ve4bYMA0A8oW1oVLXNOePW5IfhX6lvarNbWrtyMFnaw3ZQFOcdD2yfpNcRTpNOko6w49PEvPadJWxiwTE5pkoP6osjCofQkuMKS_UnTjHM7PQRLB7Ofz7gX4_NoNSN9cGEMpbZB2OHE=,2,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.022571772,,0,0.005481083986,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKeVFAzKAlszTSOxrAWt21VYki5pt-noPijw8dkfqAQm3bjQZA6DtEx-njNSHkiT12-oleGz7t_mcPwXdQyH50KsU9TsOu84mgsrT2U1-ahKs=,2022-08-15 18:32:39+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ErikakHilton', 'id': '738143559920934912'}]}",gAAAAABj7UmKwBZpjXbJYxzkzmCKmhgZ1T53Pkpq08FYDkEmGtzd26_ZjJwL_UXJLBTGs8nRTZSXmRpInc84ZR8ZGBATCHjA5g==,"@leosiqueirabr ..hospitais privados ""de grife"" conseguem pagar esse salário. Que são os hospitais que os legisladores usam. Ou seja, quem fez a meleca não sofre em absolutamente nada.",859557396007571457,gAAAAABj7UmK1-KggZIFZGk007zJeWNEqfyaPBnN-SwvQDpFFcIW5sZJCy2xwpElO7ZkjLMlZvj6QBfJjrJXd5nM6hSdEKI_zSG7yF1ff3WYJRILvfoJJAu9j5vP6yr3tTf5Sv3kY-F9,gAAAAABj7UmK7OjjlrtwCgABMSARHVMbktz_OCO-ErZH6XIOVMy2iSDz-gombMAtZXQL4A1-D43bbZYajD4cVM_7SQbk9SqXNg==,gAAAAABj7UmKmFQUkIJiChe8DOudys0FhoKjJh0fWF1VLxnCHXkg60d9dzLAxi9bgRmfd5ekEerXWB_36ZpJ66skM3gx66LfuVFIDFrwiEwwENZ-NCl3UR2_gOXUeJ11H8X0AogqguiPzp1gMzf11u03rnylN6uw5Q==,1,0,1056568434266439680,2022-08-15 15:20:53,2022-08-15 21:20:53,61,0,6,5.815,1,0.025004767,2022-08-15 21:00:00,0,0.005905080536,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKnXJa_4MjceCNkeQqKzQQzvSzZXaQohSyjlc5QEvIoGJimjy-btIEaSGBeLTcaQ9GGrPVAwtajUYvnP3MqZobLm5aI5rh3ZVPBfcLJSiyrPI=,2022-08-15 19:19:50+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'CarinaBelome', 'id': '1238554035092930560'}]}",gAAAAABj7UmKCxUVT8Yf8oRjcVQ772wAUIsR20jaUxsjqVDh0pOCquEWETkVpuDk5RwhX-h1T5-W1toQn5Yz_HiNwp1uoU2qfoqbov_MI5PZ3NeaNyICdbE=,"@cabojunioamaral Bandido bom é bandido preso, se trocar com a policia a sorte está lançada.",917727546615193601,gAAAAABj7UmKoL_Li1Jj9CXhiRB80I6tfftLC56GJpVIqGWHrwc8BhtvmqOF4I6XKfE7p3-VvwFG1sHLRolsAeveJus3BWjveQ==,gAAAAABj7UmKuSUN-Oz1-4Lwm4tkTIIdhvarx2bBl2RsDuChLEO8uku-Pn4BW7Hjtcjg5O02GC7aOS0bLCoJmYOPWfqL2dKXfw==,gAAAAABj7UmKZsXnRP-OYeTFa_ONNqUdhwf3HP1BCxf58APRvCJfmSfixUTYp_lRla_q7--xXoMoLROJOPfSJXFsnpLB9BoMNNVADN84FAQg_399ldOq2UcRxfzUC31Q8mm0BretCcEdoc_wDWuqDkKYGy5Xox_QkA==,1,1,917727546615193601,2022-08-15 09:00:05,2022-08-15 15:00:05,18,0,6,4.626666667,1,0.038046714,,1,0.005941571104,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKjzch_TMtnt5X3JxZ-5S4UsM4NWK-T2JmVNsrRg4NZlh8iNQHzWiAe61QzDYpQdwJ9agaGjtMslcFqx-oCYrNjzWExa3xhJUCnLMwt7vVynA=,2022-08-15 18:20:22+00:00,"{'mentions': [{'start': 0, 'end': 9, 'username': '77_frota', 'id': '1330082400299339776'}, {'start': 10, 'end': 25, 'username': 'rodrigogarcia_', 'id': '81158098'}, {'start': 26, 'end': 32, 'username': 'PMESP', 'id': '63542310'}, {'start': 33, 'end': 47, 'username': 'Policia_Civil', 'id': '127064256'}, {'start': 48, 'end': 54, 'username': 'CFOAB', 'id': '160576237'}, {'start': 55, 'end': 69, 'username': 'RogerioVilela', 'id': '39138857'}, {'start': 70, 'end': 86, 'username': 'guilherme_amado', 'id': '25029808'}, {'start': 87, 'end': 100, 'username': 'DanielaLima_', 'id': '67743025'}, {'start': 101, 'end': 112, 'username': 'GugaNoblat', 'id': '69069168'}, {'start': 113, 'end': 129, 'username': 'GracieBarra72BR', 'id': '199468596'}, {'start': 130, 'end': 140, 'username': 'WallidJfc', 'id': '264131016'}]}",gAAAAABj7UmKCwWWyuKVyOmw9tbHkjBv88jy8AeiO6Bu6i-jEAbkKd_pnvaCKvnZWXQleeZm0jt8k049Co9L8DJUe9rLxa4PoxlOfsuQrGk5HQVYnQeOdf4=,@AndreJanonesAdv @LulaOficial Tá ganhando quanto? Ou é por amor ao mal? Quem é de minas te conhece.    Sabe que o ditador Ortega fechou rádios católicas e prendeu um padre e o Papa não deu um pio? Ter um foto de um Papa não faz de Lula cristão. E vc só vendeu sua candidatura. A alma você vendeu?,1198004545,gAAAAABj7UmKIS_IlW4SMoMSbzu9AG9kwPEbn0_z_av_OPKhsIqWOPvmVksckS29ecufapwRBGWSyYNzF2ZI3QwInVicJT_Q1g==,gAAAAABj7UmK0JIVCZi5-h3GuGzRx1F4g8oMF7yZTAoE_X0_SXIQzAOLhjmaer6e7Nrg6HqBSQBrq09CiPH7o3fKwcErX72iPA==,gAAAAABj7UmKAtUfKcOoYp69nIf-jnEcxxV0_oVboTSkH2tJSxBoDdTtJRDi-sqVQt_G2Ryms4whmGON_RdEs_2Yjz9yrgRPJGilwspM5R8JFoU4feDpqMc8TinhJ9mQKWP-KzSKpkc_TRMKcP9yk91MruIVhMvB5A==,2,1,1198004545,2022-08-14 21:03:37,2022-08-15 03:03:37,848,0,6,2.697777778,2.224052718,0.032616936,,0,0.006123412835,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKXI8dJ21rsRGZDEKiZ3odIdXlzMSWGtT4rT5pKqoymMLyxUm-IszhrFoLoXDJpQjTKVxKfiVc9-Ztiww07UK8cSlLrqEcBevaHp96wCVaNBw=,2022-08-14 20:55:44+00:00,"{'mentions': [{'start': 7, 'end': 21, 'username': 'marcosbrazrio', 'id': '460343731'}]}",gAAAAABj7UmKqPQ0qRUlBdinOv0wFdBGEjFCGkEoy_rvjd4AxSeUSHIfGflwB63K24QntWBZPgf0URrf4-32oKko6DTVfeAXeQ==,"@samiabomfim @Glauber_Braga Duvido, vc trocaria por um x tudo fácil !",27703690,gAAAAABj7UmK7Mehe_2MvAm-xC5sn3u9IibEkPWZju-t428_rtdhynOzBZKFqWznvY8QP4tAny30NsAUfrxFEqhuR1c8-zDEyA==,gAAAAABj7UmKSV_PcHTiZMdw2m0DRdBt4Iq0fx_OWUJ9axv87k6ehZejs7HCMQ2Tt4YnIKACJ5mWtfdxOyUb_fD3GRNc_1rghg==,gAAAAABj7UmKBuiBJIT71Uhd47y2lQ7xh2xxN_IJWYkDU_1YIrBfhVNHxXlHBUTp7F_37w4ToyRmb3F5P1Nxrr9SzD3JBXODRbai7pAXmu-9RaFjzCAYHI6tEb2FuF6BK7XJVpffTm_OwuNxAFVp0nZYMW73YKMX5A==,2,1,27703690,2022-08-14 21:12:49,2022-08-15 03:12:49,124,0,6,5.689722222,1,0.026839245,,0,0.006233942912,../dados/processados/tweets_classificados_por_objeto_anotados.csv
