id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7UmK3vJQi5h0bFF9WvH_3fE3m0G_DPJklMsHHTaVghkpbEbFlc6FnpYtsffGIwDdnp604stXNOdOPXqGzPicJaAPQhXIAjyH9C28uV6qaCJdrRY=,@juujuferrari Bela de puta da,gAAAAABj7UmKU2CmIeiZ2bMP3Eyoct4YBgy62M0iWvl885kHQ4IE6k0FplJUKZqFMrkUZhBFV28hmqtQ-OGsT43gFuVU141yodrDll7-VDZjbJD--7a59v5wW9TB_5vn7kIf_9uaDvX7Y0R8pLRzZNrPGs8mLKeqlKWVMH6oZWRc3diBDLcox5g=,772,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKBD5Bz8MCysp0vrRytL4aTaZa-MO56OIzd_ArKC_4yRAP6qkGG_R09D-12CE2gu8eE7Jl5UJK2zYWyNtudSroDBBA5MjKaw9rk5EthJwV0T0=,"@clauthompson Não haviam estudos, porém, mandaram picar todo mundo. Agora é tarde.",gAAAAABj7UmKXgvpShSIPgxardGTXOTDEz7qV3E-W4qHrO7tf7Z6uGA_MTVmpmciH4aLAkfgY2321nwCflx2bhQqP8nd4Mbh0oF7p3cwesXvGNnVmwHmVVNwXjB2aDpgxeiBIJfyqGEFWyEEZrSsTgR9kWrFs7jglA==,23304,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKTC1gZVf6cWclxw-k0jRq4K3mc2mCJnoacEROEpfbJIsopYIUx6HZTzDMiHRI4v8OsuGlbAS3t8X8WE_4uGDl94XqBDcMs2NE8DYC0FDffgo=,@delmartharocha @cirogomes @AnaPaulaMatosBA Desembarca delegada! Não cole com esquerdista! Quem é de Deus não anda com essas carniças!,gAAAAABj7UmKqimnFNOYzOhny5MA6QH8-WLIXf-MVzdE1Xt81oaAqdggaEjVfTWk2WKaLTEQS94g7CogrAotcu7THgkkwqUOzhQ2OI9VrKy2EH96qQU0UsjuTaAe3pfPrRMeUveJ_nlz8NDBNj4Sf5aNxhjJn2tKsw==,1924,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKWvOT-Uy17uV43cTrlCHFKiTq1694DLhPuQJROcZ8gDPnpXM-THoCxyBdHUyKXabC2mYTy4EnNN-yhIqdaC88lQ-NYAD7e7535GBq4IVOmbg=,"@MacaeEvaristo @GugaNoblat Por esta eu não esperava, a recepção dos brasileiros de Londres a Bolsonaro foi apoteótica, como um político pode reunir tantos eleitores em outro pais, tinham mais manifestantes pro-Bolsonaro em Londres do que nos comícios dos demais candidatos no Brasil. https://t.co/ps3fTJ94RU",gAAAAABj7UmKDm7W7nfSglo1B9CmyzpEGYQlC4SUNm3arMWNCDuerPRds5A6r2oa_LVTgQx8eBDXkaQ1bmSz2PdNoOWK7kfXqqWGqFCV9Z8gD-mHT_N2BDN9H3rPHaL_X-1HNcI9tWMigax-dMICPm-9s0ZW8IrzZA==,180052,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKur3awWlSDjRC4zJ02Sgpa52GfvcJApXo7sCL2vVW-DLuwP0--1W7cuMDSIkcJPnASmGBKhB4ppT1yMFq7NBFa4iwOGxX1U0Ll5DBTBPFZ8I=,"@juujuferrari A vai se fode na boa kkkkkk fica no porno , política é coisa séria kkkk",gAAAAABj7UmKN52Z5ffN32lhq0F3A2rHDSn8nL7fDqrelhtaQRmysVIdzjSZYNRWUjo2wIwRKHsR4AQlCMHOtBWlCSPTub8KJWBNBv0x8bEgTBpXaClNLZor-kh4CWYRtnO6TyB4pEWMxweRzUNOGsTCdt0TcQFsoA==,1924,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKhvOo078FD79booTOcXMQKRT8Z9QP5Tf4ZoQQoFhlfFMOQYNfHWcvLAWxRwg0twjJIgKqdlILwWs64qCdqdcyah2Y6Em-Vkxa-VNIfBfMtEc=,@renatafalzoni vai q vai mana,gAAAAABj7UmKO2KjTgz668ZkkwhM-EXOP25dzGUxzvjqXZbAti3QHMybgm-9WIWSJUDUa_l6HIaCXAS_x86lcIEoeugJ-MLcCUDnvmop3d-0RpgVNVuyl-pP0I3iKfQrhrOl1YcxOc3zD-mpBM0i-ANK8TJBLQMCuQ==,3578,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKLX0gxJrV5F17YSvIBVstq3onH0f1bnD5QhH-jOtmYrb9RbAZm6BK5lGrqW2NbKHQGH3qb_UU4YrJaHrnCd1fVBGonmvtJ8-08laf8HwKgJA=,"@Zambelli2210 Isso é um vagabundo ladrão,um verme.",gAAAAABj7UmK6DCePMghLmbr-xZzy6Pl331InP0MPwHGHtYpjnBNH0fssBhqnxQEMfO-EHlYy_a5J4SnIcj4jz0vGaPGnLoGgSceM817Wd2hLVa0nk2L4OfgjcZvfMyScTyVbcpcrIEqkHkF4xbMLrEPjm1mR0cdQxDxsjRmZ2oKYTVop8MRAIM=,1158,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKzlD0kP_nVdKqbQWhyVni7_IrN7WdWipAPXrk-bYbCCSLWrHmW2MhAYGhLuHTrxXgF1wvs1x62y9p0vtRRmtbsNfZkXeZXKllOFFqnWErXJM=,"@adriventurasp Então, explica aos teus filhos esse compadrio que o deixou mofando por 600 dias, quando poderia estar governando a 4 anos.
Em vez disso, ficou assistindo o juiz ladrão recebendo a recompensa do TCHUTCHUCA DO CENTRÃO que diz ""Não te estupra porque tu não mereces, porque és feia!"" https://t.co/5fjzb9h3Mv",gAAAAABj7UmKIp7QA6ibHzVFB83h-5PWLzd1CUonpiXiF-keOAcUqW09-5NW2u72OHod32NO1J-xPTFYVgDsJvk7whCcs8ASMVD0VAxG4-izKOkIEq7F3hM1Wv1-t8bziWzCDMKJoNy3ePGmhEARBvr0fOCCjuEvcg==,10176,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKa9-rG8LkfNrQMrTGcnRXpaEVFnfdqkzQH2kwZI2rEVp3JEdMKTv6QzDHQWrAksziyPjN8hwU_ObzmCZ6fpAKtTampIkLW1Na8F8JMqTwm_8=,@ErikakHilton É um asno mesmo,gAAAAABj7UmK0BQeSbekmyMas5cfk6ooM-5aealuNOLXu16Z5U6zXCcsPgQX_mzjUijVdh-NZZt4PHQBMwbfGTcOXNOqk566T8iYhQpm6F3ARFDrhaDzzv4yl1JD1-eb-jIA1Qk-usW1fkl4nUuAtPhIYWC8DzhebArl_ExZSgalMY65NXKIkLA=,1158,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKLG8UbxYTCAlzzprmc9D1hsl0yNgExQh7bqYCGAL1anNwfVfStAqN-met-rRRxLUnaKSzIG_KlzV2dhPV9ZfEi15rC3Bbn2knZOQ9rZvhhTU=,"@Alice_Portugal @Felipe_da_Cunha Seguindo, tamos juntos!",gAAAAABj7UmKZP752MBRteUkLFi62Vbcp-Krw-Y53A8Omed4b56slhYsq6zHsFSUZ3zdOqHpon4USgTipt4DX13bn1uFBz2XRYNfQ-Vz1XuH07b_3So78wOB7utpkeyvm9YpQtNyLOp3TChbKCKtiFTqd4nbQkEZTTBfuTLFb89p4RNjMZ9Bubw=,180052,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKMPhkmnFhji2k5JF74fwcP3QHzQmVtnj8Mcyl9Ua0Qf6gy8zWjyqdaJOAiXn3QcFtIH3X0N4RcEXe2dkdxfFTPNuaJFe2mFFWBmAiAkYfXOs=,@luceliaoficial @LulaOficial Sai fora coisa louca 😂😂 ridícula ela não fala ela grita..🐄🐄🐄🐄,gAAAAABj7UmKDyOdj1W0JtMMjFacNCVmX3DtGpk2Se4euyA7YSjqKOxza0OBBFM5cXOp-WtCyG1kqMowFrMIyx7R6Zn0F-X_c7j-vo_YIwjiGdz54SB7UmnRnH3aIThxe9UYkJiRYJceMHP30kZe10Obz4_MTpEeDeOT-AgTz_Kcrd4IU14oRdo=,1924,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKa-jgPKl7eXRchrQNMgDHS3UmWi4Fpg9ZrKD74bPbHVJznx7qWw3JItfNmqlVqtlkGMewXUSRbo7xSJ9kCOMxIwNiQYypoHTXfbkI-2XF9J0=,@AriadnaArantes @LulaOficial Gata! ❤️⭐,gAAAAABj7UmK4srph9xLUVw8Ni0tPbOkHKbit9i79SuVhX0wFAmwQgPxDBAKOF1Wfvz_FQnRsJctez_3WgFSgq0sg4H6MDHy8jrSvBWaLc9vGibcD7PTabB6Q-LbO9ijL3fjlbGdZqNrsy8SsYIeOd7p4CcZUHJN0g==,5554,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKR6LUMSrYA_tR8C5appc_G_uWmDcYy7AH24OeqqkKpy2p23GBYmldYCfUAX2Y3NJ1lK6mWqcZ4CQBmM7f1HyjbwXIgAS1KmmNjOPGNgd1x_w=,@monicafraga Ela e  o Humcerto Bosta,gAAAAABj7UmK9CDpFDhN1BbW8LsSkCMU_i_xnlUDnBjJuazApWKsygXfVu1RmWqoJtVqPp76Y7WGBnZ5J2pJNH2TLsY4KRX5oQhgjYEy6txwtMkA-hPzWrcPSGpl4WgKIzHoFFsmLV73RJu4b5YWLsz43yLdkuVgDg==,1158,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKwM44MF9EhA_GR1hfj7eO3DyxLwSe2uesfvoWVawoGM0nO4-xeHOLiyZXxmDqG4yhDgdF5y91Vimoz0ELq2zzyVY_vSyjw7YrBMOTNBTtiKI=,"@erikakokay Vc acha que engana alguém, com essa conversa fiada e falsa, pelo amor de Deus, vai procurar o que fazer ao invés de tá espalhando desinformação e fake News, ninguém cai nesse papo mais não, vai trabalhar que é melhor",gAAAAABj7UmKFPShNCtH4We4ZywwkZiFhZy2x6w4kz8Du2uExvaNfOn0cPW5_8C26FXI0tAWolCS9crVzvCImd7F_oPVs0Ndwxcmed7UKlE4aB8FewyPokE_uTVFGHKAtGdxFCuM61QqvsQ-InunIhxp9jSQSphXxJsfybwVR_KfSbJIdaIqOto=,23304,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKUZ8WiLfoFDPjq_Jl52JEgARtW8q3bDiu-beV1dca53yA8o2cZysdjT4LDslsh2H9jaKHGESlauTyFjEehNJ4qCt0kVW6MjONnkTWygWKLWs=,@apropriajulia @PATRlOTAS Cutuca o formigueiro que as formiga ficam desesperada.,gAAAAABj7UmKZVUZmO-FGQwd6RqRIEEgMKWC1KagDim57JE1IyHZIeY7BBYL-I83mLotLPOvvH0NrGgFDtYG5FTfCnXyPoclQVS2-hfjPhcLYFNLLqhd1Jsx3iw1lxxhlqSfiDExLvP4ogWIG61sE6ZB6fkVrxfNAQ==,1924,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKAbEseHaXsIZcwpVCh4meqJA0jI-AUWASCUqubP6B33uFjylNFIGfBqYkP6eDBrQzKLaoVZwYelyzh00D9G6HTatLi8BrUhBVKQpJXq-QU4E=,"@bellagoncalvs A mulher fez defesa do agronegócio, falou do MST, o combo completo e a cor do sapato é o que importa?",gAAAAABj7UmKl1J7kRj7ObA1j11uP_b5txiTJF5wS0op09062zEafLHA576BVrTX5F9z74OhHjGliH10_H6YPsBb436bgy68xR7OXn96foTPigMOS0knXiFaoYNnSxe24EY_YVhgaXhkcNhIBDMV0g9X0DDXxfKRlQ==,180052,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmK-7AAHSyG8L-td2jZvyGFYLB75PNChcIdFR_bdG-hj9Hiuw-0o94wEYQsrnSzT9IYoeI7-9cdrmGDSh_jBD8Eb1yo-sik7FwKJbgtkNYUonE=,@rosangelamorosp @SF_Moro @VemPraRua_br sai que é cilada Bino!!,gAAAAABj7UmKYGfVQtZjP8UVPySsZt5StMElhNItW6ntbAnbvrIjFethSe04dGzJYITj7HjxhPmbzZoOhSRo3JpTMc6eKctqwG5Wxu7F0PwhkbP9QOksHUb9CG43sF4hDvpMHqBGVqVe-Sm8GRH55WHQeFNRST2N0A==,3578,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmK1Imbw2gvs1qumIaoMFViNsJL4gk-WycF-gDkEQxC4R9QbBlTZIhHbt7y5FDvPdBhAAe1nf2URFNScF9SlyPOmFBdgXUl5vDgIhfTlaJxtBM=,@joicehasselmann chupa sua gorda https://t.co/AJeGVetVoI,gAAAAABj7UmKpyLnDYxnOf6bhH1kYS3zGb1qGiPhCYFfI5C25RYMbth63tEdU0YCDvk6lXCnmAPRFGKdmypHY9ybX5LkAlPeU50kN5lpGLcZwJpGd13KlfsO0i82CzXKDpe4GIC6u89BAdVRY-vNCwCxDQOZdjPOuw==,1158,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmK3sImGRGPVSYIDtZFfdaSQk5qkQRjkSrYDTAdGgVPZzNW8zj0FCgxzmsexB89tgLnSj3TNlTKddYwXTp0eI5OIX_Y81SqrtrsAZ7QLSYIdbs=,@juujuferrari Bunda gostosa,gAAAAABj7UmK3tCjjZAQIpsMRmC_YglTf_9yAxfWJDVkdx6yRA0juOmyKUN6kKji_7yUQ30nK3xeiz4cZZPBIQAy6ZrzrH9kLMfRFyrmed9cu5Cbtp8nhJQZPAJeIpYIfRLICw3GpvoJfnTpz4IBahfuOB8vPxlq6L4I-WayRSrPZCHmU09XpZ8=,772,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKfCrXBd40kGznV-U8C4hQurrWiQHhnEFwqjvccTZ3wXL1SMC5sBpMkgFjXzcYACBOrwjUBgzApOK7CnIemGqz40NzW-YLK4foWM_5NwpcnJ8=,"@alesilva_38 Ele não tem que autorizar nada. Este careca é um déspota que junto com 9 abutres togados soltaram e tornaram tornaram o maior bandido do país, o Lula ladrão. Canalhas",gAAAAABj7UmKzSzc-q-BBMi9oLbRzJymxxN-wCUEI5QTTQX0eZh9yQPedCaW7LGbBl66rZZO-qDJ9b9-62bRsqeEN08ssr3s7FUgGV066S9M8UElx7flfCvTA9LkiD6SWhuE51nHfkmcW89vJPdspQgmfg4D0xo6pqQTE689b8dX4d0NdbwE2XQ=,2693,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKc4FIGtp816O_6HWBGc2yTpka-8PV5nrbctBj7_pPirlDufuKJSdm6Lqp9ayKwjtaKnYqJK2UKaMDdtmNjDeDeVtih-x20edGfWu7Hpurrn4=,"@gleisi @LulaOficial O moça, deixa te falar, deixa eles pensarem que foram milhares, pq se mostra imagens, vai fica feio para o carinha de 9 dedos!!! 😅😅😅",gAAAAABj7UmKUy9HGtP0RRaQE3R6uV9H1fNZ1EKrXCPVmPDQAJBkKVXY9K0BmysfX2N9gpuMgfxZnIPeBQC_VS3c1NeULTqJzRWaHyl4u9M6kD26CWVseGKJRN4h6nqT6KzX63TWkgzj2tU8KC9oOiOiZ667__vvjA==,5554,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKTy5ZhfVACeAxARmHLUsoBaGd4ZLIquZouT2NP5zXrnnDwJqVIG3-Fsq0SSs3ozc_OKGgduO2_7g7yXR8FaJjg-1ByyXsOl2aVDtK4jpGF0U=,"@EdianeMariaMTST @kabokiko ""A culpa é dele por ter me estimulado"" é tipo ""só fui racista pq ele é preto"". CARALHO que merda é essa",gAAAAABj7UmKnWhyqp9JYXvylEyuYsEyvoIXk2Tut5StEUQ-oKgd96SPuUCORAhf2I48vCxMtPMGarx6JZZrlHGJNpsRSYurVmSNoVZIw1HNbfS9z6XPzE_SfUtG5yz9-A1-XJ-Mj1u7zVrzOHBsfC7Mvoel6tKs4w==,3578,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKxMqsLSB3HnbDT5ncIqituAuCRttNgcoVjiOIpYbPy8UFUqfB3A2-M8sgnMI6nMsZY7xBF0MS1Wc2Q7AjhT4oAmZae9st2ZShC4PkiIseQLk=,@juujuferrari MDS que isso mulherão em❤️🫶🤤,gAAAAABj7UmKXWEJFIKWI-ulEva5trrDZFPGHHWTq2CRVEmxWDHJ5viESzU0amcgErg4wueoCUB1UY-Vo-by4UNz0zfHoBEHFViif2hQkPK74xy1vvL4k92cNoCQCm9vitp1-GsYqLxTjbfSQQZVlexqexrl4Vt4aw==,1608,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKMfyyiNHi9z35PH2oQGBQrAGoIvAKUHKow0sKp98fQ9mdKocARfLrS_7Ap8XaZrBhIL7hgPXe_y6zoMVoVNSWAYEUB0gGmd5W6tUyDB65ss4=,@samiabomfim Vou te bloquear… vc só fala bosta!,gAAAAABj7UmKa7Ia1xFrkAh1G9Z6tUI2GXXaqpagf1WLf0lg4X0OCcn7dpah6uTs084jeB-IiBskp_DdWBwTx91804WoXf2S4SQVVznXB19cSMS0vSYzN1J4Kdep6GIEwKhO6VZzo78e58dSX3pkGE4GOGtH_YGzGg==,10176,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKGmaQUH7jE6gLqKLq2yHyPZGXf99tyaWRv_QHHKaZnabZUtqoVFf_Ys-Je3PBXFKK_WDA0t7Zo8ykCnoP6tmR45ZsXwoiKbQucLdLi_UUqHg=,@clauthompson Mulher doente.,gAAAAABj7UmKn6EHQnJwl0Auco9yDMrzM7Nati0kMy6HaUVskj-Fp-quTKKV5_ROMlA5grOozyojrCHzXAQPTR9lM0f0Cvn9Us8C6hCWziZnNQlUaSL40dt0ZedL0KsH1WdpbFZN24DJHM6TW-zhvc4WvA_RNWeaVUbhPCGvY74MR_h4MA72y6Q=,5554,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKN4BvbShZhkqU66UjfqWJGvfRtmNoh19unx7DJ7QaIT83ef8BNSwK2skdSSmguMFu8YWYPdReEpne5HHA7iLU-bBb5YS2NLnbQGSOWfzyCKw=,"@RaquelStasiaki @MJulena Com as imagens de hoje, a intenção da fraude está aniquilada. Nenhum candidato em qualquer lugar do mundo perde uma eleição com esse apoio popular. ACABOU. O sistema está rangendo os dentes. Somente um louco para enfrentar essa massa patriota. https://t.co/SAoRLeIIRe",gAAAAABj7UmKY5TUxztUSUt14iBJZowTySATg4J3KhlyZhqKR6uDx2Q69mLAPR8mJjcCZ-B8ZxTmls8cczDqdlSSI8eQvU3d4mBXkB9A5dvhOWGEwwuE-Ukc7pUNM57keiu4v0LV3SR0jhMugSg8QDOm5DXg8BkgjA==,180052,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
gAAAAABj7UmKLChxgDVndjLr0Z61GvocwE7yfLWX1G8thtU9rBLd8L5QxVq09-Gwx8AlDI9L-Gwh1eFB_xWH9Iuc47U2czWUWOaAZq-6S4AT3eR5BHIXSHY=,@samiabomfim Aborto é ASSASSINATO sua vagabunda,gAAAAABj7UmKh5uagtBcWDp-40rwGmCNMGuAf9g4pxU5Q8msUUTp13r4y3YfW5RoEh7LSQZwlETyuUOGg6TcN13kOvHmXeIm5ZIKSdYeZVVQs4vY-WHUzaKAh7zTOHeqcCgadsklV7bQgSq8lzQRe2XJP19te_ObSg==,772,,,,../dados/processados/amostra_tweets_para_anotacao_mulheres.csv
