in_reply_to_user_id,text,created_at,author_id,id,entities,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,target_weight,cluster_id,cluster_weight,not_the_target,filename
112498734,@IvanValente Bobo da corte adorei 😂😂😂😂,2022-08-25 22:07:35-03:00,gAAAAABj7UmLmd_otsa034cpFIFI0fqJJnYeiUJPBz-rnpFxWkne5JoBaZ4ZL327_reLe4rFEOpOMwhU8LvKHaoxEDoFDtvp2Rw8hKTs-oqFqbmjwl1TlWk=,gAAAAABj7UmLB-rAf0Zy-OlnBZYWxzHnVdPz5lcEXumxGXBwv6VKZXQrf39ihLYmlKZUc80a6fCE4xsbKE7msqO7Keofda-ym7MhkDTiv-g9UPHPGS6499E=,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmLTLk-1wW7WGotztz2Dxnirv9R-tQ8FKaXYxVy_f9uWeS9LL2mHbFWRr7JvHnVW84RXem4djU-oiIRkKNzrQdMwQ==,gAAAAABj7UmLKSreFVXDSLQqxSUjQl8R0VFOMU06yqJigYTS8QPWTRXZttez6XW4f-slL_e9yaSGvcjtr1crSiD07KMvle-vaA==,gAAAAABj7UmLAAPzyo8WX9vGgiKc8jMRAUWCZ6FeUlO4vIUpW3Hk2Era8zi-nttV5kATqPS-g053EKLsywaooBSfJaTwtn9wQbaeu_u__yai8X4pvVlpHGyHGGNAR_msfwo0g5845l8N5bVF6SuiYs7WW6ZsTYV9GDVcpe339E2hw3IaWKFG12o=,1,1,112498734,2022-08-25 21:55:40,2022-08-26 00:55:40,285,0,3,2.975555556,1,2022-08-26 00:30:00,0.07863552,0.0001079563856,38,0.0001896813354,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1.27E+18,@ThiagoResiste BOLSONARO CAGÃO,2022-08-26 11:33:22-03:00,gAAAAABj7UmLLQLqAKt5ZUVRJmt3gNmP1zZ6D-0fq0ySwAQuZT3rdH_mLXiSea4OicIwMXUftjz4-vrovwnJWEec4iHbNYRBOx3KESSIPbv2hBxAYL7r8yg=,gAAAAABj7UmLPILtJ-oveo6sCxv5p5gdvr-HhHWyMFztwRqcdAZRTUJes0EoFxNf2AdZt7it6SkyONvOWsfTo6dQwuJYEgAY4G4mxIbd8AtUXTY_Sw-JDL8=,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmL9-deoXiBbftxrc4ZT9N37fOA6a1CKfgCWog-NnJ8izPEYrUxGjcVKD9F1JMPwTI_6-yR_2nYWJDxbOsqNK1rQrmb2beszjD_YK8UzjH6uH1xngedmQji1yiNw-7vUeqZ,gAAAAABj7UmLYflMaPnsW0Nzvx_k56qQMMmx6KYhXcJRzqd5fzBID64Mi6jr2HomvK0UQ37NpUhyfD7_1_WQG_RLP0nCRkkbMw==,gAAAAABj7UmLrSkFeZRKlzW6-tvgv5iQ5SHooDKP8BozqqOcrT6Amlhuy5lINMXkz-0TgK7qFHIqz_IUFEJiVN8o-r9Zh3cNvjtz10wFip6js6UdSIpdFGGn6dfeCfh0AZ85f5DuFbvAriPBqoutgqHSPC3da88klg_-V9SLr0qvLtPWiVfrTok=,1,1,1270774020808626176,2022-08-26 09:37:21,2022-08-26 12:37:21,843,2,3,1.108055556,2.707445475,2022-08-26 12:30:00,0.12287267,5.01E-05,34,0.002096436059,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
31139434,@gleisi hahahahahaha kd o apoio espontâneo povo? artistas já sabemos o motivo do apoio,2022-08-28 12:05:16-03:00,gAAAAABj7UmL8tgIPm8M_2DGXEjtjCLbWwNePCHNaKx-Y-spuUeNAd8V4A4JjCYWJoHUPHFNsgdb0uCG9PNFS1Zj6x8ZL7byRh20k7ceZ3cnFCRLUMIE4mQ=,gAAAAABj7UmLHsoz8m_JUmpjxFrxyNLYA7ZtAYwLShm2hgwtGBfBhVEVz_JmzTvpS0LbzRbURNPehjuQcv8GPM--5ryQSYx6b6cR8_iwdur0XH1r-dk22N0=,"{'mentions': [{'start': 0, 'end': 7, 'username': 'gleisi', 'id': '31139434'}]}",gAAAAABj7UmLas0hyAYuKZfDXzXTrBtQ1yLrtm1pfACi5LcRviauDjdvxrrk7GJGocG3st-mrbu8mkR3l9w7QiozQiIBp_3lbcEf3v78eGukzlTBusGyDA0=,gAAAAABj7UmLp8XK2Riwsgk7DxoM930Z9hEE-_xHC_3ihMaDEyX923V69nM44yQfKwC-ETyuqFTOSzM6v_hCZ6AIfIlSW7uAsQ==,gAAAAABj7UmLXS1TI3dkoLXXrMNHRusPQjO5XQ2eLdnMQy7qQlpJ0LiEd9WtwCtYOIBBQLXYDHE4yPBbtSGtPyK5p1nLFgxPGQ7pCPhr4UL8xcOD-44HpnJJKubf4PN8udxoZlOSI_faKW4lMCJv6pTIhTYj5vrMcQ==,1,1,31139434,2022-08-28 09:37:47,2022-08-28 12:37:47,467,2,3,2.974166667,1,2022-08-28 12:30:00,0.01857875,7.45E-05,17,8.96E-06,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
71456987,"@tuliogadelha Chega de babar 🥚 do 🦑 e vai trabalhar namorado da Chátima Bernardes, tu só fala besteira. https://t.co/hxbOzefkz7",2022-08-30 12:20:42-03:00,gAAAAABj7UmLY69g_etWr5v6uYWvjGj0CyWJgndJlRlfE5DhS9x5J-bwLT66jLX8Lk4rC0JI8rzkypJ9i8hiBL9jkiFJjee-zDL9emvxqLzO8TuAgNG_Tqo=,gAAAAABj7UmL9au3RLOfKAPCSr6C662nZ9QNe1IQN1AF6thIfGLty9rINC0HkNVa_cL1Jge4WsDnizUHuaRMYtIREq79p38RWyL9qharoshMKpwuIDXdeIg=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'tuliogadelha', 'id': '71456987'}]}",gAAAAABj7UmLZkttKye3x3gdmjHicnyiq0krabwSL2VHlqXKMvfh4zDCDovVS8qftmtAHGgklou53DVjXT7osKR-qA3kwRo00QKxlOUAaPURurE4NaodxzI=,gAAAAABj7UmLpk_hwqpxfZE5aSGQurbOiGbOau4wZhqoiW8dcCP47qucNBYrHa_RysB9DyC2DeP8NAorhemDlAF1A_Vm5xRGHQ==,gAAAAABj7UmLKRqThZD7w-Lx0G4xKvFjBY4FphEsVflv_vjDKt4O5HR0oPvSeBrxebN38gaq0cQYcXzxw2SMEdCg4gXDWtut6kQdo7QjfcwntVDwKHBuABYTWzKTfALwEGPjutPfO3Pud_LYgTERFVCClWyTD3ySBg==,1,1,71456987,2022-08-30 10:18:04,2022-08-30 13:18:04,110,0,3,2.975833333,1,2022-08-30 12:30:00,0.44122645,0.000349528137,39,0.0004214075011,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
112498734,"@IvanValente Veio fela da puta, vai descansar kkkk",2022-08-28 20:02:56-03:00,gAAAAABj7UmL7Fo7RITzK2882fuq8z2q6jD2xSG9X03ULx1sgKKE6tJbwLQVSqjIzJEaJwiyM46bIRWIiEXHVOLy83mp2ugWjA5m4CXM6YUPFIsYwEvnTAQ=,gAAAAABj7UmL3Eaolk1IvrbBpjtcqk80SEOPnQJTfyqbu5_ZxmH4d8BvC0ad6W8o330oNcbOXs6NZWR5fy8jcaB5K6Yf8GI_-A2G_iH5oDJ-ishErenZa-o=,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmLIAO0ZgVfQB2wnK7VF22hit_G4Pe8X4RfxixWkGJRwMe3SwWU-hb6oUX5Sr704SmGdfE8ffwil4duTu30ueAz29YWsXAUG8voop2qql9qGwE=,gAAAAABj7UmLcIFsKOYjlu2hTIprsrTMIowtyZj7KTu3M67W1m1DK7YLN8J61--C4NabCBO_v-6ma7Ki6qGWCFBoVQdSP6PQlw==,gAAAAABj7UmL83fkVJsfH8EUP4z3XgqsV-8vdWKowm_ZqWqSfboK-8yNtIkZ7N9Y8OHd8oFllA-N_CJQB8G4DX8Jc6X93p4ILn5wZfN06uLiIoPHoJUn8cpxz-dtXnoEZ6WF15wmXsXVDy95qEHZkR9uExO5rHJjxQ==,1,1,112498734,2022-08-28 19:08:17,2022-08-28 22:08:17,607,0,3,2.985555556,1,2022-08-28 21:30:00,0.9336372,0.0001079563856,38,0.0001896813354,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
67183252,@andreporci Chora!!!,2022-09-08 07:52:18-03:00,gAAAAABj7UmLYX6XE7W_aqPqTM7YY76JGOQx626KEk-ucTGE5eTqnW39HnO977qxm4PT7D_2JoFC288BVGkKiiSc5_WT-yulVA==,gAAAAABj7UmLMGwH-_eEK5sna2qZkYxOzTq024Kec3VZM5nUK5xYY3xb_aIJ5zhj03xXMB2nGxEUZU_M-ca1qLPNkb7sItMpYk8pZhwC7tpnPlWFM2ujCzw=,"{'mentions': [{'start': 0, 'end': 11, 'username': 'andreporci', 'id': '67183252'}]}",gAAAAABj7UmLgsVyMBeGGN8hBwYsIRY0HuMJfMpOcX61_vYPb-xxYSPYgOoohaa6llXfBtYxBlQgpqtM-7eK7kXqJl_tZr0TDg==,gAAAAABj7UmLWx9O_eqQQ6TYVrjusiXvx1jpqpYnM9Muc5usUMND849h_sZnq1a6Y7ZEQvnnzQxVoLCS1Ko0KnOrnBZBTBSZvg==,gAAAAABj7UmLrKRrsPk2qMEuDpr-g8dJgdnRNoGh6Rsiz2YvN4WwUEB9UoC-TFs9DbVcaYJrg4CvHDwdURDkT1HIEzE2yy4bwSE1g1NvGD4yBfwzGS5kjDvw6GZtsjYfNA3SVxUFVDicRDDPmLWpcsJ2B8t7T0vbprCoBwlbq97pQ3LBbiHE7X0=,1,1,67183252,2022-09-08 06:44:17,2022-09-08 09:44:17,840,1,3,2.512222222,1.194161875,2022-09-08 09:30:00,0.14637443,0.0001842299189,23,0.000260960334,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
67183252,@andreporci So nāo é crime quando é de um amigo!!!,2022-09-06 15:50:42-03:00,gAAAAABj7UmLvb70jDqRLhbPpX3bpSXKw_oTfA8XnfLB_iLFpn8Vgy0txshJ2DZ79-9faKXkBoCZpK7GWQgxAFBp3KApJdFtADfkN8xU_h3-POs39nLPFjk=,gAAAAABj7UmLIqqs4OFBmxrsodiN51dZY7n61OdrBZqwpsL86IblaXvys4bhCs0808CGkCfOZltpd2wHExDZWc4Rmd9-xKY3jtKqcCnihfFNePcG236DKRE=,"{'mentions': [{'start': 0, 'end': 11, 'username': 'andreporci', 'id': '67183252'}]}",gAAAAABj7UmLZBzB2BH-LHFklSdpTwoBSEtWJRlAZwJh-IICHTv3vZhnxnySvcZSn4Nqbw-4y9dKo_yRbifX473uBsWGB-hVVQ==,gAAAAABj7UmLDh--xVE_VJ_yk4UK79BLfF_hG794bXUcAvT8UoD3SgM2I3YHdgHLNYihMl5ZY8Usut7WXHeTxHBNWt0rbnaWog==,gAAAAABj7UmLm2qRxpz4VrBH-dwSO0x8CVhtuiGa_6seeMFraHH_gAKV376UK9znZipGlP2i-QaXGuojVZtXtrtz33XKn4zYteF1ZczuN3t4qkmMNm2ZDF9da1T7SPs0oXg2DNwWXqhZCZxmelr1G0c4_zQtxqHEOWQvieEjULNIFTU88ZQtxN8=,1,1,67183252,2022-09-06 15:37:37,2022-09-06 18:37:37,272,0,3,2.978888889,1,2022-09-06 18:30:00,0.03867278,0.0001842299189,23,0.000260960334,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
304092926,"@orlandosilva 1- Artistas ganham Rio de dinheiro sem necessidade
2- Cientistas ganham rios de dinheiros pra basicamente nada tbm uma diminuição estava perfeito ja
3- cultura não é o foco esse momento
4- Eu apoio sim o congelamento desses rios de dinheiro sem necessidade, 22 NELES.",2022-08-31 22:33:05-03:00,gAAAAABj7UmLUDzhONz44EqMw2av-mMGLeJwDfOVF0p1c85eEscWgAYglOkAKaULXX8hW1uGPhWYbgumExUP-Zt-6R0JmPqXFvDgZzmY84meywPINiUK8qE=,gAAAAABj7UmLoB2e_XCgZPjOY4soD4FpdSjh2X0Y7patup2MQZVheUXzQLuL4M4KV3BHecb8R7U6tmyE8GjhJCDzJb-L51Fwpt3jb7HVUABKles8lDyfX70=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'orlandosilva', 'id': '304092926'}]}",gAAAAABj7UmL-a_WhFhMLZVFu8mygHPlHeS8_KbRU5AvU7SlqCQhWkxYNRf_zXKu_dWtTVfbczRJvaJJtV2nVDA5FTS7gGUoQg==,gAAAAABj7UmLIHGCX-LVPOzGokarse9P0FHJB4xrRz3ovXKcp8Rvd1BgwiBY0xSI0kTQi9xn-BhsFoYGhWed9cr1qBRVm4JHeQ==,gAAAAABj7UmL-eCVVSAjaCAwNYAvBkt3FvM0Tf51jcamI9koVfZ9Gfh4yZKq3xvNVAkxjV_9vqteUBCWuMZAweFr9XovKOy27wiAmMmHmACUXQ6bEYu-oFOjY53IzsmDI-ERnk3gDODZ-uciqE8aB0xByP8--w2RgWBAgcAkZbRFD9s4KKSvJBM=,1,1,304092926,2022-08-31 22:04:44,2022-09-01 01:04:44,362,1,3,2.946944444,1,2022-09-01 00:30:00,0.0108147655,0.0003621876132,1,0.0002326663564,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
2797010717,@carteiroreaca Desparafusou de vez !! 🤭🤭,2022-08-24 13:47:59-03:00,gAAAAABj7UmLtYxAAZE0G7YqbfHmN42A_sTIOTNMAAwYofWOBk1BUMrXuHVvwie4DE-Nju2efbB9F74aIBo-w0udyD26p1osT-nXfw7ltbzAC7C85Hs4RPQ=,gAAAAABj7UmLqhJIh2pJhTUfHjgLpOtF7_odmXr9ouA7jxKKR6oeLWTLYX93KhEkriDlRM03K5gd9SOJw8Ii6Bx9r6GI-j7l-UxCMFt8oQ74FWdZ6P_CWFU=,"{'mentions': [{'start': 0, 'end': 14, 'username': 'carteiroreaca', 'id': '2797010717'}]}",gAAAAABj7UmLFK8ivjAh-jj8MYW9DNh5KxUGPkoTgPdhg9tay-OL42MH7_2lPkFsvqd2N15RqYP1yWOFMraE2PPJ3gP0stHHkKlvetdD7wwOfkbpWIFlZiM=,gAAAAABj7UmLwgQBTqEM4aQwr4yWGN-ANPg9A-iP8xXGjs04QlBoo1oTxP3vOrfYAmbuBlmDfM4JzHzoiJVHcRbbv8yG_bt7_Q==,gAAAAABj7UmLUAgK7SHWG6unAWt5m2V21pG9v8FtkKkXwMsE0miFGhGVltURYnoLTD-Rk3atLaEUFZZR8Kl3E3vLtrXXmkCMnaKdfa_LJ4yoQRjlX0BUnXK8YtbwejXByac70cCm9cDFNI-eY3rderC3HOYtVOPKuGrdVSqUx5Q_0t4oVZ2Vxig=,1,1,2797010717,2022-08-24 13:19:57,2022-08-24 16:19:57,236,6,3,2.973055556,1,2022-08-24 15:30:00,0.06267363,0.0002554278416,29,0.0003156565657,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
357030742,@Biakicis Cala a boca sua puxa saco ridícula,2022-09-05 22:21:37-03:00,gAAAAABj7UmL-QdKAP5VbWiJdknAOqy3-lLp5pxZ1_0huxCo5km7nOGczzERXKL84J3NimBwkoDsHZ6YhulGn-sy9baDs2_zM1deVJOmAyDHBNZcRFd7H_Y=,gAAAAABj7UmL9PP08arWxiCeDWvmZCgn1K3w68PiNZi7pAuoJ-u5RTx3o3-lJpk4VU-3VGGHXSR7lLdOOQn4JwIe-YqWpGXBEcD-EwjRD_K3HyjidusfDyQ=,"{'mentions': [{'start': 0, 'end': 9, 'username': 'Biakicis', 'id': '357030742'}]}",gAAAAABj7UmLxHneR5Lw-843E1MvJ9_aKRPWjiVm5JMKda1ROMVJnPLHAVLe3NlSsxGjrGPNsJT_fYl-bGuwNa5_AGUKYFkiEA==,gAAAAABj7UmLeBjcrv1mTige5fyQx_aUsy3rSn2IG4yupjRwDwdH0E7fsub1t8-CgjLDXDwAL7duyvWHrIUnxgU1CvaiM7oTZA==,gAAAAABj7UmLXRYNvCalM3EILWd9iO1g2rCz61BxkrRiXPIsxbKPyQhxAcZ45giR1uYL74HV1UJ5G8vNh_lwDg25SKv_nOtonIECZz52KjMWPIiLYKAn_IwR93e_55Uu7fLFddE5H2-XUVp9fyYY9TSUy256GBrJBdD1Erxhr2-HPltSzNqFoMQ=,1,1,357030742,2022-09-05 22:04:21,2022-09-06 01:04:21,559,14,3,2.990277778,1,2022-09-06 00:30:00,0.9943342,0.0001071122536,28,0.000151194436,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
14171352,@augustodeAB Significa narrativa!!! Pq convidados eles foram!!! So olha o tt do presidente,2022-09-07 13:55:19-03:00,gAAAAABj7UmLInTrrSkvxuIDXdxTL6JSOENgvSYKrSKQL2RNEHKuP7Bf8BLJGaGmv6WmA04biWl-rj2r1iZrWFvXNsyJ__h8LQ==,gAAAAABj7UmL8xnF6Vs2wuPbsWiL02tWTwTHhKR1-C0BUisNu92oXmu16PKtrtzSTeFEwnDy02qPsBYpyYOEFvJeNh3WTv9zITPDiaN6d24W-HNvVZQUKHY=,"{'mentions': [{'start': 0, 'end': 12, 'username': 'augustodeAB', 'id': '14171352'}]}",gAAAAABj7UmLDg8FMNWBMbsqsn1OsoSZHObIP2BIGt0--yzSMGXi6rxBpqI2ox_uXjSKrtp-VMmqLeCW5sjCISrp7XEeyxQsRQ==,gAAAAABj7UmLxASYXRoEla_8arQN830EeFYVwY-allWEDpJemGL_G6drZSi_7wYS0qRharfufYs84zTflzMWlT1KD4hCRQaWqw==,gAAAAABj7UmLWx2ovDdrIt5_DtVeyVrU2em6luu1L5qFy5NlsMltqoT6cqz5Ab0qHDMA1NGbha-xMviW5lb-msPCOy5p8VdSTdVJuceOxkSV4vP45NzZtZO0HuE1_HWmhdxf1BeNvIx0kJDOTDDvl2tCc-YcpoS1mA==,1,1,14171352,2022-09-07 12:36:06,2022-09-07 15:36:06,182,0,3,2.953888889,1,2022-09-07 15:30:00,0.03415486,0.0008992805755,37,0.0009832841691,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1.49E+18,@CamargoDireita Vá chupa uma pica e para de encher o judiciário com bobagem seu racista de merda.,2022-09-04 01:28:50-03:00,gAAAAABj7UmLWoPiYYNUjjnkhWqeddyAusrLMr5HvWOSQ61KeWGWPzSBAcLqX9oE6GyzqRGM0DFcnSvQFU1M_vpeKrVeTlDUNw==,gAAAAABj7UmLQqWKfpkW0qXBv66aV8xfOlKA3NvSx7kc2uzpjrnCTWFg8YDP0AneaJCZYrFuN8GaGqrG2huCjg4QbjmS5_kvctZd6Kqgv5q6vWl2rTjxS3g=,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",gAAAAABj7UmL7-VXbRa7dY7ngtci1iP_7ZAZK7FF19MBzvRnZo1jkdYopgpvZdSNDx_QAgSMFtNtbxS484GyoxtWhI8SV_dl2A==,gAAAAABj7UmLj5CBmbKAov912YusqrvCsuJ1Lk-HwhYnh_69lRznkBKhVnFq135ArEGz3ssxlAa6Mu4k4G8jde7crMGt8TfwYg==,gAAAAABj7UmL5moOmORy6JWq0PgKz4bDKLhppOdkLoKfY0leBEXkoUUTUpjPen0dPyJBSwkx28mZfnpeVz2bmsF3hVS9S7U5CPBJMHcVWWZwKH1n1M-lzFonEHhathReap0L7v41vCAY92YDLt4UUNtburg5eNkDNw==,1,1,1489189886670381056,2022-09-04 00:51:21,2022-09-04 03:51:21,691,0,3,2.987777778,1,2022-09-04 03:30:00,0.9449955,0.0001387925052,25,0.0001839926403,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1081341581314150400,@deputadomoraes @CarlosBolsonaro Kkkkkkk,2022-09-06 19:49:38-03:00,gAAAAABj7UmL6Qey21x8YytNCAJnSVoJ1519TD64mEi9DK50vt8MBqr_Hb6z-RBdHpTVa9-mjujGukmJDH_lhuTlYcOBdUozpgP8elrHFTPugHzDmcGlyBw=,gAAAAABj7UmL8ayMlPNXrUdcBS9jv48L6mIP7mdHFxwgsvDgt7pkZZcajNw-7ybRvfDakxhXF_kaCItqlEuFyU1-NJTTOKn_4SCF5IEq3Oh_Lhi5sBWoJkg=,"{'mentions': [{'start': 0, 'end': 15, 'username': 'deputadomoraes', 'id': '1081341581314150400'}, {'start': 16, 'end': 32, 'username': 'CarlosBolsonaro', 'id': '68712576'}]}",gAAAAABj7UmLRpeaaYkJBP52Nf0lP-J02Dy5xPw4sxtEOYmZCPGTrI3dfQLGlh5nT1HPUpC6Mw6dCgbc6_N0DjOnSd6O49LG2A==,gAAAAABj7UmLTXLlNhrhIILrZH4SMAOOctLg_i8mQbAFvdJMNMG8lT-p_ZOu9ZCz_WZrolLex7qeKz_SDSDaln_2B6uYSMPpuQ==,gAAAAABj7UmLdbIN3GLpaqh3IS1cM-uVUJjilEg1UIp4pqNsVt4aBviI_vyRwYud2wl3d7mVkbPNEklJ3h6CXccjTV-qH-lSiUeC1WeymOdLmD9dh4_Fgl-_rLsaJX6AJ6FJqlJt31i3WS0T9MgtD4JupiFl_JEsHQ==,2,1,1081341581314150400,2022-09-06 18:34:42,2022-09-06 21:34:42,11,0,3,2.587222222,1,2022-09-06 21:30:00,0.033977583,0.004310344828,31,0.0006426735219,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
2797010717,@carteiroreaca 🙏🏼🙏🏼🙏🏼,2022-09-07 07:53:38-03:00,gAAAAABj7UmLxAJPHO0LzpQX3pCBv_8ri3JC9DJPRa7Burl7sjE4RoeVWwOAawprHNi2rlshoWTmoWB6OsbwJYLNU_lpifl7aw==,gAAAAABj7UmLjrt78_JWHPCE5rc5pcKGhrKzsAlApGLf-ev7bix_LFaYDZInYWEtl5RPrf52_z66FeaH03QPk7KL6QRDkaGg_4-n-KZ0Otn_cG2WugxBAD8=,"{'mentions': [{'start': 0, 'end': 14, 'username': 'carteiroreaca', 'id': '2797010717'}]}",gAAAAABj7UmLHORs3TpWelzA3KTpc3AY-gd-VysFTrdUKJFRL2rKL0aIBMp6Oz7Zx6mOgNk_Gnso31lSb-7-0bGvAHXr1G1cZQ==,gAAAAABj7UmL4G6eWYo1YE3PB-_hX81KiZkRD2BeWGOd0aGOwAQ4OLWg1NG-7QESQlpTQw0AIQGWIUGEHKMU_TMFK50xEYL44w==,gAAAAABj7UmLOcmOdFLBBpdP-iMGRqTy5g7Ku0trQsdEBxhz7Y4jPRfYM1VFYO_t2olTR4UvuxLPwXLIg22bIlR-KhDrITfk_ytahEV922yUo5F3hjBkqG_Gezm4DiD41DC-vzafVVVd5WpOYeoHMqM8v68NJVpd_Q==,1,1,2797010717,2022-09-07 07:03:57,2022-09-07 10:03:57,815,0,3,2.696111111,1.112713785,2022-09-07 09:30:00,0.051709134,0.0002554278416,29,0.0003156565657,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
50313495,@WilliamJacob @cirogomes @AndreJanonesAdv Esperar o que dele https://t.co/5JuUc5YfKY,2022-08-31 23:06:42-03:00,gAAAAABj7UmLr6Hemq_lJMPLUnh-u2gFQF2sRNeBHE_LUKsfmEMYqfS1-PdrjgTNYHSzgA_EscgwlbxXg-Pec-bQEpgt1DZNcE1kjv07EPz4o7wrlfK9PSU=,gAAAAABj7UmLUBUDwrEfUnybqkadomWzDScvW0aW67j7I9DIy1wX5OSlbGf4QmkV29HW5XEcF29Dj_W96WJVt4WSoFc_54tz5P5qRlRCT2xQ5QUbEG6fSwM=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'WilliamJacob', 'id': '50313495'}, {'start': 14, 'end': 24, 'username': 'cirogomes', 'id': '33374761'}, {'start': 25, 'end': 41, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmLERQdIxPQKczdszhEP5o2ImHFSRKM3XdX9BosY4EDqrs3PP0KBR-eFAviaOukXclggKwuuNOKn1fClUje0_dtdzcQ1ksdPCTHfY1kZ6nydA4=,gAAAAABj7UmLaGu423Fe3T2OkE2XVK8c5SSZYtJVklYvs1bmw2MDC3G-Mg03L23kpYH5qj3nxAByAmQICmluNu7JpFOHf4XpWQ==,gAAAAABj7UmL-fRibewim0HRzOrjCgGg3gkcDPZYOtl98szp1ug_xdG1RKU5BM839Tj78Ajw4kEHpWCBHS_dC6OiDVk07LJWOzvhelda9ix8lUoKj4Wp47MdgMzQJbnih8SJuVGJVjIc1NweGjgHjI0MbCRGe0gafvwyifr3H_KavbACUhh-d7c=,3,1,50313495,2022-08-31 21:33:14,2022-09-01 00:33:14,81,0,3,2.767222222,1,2022-09-01 00:30:00,0.0020349137,0.0005913660556,24,0.000477326969,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
9.75E+17,@Zambelli2210 E um FDP cretino ladrão,2022-08-25 08:10:14-03:00,gAAAAABj7UmLztbUy5E8XnlbaGaY3mRFSs6THLq8kjHtuUH0_wpIsBTXi1Fmp_MD550KD_Yl-id6KxvUFfuLOQwuY_62SPiuaw==,gAAAAABj7UmLDXhyXu1GQe2Gagp9g9sAdU8n0WTrauVbMp4daflHc_kVLwbAp7XHqQ4H5mdtTKKqB3c2HaUMpoJIHRx1zlqPBuB4wR4dOKaLoCCA42eOZCY=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Zambelli2210', 'id': '975127727501185025'}]}",gAAAAABj7UmLQY2fp6Qj86CUraaI0sAL9brWTH_BbUqWk4iIHR1VXZgDtvtfrgeXZwisxZywg_cD-l67tNfWb5vwqkXq2VDicw==,gAAAAABj7UmLH7K_l1F8rz-PJJBOdCaKeSJE9teVPIaZ9lZ_gXpB0vLPWmjvl7BFos9t2NBDJqB3szQG8Lbe-I8vElEX-Wfrmg==,gAAAAABj7UmLfqOEqkA8jQA6mfbS17Tx3cjQdvP8FZVrTC7zhm4klkqliMYB2l5ehOK0qbQe1ERKnsR89RwyjWLlNprePBrp9gJpK_diCvgRxUEZdN4MuNHipbsU9OK50nUhDcMNX3bIL6LvC2Yxry0fgz49R0ZVT1Q72Iuck_wQq5r2Dwe8BGA=,1,1,975127727501185025,2022-08-25 07:17:09,2022-08-25 10:17:09,433,0,3,2.981944444,1,2022-08-25 09:30:00,0.9204468,6.87E-05,8,0.0001114827202,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
