id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je33VvS6MBMq2WBDkS3CPzIOf0Aqe5eql21CzzJOEqZnGGrExXOXzEC1ckO_D1f8FTT9NADVcSds0bRKAgu9A-0rSwUGd4jB3Ua0pEAA7s6hxs=,"@deregomesrio Os ciristas nos comentários ""vcs não entenderam!!! pobre é burro mesmo!!!""",gAAAAABj7je3xeQf_ezJL5Iq6WW3tradRUgSZaTz7KZiknTaxXpUE9IxU5VFxnq9wesjsxERggmwNFnx2cii4hQ9I2tERJpX2ZLr0Wf_ivP9doIKHQquQY2b-dNCi1oXTVnnKEtFmMGjoRB26x5mBrIE1VKKAET8nQ==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3D9SoorD_gnoiEphAyoI81t0hhTLmlXvbRUePh0m-sD0I93tAofK46PVZb2XOIHK6ZQ1T7jFpmc9PDkApLAGu_OOw4-dc-FYbFH8-vdcwCww=,"@Marilacerdapt Pq o PT não lançou a Luizianne hein? O PDT fez bem em chutar vcs, moralistas de goela igual ao bolsonaristas.",gAAAAABj7je3zJj-Kwt4YsQBk8FcOk9bMJ39P4B5O4VMkF33YexzlRvZiBxcIj0O4HNn9SM8nZBfv_TUQk6b4xUOnZ8Ppcm7cJnnhNHeOwJhPlZasSLb9oMGMG4VTVsWpihpvdKWWvVeZBlF-b2y79McuNxLyOrGaE0w4qrIOndz2OkHA8iR8YE=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3E3d70hVYbj9wfp6SjG7_LY3-QlSUKYDov58jpcm1XwF5O5VoFP2r2TnethowqFHuBwRCRs6Ql6cy4QtyLGQHbG8gPRCg0jHig65MjGKZIpo=,"@taliriapetrone Além de feia , é mentirosa",gAAAAABj7je3mZQEp3p_e-o4MvhqfItcj5XLRZNcdWQP0Dm6g4AQsL01jBziQx9mSERCK8viv7mRIbQpNy19Ccq-ISkHmJfx6s9GOvwTUdO-2PV9ert9TpjZcLOQTi2m21K1JEITY8Zyc0n3EHTOf3a5Ixlb65yTE2BTtIqiOu1-5XkcM6efREI=,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3FqFQ43mRSsu2_Qc6V2B188pPDEDx4jwmNp0NqPiT_5fCYN4TDcG7A5d9SLc4XrnWPfcsIxEg-q7CUJiaJaHyKq1t6MwYf29CcEjgZqp66EE=,@Eunicio Eeeeeee gata,gAAAAABj7je3NlmoPhTc56qrCSpnBZwNQ-WzyCExN23TvlaPryYcz1QDxLU0f9Esy4plfllC7HfJml1N8DssTjwgETjErMyGTN1Qjoz8KAwQan83W8yLF8yBuxzlduk9cvi6M4WY80qCyYLVzX9CfNgyXLP8Y2zPwg==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je38h1ol63d2-mJjXGs_RMDdErl56DB2ijlPt6rFqwZXD-xI6MVsp_eGRIMVTO6V7b4EyrOD_c5eQyzFATCSVLx7rvcgohps1Q6RZaxCU_oTJM=,@danimontpsol Hipócritas,gAAAAABj7je3XwHp5R4jSJW-LzL8rcn73Aba8WXuJzI8Y7QxEMmAp4AgYkeElvuMhbRP3oUQMTAI3StpFR5ufaqNu70y5MSkFuw1IUOnAqqIHwKWFm2xzhw3mZVCPZSJw-sxMwQjNJw--uXBU6ojsLbyYY9aLzCune97hwLjE1p_yECXvmLY-w0=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3SJQ7_AlDzgqfFlKfve4_zkhI_eMxGmURLEa-aGCQ7JwyOIVnA32TCI6oLOBhjxEe08q835Sq-VQcev1clvxEHJclyBRpz5CwCeQ7cmRtLTE=,@andremarianors KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,gAAAAABj7je3JxMvObvbu94djndszU55-aNRwcnXVAQ-wtRERZtX2DerjF6FK-ao6FxA1NNQSbGqDI-Y-GE-7M311Us1dARqcvNqPN_BYXzrzhisH8a0XZNuB1WKA3Tmlwmgvc7DPW3OMOiRFPes6Kx3oNShI8oU7ocrzO2KzYyK4hkBrbAh8Bs=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3DXgvuW4jR-eqwsSzIAf8XM2mwzsyqLa2xSXTo7SDqBJp0R4sDEDOaFCDQ02poLzQEvpVjPnkSCjQg5obIBDhCYajDW_3mi-XQ13agXITPrY=,@jfernandaBrasil @thesouzagabs Se manca.,gAAAAABj7je3yfB61julic_Yv1pl-4uxG4gp6irVWkUzxt2ph4WcFD_tY-bwrAIqQgr7cREv3TrAwdWopCZawG9k2Y9ux80iSlCUyvBhkBUxsXn2MFtOC2gJpSOiGZz3zsLmRZTa-G3f5D7iMUq_vd8CJTaV00wAnnRqr00lxygOUzLpH8IdH7o=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3_6uPsmC2APW5vN0dh-LX5GE1tWmCRWr0x9qcFnzprXYyjd7uH6CiHu_zfIHu0zdL8KjDhqrkbkWE44Qbx04Mb_3Ei3zIxFxt1g4JK4OYhf4=,@Eunicio E a fazenda que você roubou seu pilantra,gAAAAABj7je3M_wtT_0CPJ2vLyflkTyh-eW59QcGNo5vUxvXGtQazChUbHbAswdNU7ggEkowhVw57HgmkNlkQKHObtVQ4jN-_JOrU-KrPdTQ_BxfF5wC0OtDlmPRqXBijQExHT4n2K276Prg7AJVx8X0OeGxnEL90XyTVwNiF77Ff6GSk45RL0I=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3WTa0R7ga38YJaZLvGnvhNJC6LDpA7VJccqsb988LXZzbeDd2Bn6xq12g7ZC92yjejAgqvPVValMrXPKfUIX_OOPGoj5u2IThUBKGnEG1AKo=,@pauloeneas Vcs são todos nojentos. E se fosse sua filha? E se um homem beijasse vocês? Iriam ser tão condescendentes assim? Respeitem o outro ser humano.,gAAAAABj7je3DtCQMXUitdj8rVHjiRU3RPrJWVIO5FbDWYwdJ6PMz5aEExr4ja463pVBKg7MrI6UZKccGjUPWe8jRBnJa10a_nYeT6JWH6SyYkayxaDJS7sa2vDlL1ohcs6GCtxlg6BYJAIrujJtD7083wax-GslNzfkSsRibcfaBFi2PnVNCSw=,0,1,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3z9F8BsK6S5fBEEZufVW23VWhTLTR9cg50r2hBGKTdtLgUpWq-cefFsrmezyYxr4-q1CoRxUBK8EuRhCLdSmcR9rtB78pHzCq8dAsMeIoQAQ=,@camara_sette @rubensmenin Vai se fuder porra. Vc é um dos responsáveis pelo galo está nesta enorme crise financeira.,gAAAAABj7je3FSeVe3JwKWdLV---S7O3_hUmsTpvBlwjLMO1mMHBASuMVaYjNsxhmq72U5Lje3QcdqqnuuA44jdKQUwQxPrFnW9A131xjeYdpOj1XmNRFUyxnn0yN8bPJ11JcjB6OUvzHxlI0_dg5sPe-Vy4_ywy80cTpi4kiUEtIMFNMRBGNrk=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je30VFoCrQriID_35L6PQmZHc9zpdjqVugFwQnE90b3Zc9MW8pkZsggdffQ8gw1whZFkiFZF_5eY-SJBJyrBBOr-MIZHMBCLF-YnoRRY9gP2IY=,"@fabiofelixdf Inseticida, o cara da camisa Gucci que falou que a burguesia fede para um público que pagou mil reais num ingresso e trinta contos num pão com salsicha kkkkk ahhhhh, como deve ser bom ser burguês.... Pena que fede mesmo kkkkkk fede a hipocrisia",gAAAAABj7je3KKsrRYpt6BtdPa9UFOQy6pyXRt1yKXFZCszbp3ch0hbeHDSyc0BtOw_MUWtvAzAiF7uR0b-Ose4N82dtHEwy7vxb-YuvrGI6_2t0o2r90R3KPbiol7uPao_STsBdCOc6W_nby4soO2Kk2avPQ_t2SA==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je39b3BlU6lGrJMpBb1YyCShIYSo0hBWohI8sp2C6ddH_0NcMcwcJL_zD3uP-rdhyCsM6NDi6oIC-RFtoVrYp3XYVnGZQriUTeUjbk4ucEX4qc=,"@juliarochasim ""Privatiza tudo!"" Não surpreende que merda tenha fixação por privada.",gAAAAABj7je3s15KkD3bOc7gBy84HR0nhxKsZln3jNZRrrZlV2hk5HZJoYyFkC6GE5NhqJy9wNhvLRP0C9n7y5gMbygVCl7hglPm4IhlplJ7Ujx-x6deUVDM206caFpG0rlg6UgUZhv4yuADa1dtkQAksJPLi2PUYg==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3EPkQXm4nT73-LZRFvMQ_An4vWY7QkIDsEF8OIDF1V6zafIcTKMTbTAHd8bci-tXPiEwdlxa6qgh5Yk_NjmRp3ekODp-4sERlWwJIPzqn35M=,"@Izalourenca Só quero saber se acharam o cara e deram uma camassada de pau nele? Pq NADA justifica o que ele fez. Garanto que se fosse um cara de 2m de altura lavando a calçada, ele iria passar quietinho do lado. Pra quem defender ele, pensem se fosse a mãe de vocês lavando a calçada.",gAAAAABj7je384TVYWU-9wTybFgDrbD7htSmwA4sCgnbOHQ62asByddQKgwNhJMGQQSUm-OQl1xxmFlrClBP2k1HT8NIjp6SC3np1jclkhpiVxYA0j74wh2jiuxGUvvyziYkQ4_FEd-hqKSHP0ddWLkSBnfh--1HuQ==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3Dk4l0zf2KWP6NeHxtgtWhOp48rh0-xR7y0TBBtevwLw6U5gqe-40G2Ly9WKOEm38zqcd46Q7powZGr30owx3DLyG3mZrUdbkjfbuY0fxUHE=,"@tiriricanaweb E ainda, por cima, seguindo a linha da Onça Trhonic está sendo misógino com a intérprete de libras.",gAAAAABj7je3KokIDyhdTKharj2390mZUQ5ebU-0Anmj2VPMskxNsqiCCRDATuhdfVg8RjN0WTfiqv3EphDa6ZoBqN_2KsTFduAHGRwHog5ZV40MU748BFj3ihCov6xeVyOUDJqSq0AR5iFwwqnIIqQbhkme2oQx9Q==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3XF3MuNmgOusfVWnDEIIm3dUk8KKegKNrHuc5uX6WrHU9VajvE_1QdNYR6YrYL_pEaoCLSlYBRf-Av7RNLjqaWzQGvmwq3ggrISTTGMfUTHY=,"@fabiofelixdf O Brasil teve um superávit nas contas públicas de R$19,3bi. Maior índice em 11 anos. E outra, inflação boa é a de 71% e 62% da Argentina e Venezuela? São regimes apoiados pelo opositor ex-presidiário. Vá se olhar no espelho, você que defende o indefensável.",gAAAAABj7je3HKfxVRCyX-nvZ7lx8ibBCGlmxysgrtoJf3xwMZeMsW9oPpRaqZGb5l7SSFN1DFTPfF8ruNIbAcyzlDh36yBQ_q3hvI2m0KhkKwAImCScqYfEOa6SpgvDsLUlbh5EdEdhIZVPwhwjXX2SqERPOiVuTpbYuj4rsDcSVuXmZiTBOtk=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3RsVQIEvJPq4Br9zOECzy0iK7Y8D7OGFb8l4T26h8rPH-1-KjQs5WNqjwKctaPTRIas6XK4MycIj61CONk2A9zAGKSpTfIWtnJbd8KPn3qtM=,"@GMonteiroRJ Tchau, escória.",gAAAAABj7je3hxk4MraJp2u6REGvIOKxoT5WRKk5qHahCsLYRF2IY4YstM2SDZKNQOfb-KOBVkR18n7ML-xXHAt0O1F9OwQSyDxKEu8VAOffcPLKBUsUPAxc7l2mNgoskgmlMSYEdq_dC1aZHXqAyyLDFbbmap4K3g==,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3X4yhH4XzJ-myhWYp9jFElfSdt1Kwpc-4q5nriNbtS9Fs1fQuB-euvA5pEhWWKeDln-j086ikHFeJuq-n3zKoJ-qUbBR1PbSFe_E1TPZa5d0=,@guimaraes13PT @LulaOficial SP Parou de acreditar nessas besteiras que o molusco fala,gAAAAABj7je37Nu4KDkKLUxi07bcN-OmJbfjdVFtsO26un5lIIpqX_uqot61BnaQYtKWdY0P-wcjllpwXljTWZS__bIsGMaulhC5ZVupiu482hL-zzPfFMDsCgb_gSkeEp3iAAL15Kkf0y6GHTjkIRQ57qA62gB5cKTideP98RFIc9DZ_aeS_PA=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3VgISsAkd19n2F6RXsnrhbgoGsYpbC7BhTnP2ch3KSX_ep_c8uYHa-tlepbEYcyQirIlOUxUkbhi0cRwb3-iESMksH2R5SRZ1_95xpDoDXD8=,@MonicaFPsol Lula LADRÃO criminoso desgraçado de merda,gAAAAABj7je3XchvUY8mT0P3mB1noFJt60zO5ECu0AiF1m8DlgwuJ04F-YdR-nx0V8QbQKXtGBNTwKqhY80uM-V88gjclCh2MeMpzrePpsqDX6QeUTDXTv2kqu_YVkeb8hK7g-CuU8x1R-FdLL6gCFd5pLgWA8Z00Q==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3p2kNf7yFtG9SJn61UHljJOuq4zDfjVZdYjnZAQ8UQFj5Xxw7qQy47rHfL6ddAglSe0wNL5osUAb-B0pUMM0e5ny56fs9RjjgfD5EW2pOToU=,"@ArthurLira_ Alagoas parem de votar nessa gente lixo, bora sair desse mapa da fome olhar para os mais pobre . Falem uns para os outros quem é o Lira abram os olhos do seus conterrâneos",gAAAAABj7je3sghoWondDU25ERauKRjA8qnQA6_2_6ThE7wSmAtYqlfYkJseviSMMdjNkkNXlWF4LJFbhGpAgpbGKRin_pKZEWQ9jBeNwo4GPtpyTqrgF-dMYMKQtX9uzKm6mNoTa0fDjMYM9u0JC1SeTof0MmBvEw==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3xwL0osrj3FDHXA6GDJ0qQgyf-6Q82PSSRbcyGYAC1CgVZEUf_b8ASuf9i-mc0M4Pil_1pStj-uXNzLYXTK9tYwNnFFPL8Fvdg-EgZHKfRFk=,"@GabrielRBCO Tudo bitolado, um gado ridículo fundamentalista religioso falso moralista do caralho! Tem mais é que se foder mesmo nessa merda de estado! Puta que pariu!",gAAAAABj7je3h0pxepFi2rR4KL3gr_GaAeaCTMYwmstKUmy7kYiwxN9-3-Dfa6rcHgfRTfrW0j0r7VB9IVjEApc89eC_YZVD8QSvbsaz2Od5j6LffTqnLAOiB7omS-_cv4VTS2ZoF_7gdzRiDWtJOBmFp0OdyoUavg==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3a4ozYnfjf7_I3XZH4YSsS2EVFjVBxHFwRVnrr9Xa097oXCwkn1m6Qlsx6vG0lbkIdOQN2DqQD9cu80vJSLBCoOXtpsPcmiE-DPN_7yRL2fM=,@FernandoHoliday Mas vc não conta pq vc é idiota,gAAAAABj7je3aNl5NfnmuNMpTkMUZapCa8yFbxBdJPbIG-BttqlFVaZSG9Upltf_j88ODjQjGOEZy_wYMUB8T4xLHQfd8cG87dNJgOdUViAJOzx5-jJ40Qd9A-FXQXMtV4AiZNS0c7dZ_jV1tnaF3tql1qXXcBtGHhYA0rZHTBM69FL55JVG-Bw=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je34vbAkcaoIEcguZo4phePFlAInI-an4-AwbhEHhpx68Cs-fIa8lq_1K7aJ5JTskvF3Xi4NtikoyJ6BHvdzkUopG_yOj19PATG1qV-HLBS9kE=,"Colinha de voto no RJ

Ali faltou, mas pra Dep. Estadual é @BennyBriolly ✊🏾 https://t.co/DWQQLjIQSJ",gAAAAABj7je382x_E8S0j0RCySvUiZI4DqbfG7mZLCMrJciFkCGKCoae3LMTb3i5GDbVyoispxmaYsjIusI9mqKbnj8ioA-7eBvOtPzVNhTNg2WByITboTz5TYPaEcnFoD-1vHrh3PCGksjW1HqQthwl-ClIgdFa-A==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3ioOiVZcsFsD0a7TXHmRhiEuWunx5y2kKvAAPNrb4x58BFArkuMaOKVHGh17QdWbsxgatKl0RKgN1Xt8DbC6kboCtDMlgtpOIfHs_ruqH_2Q=,@TenNascimento Kkkkkkk.... O inferno está cheio desse tipinho.... Kkkkkkk,gAAAAABj7je3eJi5qVx5lOTyNey2t1yLwMxY1IhLQDe57ywJ7gSUsDDYHQejp9Hl0CmOKQrHsHLKj1gkW9f31EHSe8USVr93YFkxtdE5AXUNVrp3pcR02acRSX5ROvlGO5USIoDHSR4t-SZvQi-i2uaHTFwGyDQHKw==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3VlzHmuo0TwEuC1mXA9IX1xzQJEeMzPNz9FoDSmrbLvXFLZgQbUrTtjsdMoh-cLTy_TY0lDku-jt4h7b0C_RzJea735FESwURE-1ZFvtmPpg=,@perpetua_acre Só vagabundos da Rouanet,gAAAAABj7je3YI96eRDOsILgKCymJghc9nUYP7MZagfbrEz9wFHSXaR4ar-69bjB-DVhUTrI6B3C4pQMMvRVVuxDQY5LcuXZyj4MeyJCPFoUS6zO6khPzYUOsxc97DG2qwpa7HtX6UM94U9x3BIV4ZRamhOiHTreOQ==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
gAAAAABj7je3BFhoH-yrQi6bdM82K5pL-jgDlVC3rSdOd4Fkq6L6GQVcvSEs4VynkJmRmFds7SIW2N_V_BjbkjgEDCHnBhOGcmnPD_StYUy1X-kcmBnkxd4=,@guimaraes13PT Fala cuecão !,gAAAAABj7je3TtSPthMM0uXR2HibWljRVMQCwnYM6ILZg3V0g6EqZRVBDN_X81xS9IxzSbuC5JHyiYpq8PqZzmJYn8mrf5hCZiLsl9CXQX1-lnHXTe2uf-j1J-JDf2XkFfTOy5eSU4BZ8cLmfsZlz1KwYyQJow0jiGC162QNK32Dhv-TD2fB-d0=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A13.csv
